rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
[0.59 4.   0.59],6083,679,4692,712,4,1,2,1,11,10,12,0.001643925694558606,0.001972710833470327,1
[0.59 4.   2.24],8310,735,4833,2742,3,1,1,1,8,7,7,0.0008423586040914562,0.0008423586040914562,2
[0.59 4.   4.  ],10433,719,4873,4841,5,1,1,3,12,11,16,0.001054346784242308,0.0015335953225342662,2
[2.24 0.59 0.59],4020,2620,683,717,4,2,1,1,11,9,10,0.002238805970149254,0.0024875621890547268,0
[2.24 0.59 2.24],6179,2727,705,2747,3,1,1,1,8,8,8,0.0012947078815342286,0.0012947078815342286,3
[2.24 0.59 4.  ],8195,2681,667,4847,4,1,1,2,10,9,10,0.0010982306284319707,0.0012202562538133007,2
[2.24 2.24 0.59],6227,2779,2728,720,3,1,1,1,8,7,8,0.0011241368235105186,0.0012847277982977355,0
[2.24 2.24 2.24],8172,2658,2768,2746,3,1,1,1,8,7,7,0.0008565834557023983,0.0008565834557023983,2
[2.24 2.24 4.  ],10170,2618,2784,4768,4,1,1,2,10,10,12,0.0009832841691248774,0.0011799410029498525,2
[2.24 4.   0.59],8185,2675,4807,703,6,2,2,2,16,14,17,0.0017104459376908981,0.0020769700671960907,1
[2.24 4.   2.24],10156,2712,4749,2695,3,1,1,1,8,7,10,0.0006892477353288698,0.0009846396218983853,2
[2.24 4.   4.  ],12039,2702,4687,4650,4,1,1,2,10,10,16,0.0008306337735692332,0.0013290140377107734,3
[4.   0.59 0.59],6226,4822,719,685,4,2,1,1,11,8,13,0.00128493414712496,0.00208801798907806,0
[4.   0.59 2.24],8315,4881,734,2700,4,2,1,1,11,9,13,0.0010823812387251957,0.0015634395670475045,2
[4.   0.59 4.  ],10212,4713,715,4784,5,2,1,2,13,13,16,0.0012730121425773599,0.0015667841754798276,3
[4.   2.24 0.59],8214,4743,2735,736,4,2,1,1,11,9,10,0.001095690284879474,0.0012174336498660824,2
[4.   2.24 2.24],10348,5000,2729,2619,5,2,1,2,13,13,18,0.001256281407035176,0.0017394665635871664,3
[4.   2.24 4.  ],12276,4817,2663,4796,6,3,1,2,16,16,22,0.0013033561420658195,0.0017921146953405016,3
[4.   4.   0.59],10459,4886,4863,710,5,3,1,1,14,13,17,0.0012429486566593365,0.0016253943971699016,1
[4.   4.   2.24],12263,4805,4763,2695,5,3,1,1,14,12,18,0.0009785533719318274,0.0014678300578977411,2
[4 4 4],14314,4838,4788,4688,6,3,1,2,16,14,20,0.0009780634343998882,0.001397233477714126,2
[0.59 0.59 0.59],2149,726,712,711,4,1,2,1,11,7,7,0.0032573289902280127,0.0032573289902280127,0
[0.59 0.59 2.24],4152,715,713,2724,3,1,1,1,8,7,7,0.0016859344894026974,0.0016859344894026974,2
[0.59 0.59 4.  ],6179,690,692,4797,4,1,1,2,10,9,11,0.0014565463667260074,0.001780223337109565,2
[0.59 2.24 0.59],4037,727,2619,691,3,1,1,1,8,6,6,0.0014862521674510775,0.0014862521674510775,0
[0.59 2.24 2.24],6060,752,2676,2632,3,1,1,1,8,7,7,0.0011551155115511553,0.0011551155115511553,2
[0.59 2.24 4.  ],8228,753,2715,4760,4,1,1,2,10,9,10,0.0010938259601361207,0.0012153621779290226,2
[0.59 4.   0.59],6166,699,4751,716,3,1,1,1,8,7,8,0.0011352578657152126,0.0012974375608173856,2
[0.59 4.   2.24],8366,767,4894,2705,5,1,3,1,14,12,15,0.0014343772412144394,0.0017929715515180493,1
[0.59 4.   4.  ],10203,685,4833,4685,4,1,1,2,10,9,10,0.0008820935019112025,0.0009801038910124474,2
[2.24 0.59 0.59],4105,2691,719,695,3,1,1,1,8,7,7,0.001705237515225335,0.001705237515225335,1
[2.24 0.59 2.24],6034,2672,720,2642,4,1,1,2,10,10,11,0.0016572754391779914,0.0018230029830957905,3
[2.24 0.59 4.  ],8226,2694,719,4813,5,1,1,3,12,11,13,0.001337223437879893,0.0015803549720398735,2
[2.24 2.24 0.59],6170,2710,2736,724,3,1,1,1,8,8,8,0.0012965964343598054,0.0012965964343598054,3
[2.24 2.24 2.24],8098,2698,2664,2736,3,1,1,1,8,8,8,0.0009878982464806123,0.0009878982464806123,3
[2.24 2.24 4.  ],10156,2660,2752,4744,6,3,1,2,16,13,14,0.0012800315084679006,0.0013784954706577393,2
[2.24 4.   0.59],8229,2689,4825,715,4,2,1,1,11,9,10,0.0010936930368209991,0.0012152144853566655,2
[2.24 4.   2.24],10082,2691,4741,2650,3,1,1,1,8,8,9,0.0007934933544931561,0.0008926800238048008,3
[2.24 4.   4.  ],12460,2731,4899,4830,5,1,2,2,13,11,17,0.000882825040128411,0.0013643659711075444,1
[4.   0.59 0.59],6189,4824,693,672,5,4,0,1,14,11,15,0.0017773469058006142,0.002423654871546292,2
[4.   0.59 2.24],8152,4753,712,2687,4,2,1,1,11,11,15,0.0013493621197252206,0.001840039254170756,3
[4.   0.59 4.  ],10348,4864,699,4785,6,3,1,2,16,13,20,0.001256281407035176,0.001932740626207963,2
[4.   2.24 0.59],8182,4782,2680,720,4,2,1,1,11,9,12,0.0010999755560987534,0.0014666340747983375,0
[4.   2.24 2.24],10167,4838,2665,2664,5,3,1,1,14,12,16,0.0011802891708468574,0.0015737188944624767,2
[4.   2.24 4.  ],12422,4882,2736,4804,7,3,1,3,18,16,22,0.0012880373530832394,0.0017710513604894539,2
[4.   4.   0.59],10169,4714,4663,792,4,2,1,1,11,11,16,0.001081718949749238,0.001573409381453437,1
[4.   4.   2.24],12210,4789,4763,2658,4,2,1,1,11,11,16,0.0009009009009009008,0.0013104013104013104,3
[4 4 4],14397,4757,4842,4798,5,2,1,2,13,13,20,0.0009029658956727095,0.001389178301034938,3
[0.59 0.59 0.59],2135,698,721,716,2,1,0,1,5,5,5,0.00234192037470726,0.00234192037470726,2
[0.59 0.59 2.24],4135,704,725,2706,4,1,2,1,11,7,9,0.0016928657799274484,0.002176541717049577,0
[0.59 0.59 4.  ],6248,722,737,4789,4,1,1,2,10,9,11,0.001440460947503201,0.0017605633802816902,2
[0.59 2.24 0.59],4088,726,2653,709,3,1,1,1,8,7,8,0.0017123287671232876,0.0019569471624266144,2
[0.59 2.24 2.24],6131,716,2695,2720,4,1,1,2,10,9,10,0.0014679497634969825,0.001631055292774425,2
[0.59 2.24 4.  ],8146,697,2696,4753,4,1,1,2,10,9,10,0.00110483672968328,0.0012275963663147555,2
[0.59 4.   0.59],6316,665,4978,673,3,1,1,1,8,7,11,0.0011082963901203292,0.0017416086130462318,2
[0.59 4.   2.24],8121,724,4754,2643,3,1,1,1,8,7,9,0.0008619628124615196,0.0011082379017362397,2
[0.59 4.   4.  ],10223,723,4720,4780,5,1,2,2,13,11,19,0.0010760050865695002,0.001858554240438228,2
[2.24 0.59 0.59],4118,2675,688,755,3,1,1,1,8,6,7,0.0014570179698882952,0.0016998542982030109,0
[2.24 0.59 2.24],6115,2760,728,2627,3,1,1,1,8,7,7,0.0011447260834014715,0.0011447260834014715,2
[2.24 0.59 4.  ],8135,2632,736,4767,4,1,1,2,10,9,10,0.0011063306699446837,0.0012292562999385369,2
[2.24 2.24 0.59],5992,2596,2665,731,3,1,1,1,8,8,9,0.0013351134846461947,0.0015020026702269693,3
[2.24 2.24 2.24],7924,2587,2633,2704,4,1,1,2,10,10,12,0.0012619888944977286,0.001514386673397274,3
[2.24 2.24 4.  ],10197,2698,2639,4860,4,1,1,2,10,10,11,0.0009806805923310775,0.0010787486515641855,3
[2.24 4.   0.59],8231,2719,4793,719,3,1,1,1,8,7,7,0.0008504434455108735,0.0008504434455108735,1
[2.24 4.   2.24],10087,2707,4749,2631,4,1,2,1,11,10,12,0.000991375037176564,0.0011896500446118767,1
[2.24 4.   4.  ],12265,2632,4796,4837,7,2,2,3,18,15,29,0.0012229922543823886,0.002364451691805952,2
[4.   0.59 0.59],6188,4785,694,709,4,2,1,1,11,8,10,0.001292824822236587,0.0016160310277957336,0
[4.   0.59 2.24],8178,4745,748,2685,4,2,1,1,11,11,13,0.0013450721447786744,0.0015896307165566153,3
[4.   0.59 4.  ],10425,4895,714,4816,6,2,1,3,15,15,19,0.0014388489208633096,0.0018225419664268587,3
[4.   2.24 0.59],8259,4809,2742,708,5,3,1,1,14,13,18,0.0015740404407313235,0.002179440610243371,1
[4.   2.24 2.24],10097,4800,2651,2646,4,2,1,1,11,11,15,0.0010894325047043675,0.0014855897791423195,3
[4.   2.24 4.  ],12328,4907,2636,4785,5,2,1,2,13,13,16,0.001054510058403634,0.0012978585334198572,3
[4.   4.   0.59],10155,4830,4608,717,5,3,1,1,14,11,18,0.0010832102412604626,0.0017725258493353027,0
[4.   4.   2.24],12401,4825,4915,2661,5,3,1,1,14,12,18,0.000967663898072736,0.001451495847109104,2
[4 4 4],14335,4651,4782,4902,7,3,1,3,18,16,21,0.0011161492849668642,0.001464945936519009,2
[0.59 0.59 0.59],2176,723,729,724,2,1,0,1,5,5,5,0.002297794117647059,0.002297794117647059,0
[0.59 0.59 2.24],4211,758,710,2743,3,1,1,1,8,7,7,0.0016623129897886488,0.0016623129897886488,2
[0.59 0.59 4.  ],6350,742,722,4886,4,1,1,2,10,9,10,0.0014173228346456696,0.0015748031496062992,2
[0.59 2.24 0.59],3988,687,2611,690,3,1,1,1,8,7,10,0.0017552657973921766,0.002507522567703109,2
[0.59 2.24 2.24],6214,748,2738,2728,3,1,1,1,8,7,7,0.001126488574187319,0.001126488574187319,2
[0.59 2.24 4.  ],8105,709,2657,4739,5,1,1,3,12,11,13,0.0013571869216533006,0.0016039481801357186,2
[0.59 4.   0.59],6224,755,4706,763,5,1,2,2,13,9,9,0.0014460154241645244,0.0014460154241645244,0
[0.59 4.   2.24],7967,743,4628,2596,3,1,1,1,8,7,8,0.0008786243253420358,0.001004142086105184,2
[0.59 4.   4.  ],10322,708,4732,4882,4,1,1,2,10,9,10,0.0008719240457275723,0.000968804495252858,2
[2.24 0.59 0.59],4170,2749,750,671,3,1,1,1,8,6,6,0.0014388489208633096,0.0014388489208633096,0
[2.24 0.59 2.24],6145,2717,740,2688,3,1,1,1,8,7,9,0.0011391375101708705,0.0014646053702196907,2
[2.24 0.59 4.  ],7942,2525,703,4714,4,1,1,2,10,10,11,0.0012591286829513975,0.0013850415512465374,3
[2.24 2.24 0.59],6033,2693,2636,704,3,1,1,1,8,7,7,0.0011602850986242336,0.0011602850986242336,1
[2.24 2.24 2.24],8001,2679,2685,2637,3,1,1,1,8,7,8,0.0008748906386701663,0.000999875015623047,2
[2.24 2.24 4.  ],10255,2643,2768,4844,6,2,1,3,15,15,19,0.0014627011214041932,0.0018527547537786448,3
[2.24 4.   0.59],8170,2640,4799,731,2,1,0,1,5,5,5,0.0006119951040391675,0.0006119951040391675,3
[2.24 4.   2.24],10153,2699,4784,2670,4,1,2,1,11,10,10,0.0009849305623953512,0.0009849305623953512,1
[2.24 4.   4.  ],12303,2743,4784,4776,4,1,1,2,10,10,15,0.0008128098837681866,0.00121921482565228,3
[4.   0.59 0.59],6186,4780,715,691,4,2,1,1,11,10,13,0.0016165535079211122,0.002101519560297445,1
[4.   0.59 2.24],8182,4804,685,2693,5,3,1,1,14,12,16,0.0014666340747983375,0.001955512099731117,2
[4.   0.59 4.  ],10310,4899,701,4710,6,2,1,3,15,13,19,0.0012609117361784676,0.001842870999030068,2
[4.   2.24 0.59],8212,4849,2662,701,5,3,1,1,14,12,16,0.0014612761811982466,0.001948368241597662,2
[4.   2.24 2.24],10121,4812,2672,2637,5,3,1,1,14,14,18,0.0013832625234660608,0.0017784803873135066,3
[4.   2.24 4.  ],12261,4901,2684,4676,6,3,1,2,16,14,19,0.0011418318244841366,0.0015496289046570426,2
[4.   4.   0.59],10492,4873,4894,725,4,2,1,1,11,11,17,0.0010484178421654594,0.0016202821197102554,1
[4.   4.   2.24],12221,4795,4791,2635,4,2,1,1,11,11,19,0.0009000900090009,0.0015547009246379185,3
[4 4 4],14425,4879,4805,4741,6,3,1,2,16,14,24,0.0009705372616984402,0.0016637781629116118,2
[0.59 0.59 0.59],2011,701,692,618,3,1,1,1,8,6,6,0.0029835902536051715,0.0029835902536051715,0
[0.59 0.59 2.24],4078,720,676,2682,3,1,1,1,8,7,7,0.0017165277096615988,0.0017165277096615988,2
[0.59 0.59 4.  ],6270,704,694,4872,4,1,1,2,10,9,10,0.001435406698564593,0.001594896331738437,2
[0.59 2.24 0.59],4158,704,2744,710,3,1,1,1,8,6,6,0.001443001443001443,0.001443001443001443,0
[0.59 2.24 2.24],6009,650,2657,2702,4,1,1,2,10,9,10,0.0014977533699450825,0.0016641704110500915,2
[0.59 2.24 4.  ],8281,645,2698,4938,5,1,1,3,12,11,13,0.001328341987682647,0.0015698587127158554,2
[0.59 4.   0.59],6222,696,4798,728,3,1,1,1,8,8,12,0.0012857602057216328,0.0019286403085824492,1
[0.59 4.   2.24],8117,714,4786,2617,4,1,1,2,10,10,16,0.0012319822594554636,0.001971171615128742,3
[0.59 4.   4.  ],10298,721,4835,4742,4,1,1,2,10,9,10,0.0008739561079821324,0.0009710623422023694,2
[2.24 0.59 0.59],4128,2745,693,690,3,1,1,1,8,6,6,0.0014534883720930232,0.0014534883720930232,0
[2.24 0.59 2.24],6095,2709,667,2719,4,1,1,2,10,10,11,0.0016406890894175555,0.001804757998359311,3
[2.24 0.59 4.  ],8241,2683,699,4859,4,1,1,2,10,9,11,0.0010921004732435383,0.001334789467297658,2
[2.24 2.24 0.59],6103,2660,2772,671,3,1,1,1,8,7,7,0.0011469768966082257,0.0011469768966082257,2
[2.24 2.24 2.24],8086,2755,2672,2659,3,1,1,1,8,7,8,0.0008656937917388077,0.0009893643334157804,2
[2.24 2.24 4.  ],10080,2676,2696,4708,7,3,1,3,18,15,19,0.001488095238095238,0.0018849206349206352,2
[2.24 4.   0.59],8048,2620,4726,702,4,2,1,1,11,9,12,0.001118290258449304,0.0014910536779324055,2
[2.24 4.   2.24],10120,2692,4764,2664,3,1,1,1,8,8,12,0.000790513833992095,0.0011857707509881426,3
[2.24 4.   4.  ],12253,2660,4706,4887,6,2,2,2,16,16,27,0.001305802660572921,0.002203541989716804,3
[4.   0.59 0.59],6245,4803,706,736,3,1,1,1,8,6,7,0.0009607686148919136,0.0011208967173738991,0
[4.   0.59 2.24],8185,4725,717,2743,4,2,1,1,11,11,13,0.0013439218081857055,0.001588271227855834,3
[4.   0.59 4.  ],10369,4794,684,4891,5,2,1,2,13,13,18,0.0012537371009740572,0.0017359436782717714,3
[4.   2.24 0.59],8340,4825,2770,745,5,3,1,1,14,11,15,0.0013189448441247005,0.0017985611510791368,0
[4.   2.24 2.24],10231,4801,2740,2690,5,3,1,1,14,12,17,0.0011729058743035873,0.001661616655263415,2
[4.   2.24 4.  ],12257,4711,2746,4800,5,2,1,2,13,13,17,0.001060618422126132,0.0013869625520110955,3
[4.   4.   0.59],10302,4792,4812,698,4,2,1,1,11,11,14,0.00106775383420695,0.0013589594253543,3
[4.   4.   2.24],12504,4775,4911,2818,6,2,2,2,16,14,24,0.0011196417146513116,0.001919385796545105,1
[4 4 4],14526,4747,4860,4919,7,3,1,3,18,16,22,0.0011014732204323284,0.001514525678094451,2
[0.59 0.59 0.59],2075,721,700,654,3,1,1,1,8,6,6,0.002891566265060241,0.002891566265060241,0
[0.59 0.59 2.24],4292,744,787,2761,3,1,1,1,8,7,7,0.0016309412861137,0.0016309412861137,2
[0.59 0.59 4.  ],6129,684,695,4750,4,1,1,2,10,9,10,0.0014684287812041115,0.0016315875346712351,2
[0.59 2.24 0.59],4076,696,2700,680,3,1,1,1,8,6,6,0.0014720314033366045,0.0014720314033366045,0
[0.59 2.24 2.24],5973,728,2590,2655,3,1,1,1,8,7,7,0.0011719403984597355,0.0011719403984597355,2
[0.59 2.24 4.  ],8107,710,2604,4793,4,1,1,2,10,9,11,0.001110151720735167,0.0013568521031207595,2
[0.59 4.   0.59],6183,726,4761,696,3,1,0,2,7,7,7,0.0011321365033155426,0.0011321365033155426,1
[0.59 4.   2.24],8128,720,4779,2629,4,2,1,1,11,8,12,0.000984251968503937,0.0014763779527559055,0
[0.59 4.   4.  ],10292,719,4811,4762,6,1,2,3,15,13,22,0.0012631169840652931,0.002137582588418189,2
[2.24 0.59 0.59],4116,2678,692,746,3,1,1,1,8,7,7,0.0017006802721088435,0.0017006802721088435,1
[2.24 0.59 2.24],6176,2731,694,2751,3,1,1,1,8,8,8,0.0012953367875647669,0.0012953367875647669,3
[2.24 0.59 4.  ],8168,2649,692,4827,6,2,1,3,15,15,19,0.0018364348677766896,0.0023261508325171398,3
[2.24 2.24 0.59],6109,2736,2665,708,3,1,1,1,8,7,7,0.0011458503846783431,0.0011458503846783431,2
[2.24 2.24 2.24],8153,2710,2799,2644,3,1,1,1,8,8,8,0.0009812339016313013,0.0009812339016313013,3
[2.24 2.24 4.  ],10143,2674,2739,4730,4,1,1,2,10,9,11,0.0008873114463176574,0.0010844917677215813,2
[2.24 4.   0.59],8211,2755,4792,664,4,1,1,2,10,9,10,0.0010960906101571063,0.001217878455730118,1
[2.24 4.   2.24],10197,2701,4777,2719,4,1,1,2,10,9,15,0.0008826125330979699,0.0014710208884966167,1
[2.24 4.   4.  ],12271,2663,4852,4756,4,1,1,2,10,10,13,0.0008149295085975063,0.0010594083611767582,3
[4.   0.59 0.59],6203,4819,708,676,4,2,1,1,11,10,12,0.0016121231662098985,0.0019345477994518786,2
[4.   0.59 2.24],8178,4795,710,2673,3,2,0,1,8,8,10,0.0009782342871117633,0.0012227928588897038,2
[4.   0.59 4.  ],10332,4749,747,4836,6,2,1,3,15,13,20,0.0012582268679829653,0.001935733643050716,2
[4.   2.24 0.59],8140,4799,2641,700,4,2,1,1,11,11,15,0.0013513513513513516,0.0018427518427518426,3
[4.   2.24 2.24],10259,4914,2661,2684,4,2,1,1,11,11,13,0.0010722292621113169,0.0012671800370406474,3
[4.   2.24 4.  ],12252,4853,2649,4750,5,2,1,2,13,11,14,0.0008978126020241594,0.0011426705843943846,2
[4.   4.   0.59],10393,4874,4826,693,4,2,1,1,11,11,13,0.0010584046954681032,0.0012508419128259404,3
[4.   4.   2.24],12379,4796,4860,2723,6,3,2,1,17,12,17,0.0009693836335729864,0.0013732934808950645,0
[4 4 4],14604,4822,4929,4853,6,3,1,2,16,14,22,0.000958641468090934,0.0015064365927143248,0
[0.59 0.59 0.59],2100,723,668,709,3,1,1,1,8,6,6,0.002857142857142857,0.002857142857142857,0
[0.59 0.59 2.24],4098,690,733,2675,3,1,1,1,8,7,7,0.001708150317227916,0.001708150317227916,2
[0.59 0.59 4.  ],6238,718,780,4740,3,1,0,2,7,7,8,0.0011221545367104842,0.0012824623276691247,2
[0.59 2.24 0.59],3995,690,2635,670,3,1,1,1,8,7,7,0.0017521902377972466,0.0017521902377972466,2
[0.59 2.24 2.24],5988,740,2579,2669,3,1,1,1,8,7,7,0.0011690046760187039,0.0011690046760187039,2
[0.59 2.24 4.  ],8071,673,2727,4671,4,1,1,2,10,9,10,0.0011151034568207161,0.0012390038409119068,2
[0.59 4.   0.59],6279,713,4853,713,3,1,1,1,8,7,8,0.0011148272017837237,0.0012740882306099695,2
[0.59 4.   2.24],8263,695,4810,2758,3,1,1,1,8,7,7,0.0008471499455403607,0.0008471499455403607,2
[0.59 4.   4.  ],10489,736,4961,4792,4,1,1,2,10,9,13,0.0008580417580322243,0.0012393936504909904,2
[2.24 0.59 0.59],4160,2734,696,730,3,1,1,1,8,7,7,0.0016826923076923078,0.0016826923076923078,1
[2.24 0.59 2.24],5861,2629,663,2569,4,2,1,1,11,9,11,0.0015355741341068075,0.001876812830574987,2
[2.24 0.59 4.  ],8023,2640,712,4671,5,2,1,2,13,11,14,0.0013710582076529975,0.0017449831733765426,2
[2.24 2.24 0.59],6030,2651,2653,726,4,2,1,1,11,9,12,0.0014925373134328358,0.001990049751243781,2
[2.24 2.24 2.24],7836,2616,2618,2602,5,2,1,2,13,10,15,0.0012761613067891779,0.0019142419601837677,0
[2.24 2.24 4.  ],10127,2696,2624,4807,5,1,1,3,12,12,14,0.0011849511207662686,0.0013824429742273132,3
[2.24 4.   0.59],8298,2726,4828,744,3,1,1,1,8,8,8,0.0009640877319836103,0.0009640877319836103,3
[2.24 4.   2.24],10091,2661,4727,2703,5,2,1,2,13,11,14,0.0010900802695471214,0.0013873748885145178,2
[2.24 4.   4.  ],12183,2707,4702,4774,5,1,2,2,13,13,21,0.0010670606582943443,0.0017237133710908644,3
[4.   0.59 0.59],6245,4818,697,730,5,3,1,1,14,10,12,0.0016012810248198556,0.001921537229783827,0
[4.   0.59 2.24],8262,4860,706,2696,5,3,1,1,14,11,18,0.0013313967562333575,0.002178649237472767,2
[4.   0.59 4.  ],10370,4885,709,4776,5,2,1,2,13,13,16,0.001253616200578592,0.0015429122468659595,3
[4.   2.24 0.59],8351,4874,2722,755,4,2,1,1,11,10,12,0.0011974613818704347,0.0014369536582445215,1
[4.   2.24 2.24],10212,4803,2673,2736,6,3,1,2,16,12,18,0.0011750881316098707,0.0017626321974148062,0
[4.   2.24 4.  ],12407,4860,2685,4862,6,3,1,2,16,16,21,0.0012895945837027485,0.0016925928911098573,3
[4.   4.   0.59],10493,4888,4895,710,4,2,1,1,11,10,13,0.0009530162965786713,0.001238921185552273,1
[4.   4.   2.24],12360,4902,4793,2665,4,2,1,1,11,11,19,0.0008899676375404531,0.0015372168284789644,3
[4 4 4],14525,4852,4795,4878,6,3,1,2,16,16,27,0.0011015490533562823,0.0018588640275387265,3
[0.59 0.59 0.59],2133,720,679,734,3,1,1,1,8,6,6,0.002812939521800281,0.002812939521800281,0
[0.59 0.59 2.24],4136,735,730,2671,3,1,1,1,8,7,7,0.0016924564796905225,0.0016924564796905225,2
[0.59 0.59 4.  ],6378,716,717,4945,5,1,1,3,12,11,13,0.001724678582627783,0.0020382565067419253,2
[0.59 2.24 0.59],4076,724,2630,722,2,1,0,1,5,5,5,0.0012266928361138374,0.0012266928361138374,2
[0.59 2.24 2.24],6143,666,2666,2811,4,1,1,2,10,9,10,0.001465082207390526,0.0016278691193228065,2
[0.59 2.24 4.  ],8111,700,2631,4780,4,1,1,2,10,9,10,0.0011096042411539882,0.0012328936012822097,2
[0.59 4.   0.59],6380,754,4899,727,3,1,1,1,8,8,9,0.0012539184952978055,0.0014106583072100312,1
[0.59 4.   2.24],8313,733,4873,2707,5,1,2,2,13,11,12,0.001323228677974257,0.001443522194153735,1
[0.59 4.   4.  ],10221,724,4756,4741,4,1,1,2,10,9,12,0.0008805400645729381,0.001174053419430584,2
[2.24 0.59 0.59],4131,2729,695,707,3,1,1,1,8,7,7,0.0016945049624788188,0.0016945049624788188,1
[2.24 0.59 2.24],6014,2607,675,2732,4,2,1,1,11,10,11,0.0016627868307283007,0.001829065513801131,2
[2.24 0.59 4.  ],8281,2703,748,4830,5,1,1,3,12,12,14,0.0014491003501992516,0.0016906170752324595,3
[2.24 2.24 0.59],6135,2644,2732,759,3,1,1,1,8,8,8,0.0013039934800326,0.0013039934800326,3
[2.24 2.24 2.24],8176,2738,2747,2691,3,1,1,1,8,8,9,0.0009784735812133072,0.0011007827788649708,3
[2.24 2.24 4.  ],10087,2709,2712,4666,4,1,1,2,10,10,11,0.000991375037176564,0.0010905125408942203,1
[2.24 4.   0.59],8123,2643,4801,679,5,2,1,2,13,10,16,0.0012310722639418935,0.0019697156223070296,0
[2.24 4.   2.24],10209,2741,4680,2788,3,1,1,1,8,8,10,0.0007836222940542657,0.0009795278675678322,1
[2.24 4.   4.  ],12362,2744,4800,4818,5,1,2,2,13,13,21,0.0010516097718815726,0.0016987542468856172,3
[4.   0.59 0.59],6116,4704,727,685,3,2,0,1,8,8,10,0.0013080444735120995,0.0016350555918901242,3
[4.   0.59 2.24],8249,4877,709,2663,5,3,1,1,14,12,16,0.0014547217844587226,0.0019396290459449633,2
[4.   0.59 4.  ],10341,4846,708,4787,6,3,1,2,16,14,20,0.0013538342520065755,0.0019340489314379652,2
[4.   2.24 0.59],8231,4922,2627,682,4,2,1,1,11,11,13,0.001336411128659944,0.0015793949702344796,3
[4.   2.24 2.24],10114,4661,2772,2681,4,2,1,1,11,11,13,0.0010876013446707534,0.0012853470437017994,3
[4.   2.24 4.  ],12448,4790,2708,4950,5,2,1,2,13,11,17,0.0008836760925449871,0.001365681233933162,2
[4.   4.   0.59],10201,4668,4851,682,4,2,1,1,11,11,14,0.0010783256543476132,0.0013724144691696892,3
[4.   4.   2.24],12344,4790,4839,2715,5,2,1,2,13,13,18,0.0010531432274789368,0.0014581983149708358,3
[4 4 4],14438,4961,4703,4774,7,4,1,2,19,16,24,0.0011081867294639148,0.0016622800941958722,2
[0.59 0.59 0.59],2100,678,713,709,3,1,1,1,8,6,6,0.002857142857142857,0.002857142857142857,0
[0.59 0.59 2.24],4181,720,726,2735,4,1,1,2,10,9,10,0.0021525950729490554,0.0023917723032767283,2
[0.59 0.59 4.  ],6122,679,691,4752,4,1,1,2,10,9,10,0.0014701078079059132,0.001633453119895459,2
[0.59 2.24 0.59],4124,735,2685,704,3,1,1,1,8,6,7,0.001454898157129001,0.0016973811833171678,0
[0.59 2.24 2.24],5868,725,2554,2589,3,1,1,1,8,7,8,0.0011929107021131562,0.00136332651670075,2
[0.59 2.24 4.  ],8402,711,2728,4963,4,1,1,2,10,9,10,0.001071173530111878,0.0011901928112354198,2
[0.59 4.   0.59],6441,718,5009,714,3,1,1,1,8,8,9,0.0012420431609998447,0.0013972985561248256,1
[0.59 4.   2.24],8312,692,4851,2769,3,1,1,1,8,7,8,0.0008421559191530317,0.0009624639076034648,2
[0.59 4.   4.  ],10110,748,4626,4736,5,1,1,3,12,12,14,0.0011869436201780415,0.0013847675568743815,3
[2.24 0.59 0.59],4053,2660,678,715,3,1,1,1,8,6,7,0.0014803849000740194,0.0017271157167530224,0
[2.24 0.59 2.24],6082,2675,727,2680,5,3,1,1,14,11,12,0.001808615586977968,0.0019730351857941467,2
[2.24 0.59 4.  ],8136,2698,703,4735,4,1,1,2,10,9,11,0.0011061946902654867,0.001352015732546706,2
[2.24 2.24 0.59],6019,2647,2662,710,4,2,1,1,11,8,9,0.0013291244392756273,0.0014952649941850807,0
[2.24 2.24 2.24],8063,2631,2729,2703,5,2,1,2,13,10,12,0.0012402331638348009,0.0014882797966017612,0
[2.24 2.24 4.  ],10222,2618,2674,4930,6,2,1,3,15,13,17,0.0012717667775386419,0.0016630796321659169,2
[2.24 4.   0.59],8167,2647,4773,747,4,2,1,1,11,9,16,0.001101995836904616,0.001959103710052651,2
[2.24 4.   2.24],10144,2727,4744,2673,3,1,1,1,8,8,9,0.0007886435331230284,0.0008872239747634071,3
[2.24 4.   4.  ],12143,2602,4740,4801,6,2,1,3,15,13,17,0.0010705756402865849,0.001399983529605534,2
[4.   0.59 0.59],6196,4780,726,690,4,2,1,1,11,8,12,0.0012911555842479018,0.0019367333763718531,0
[4.   0.59 2.24],8122,4741,703,2678,4,2,1,1,11,9,11,0.001108101452844127,0.0013543462201428221,2
[4.   0.59 4.  ],10320,4805,730,4785,6,3,1,2,16,13,19,0.00125968992248062,0.0018410852713178292,2
[4.   2.24 0.59],8187,4745,2712,730,4,2,1,1,11,10,12,0.0012214486380847686,0.0014657383657017222,1
[4.   2.24 2.24],10171,4819,2662,2690,5,3,1,1,14,12,16,0.0011798249926260938,0.0015730999901681251,2
[4.   2.24 4.  ],12233,4734,2670,4829,6,2,1,3,15,15,19,0.0012261914493582932,0.0015531758358538381,3
[4.   4.   0.59],10308,4843,4774,691,4,2,1,1,11,11,17,0.0010671323244082266,0.0016492045013581686,3
