rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
[8.09 2.42 2.42],15490,9688,2908,2894,15,10,2,3,42,36,41,0.0023240800516462234,0.002646868947708199,2
[8.92 2.67 2.67],17075,10691,3163,3221,16,11,2,3,45,38,44,0.002225475841874085,0.002576866764275256,2
[0.59  0.177 0.177],1138,704,210,224,3,1,1,1,8,6,6,0.005272407732864675,0.005272407732864675,0
[2.24  0.672 0.672],4266,2655,806,805,5,3,1,1,14,11,11,0.0025785278949835913,0.0025785278949835913,0
[4.  1.2 1.2],7604,4719,1416,1469,7,4,1,2,19,16,17,0.0021041557075223566,0.002235665439242504,0
[6.79 2.03 2.03],13052,8154,2480,2418,12,8,1,3,33,27,33,0.002068648482991113,0.0025283481458780264,0
[7.11 2.13 2.13],13580,8518,2537,2525,13,9,1,3,36,32,35,0.0023564064801178198,0.002577319587628866,2
[8.09 2.42 2.42],15528,9758,2891,2879,14,10,1,3,39,33,38,0.002125193199381762,0.0024471921689850594,2
[8.92 2.67 2.67],17288,10837,3251,3200,16,11,2,3,45,38,45,0.002198056455344748,0.0026029615918556227,2
[0.59  0.177 0.177],1170,758,203,209,3,1,1,1,8,6,6,0.005128205128205128,0.005128205128205128,0
[2.24  0.672 0.672],4248,2642,782,824,4,2,1,1,11,10,11,0.002354048964218456,0.002589453860640301,2
[4.  1.2 1.2],7629,4842,1416,1371,7,5,1,1,20,16,20,0.002097260453532573,0.0026215755669157163,0
[6.79 2.03 2.03],12846,8112,2304,2430,11,8,1,2,31,27,31,0.0021018215787015414,0.0024132025533239922,2
[7.11 2.13 2.13],13793,8559,2633,2601,12,8,1,3,33,29,33,0.0021025157688682665,0.0023925179438845797,2
[8.09 2.42 2.42],15455,9612,2962,2881,15,10,2,3,42,36,42,0.002329343254610159,0.0027175671303785185,2
[8.92 2.67 2.67],17022,10620,3184,3218,16,10,2,4,44,37,44,0.0021736576195511693,0.002584890142168958,2
[0.59  0.177 0.177],1099,644,230,225,3,1,1,1,8,6,6,0.00545950864422202,0.00545950864422202,0
[2.24  0.672 0.672],4412,2669,838,905,4,2,1,1,11,11,12,0.002493200362647325,0.002719854941069809,3
[4.  1.2 1.2],7672,4814,1412,1446,6,4,1,1,17,15,17,0.0019551616266944736,0.0022158498435870693,0
[6.79 2.03 2.03],13070,8224,2484,2362,12,8,1,3,33,29,33,0.002218821729150727,0.0025248661055853093,2
[7.11 2.13 2.13],13798,8567,2641,2590,12,9,1,2,34,30,34,0.0021742281490071025,0.002464125235541383,2
[8.09 2.42 2.42],15511,9710,2914,2887,14,10,1,3,39,33,41,0.002127522403455612,0.0026432854103539427,0
[8.92 2.67 2.67],16849,10439,3185,3225,15,11,1,3,42,36,42,0.0021366253190100303,0.0024927295388450354,2
[0.59  0.177 0.177],1146,698,219,229,3,1,1,1,8,6,6,0.005235602094240838,0.005235602094240838,0
[2.24  0.672 0.672],4288,2722,780,786,4,2,1,1,11,9,9,0.0020988805970149254,0.0020988805970149254,0
[4.  1.2 1.2],7704,4782,1499,1423,7,5,1,1,20,17,20,0.0022066458982346834,0.002596053997923157,2
[6.79 2.03 2.03],12953,8175,2353,2425,12,8,1,3,33,29,33,0.002238863583725778,0.0025476723538948504,2
[7.11 2.13 2.13],13601,8363,2608,2630,12,8,2,2,34,28,34,0.002058672156459084,0.0024998161899860306,2
[8.09 2.42 2.42],15589,9715,2846,3028,14,10,1,3,39,34,39,0.0021810250817884407,0.0025017640644043877,2
[8.92 2.67 2.67],17288,10770,3308,3210,16,11,2,3,45,39,46,0.002255900046274873,0.0026608051827857475,2
[0.59  0.177 0.177],1134,715,216,203,3,1,1,1,8,6,6,0.005291005291005291,0.005291005291005291,0
[2.24  0.672 0.672],4375,2740,844,791,4,2,1,1,11,10,11,0.002285714285714286,0.002514285714285714,0
[4.  1.2 1.2],7585,4729,1399,1457,7,5,0,2,19,17,18,0.0022412656558998025,0.0023731048121292024,0
[6.79 2.03 2.03],13044,8155,2429,2460,12,8,1,3,33,28,34,0.0021465808034345293,0.0026065624041705,0
[7.11 2.13 2.13],13826,8602,2601,2623,14,9,2,3,39,33,38,0.002386807464197888,0.002748444958773325,2
[8.09 2.42 2.42],15524,9697,2929,2898,12,9,1,2,34,34,35,0.00219015717598557,0.0022545735635145577,3
[8.92 2.67 2.67],17237,10702,3277,3258,16,11,2,3,45,38,45,0.002204559958229391,0.002610663108429541,2
[0.59  0.177 0.177],1115,696,213,206,3,1,1,1,8,6,6,0.0053811659192825115,0.0053811659192825115,0
[2.24  0.672 0.672],4330,2711,826,793,4,3,0,1,11,10,10,0.002309468822170901,0.002309468822170901,0
[4.  1.2 1.2],7578,4675,1452,1451,7,4,1,2,19,17,20,0.0022433359725521247,0.002639218791237793,2
[6.79 2.03 2.03],13028,8142,2440,2446,11,8,1,2,31,27,32,0.002072459318391157,0.0024562480810561872,0
[7.11 2.13 2.13],13485,8305,2610,2570,13,8,2,3,36,30,39,0.002224694104560623,0.002892102335928809,0
[8.09 2.42 2.42],15589,9780,2884,2925,13,9,1,3,36,36,37,0.0023093206748348192,0.002373468471358009,3
[8.92 2.67 2.67],17249,10772,3230,3247,15,10,2,3,42,36,43,0.002087077511739811,0.002492898139022552,2
[0.59  0.177 0.177],1213,763,213,237,3,1,1,1,8,6,6,0.00494641384995878,0.00494641384995878,0
[2.24  0.672 0.672],4362,2729,822,811,5,3,1,1,14,11,12,0.0025217790004585052,0.002751031636863824,0
[4.  1.2 1.2],7633,4789,1418,1426,6,4,1,1,17,16,18,0.002096161404428141,0.0023581815799816586,1
[6.79 2.03 2.03],12909,8132,2361,2416,12,8,1,3,33,29,33,0.002246494693624603,0.002556356030676273,2
[7.11 2.13 2.13],13538,8438,2582,2518,13,9,1,3,36,31,36,0.0022898507903678536,0.0026591815630078296,2
[8.09 2.42 2.42],15557,9712,2908,2937,14,10,1,3,39,33,40,0.0021212315999228643,0.0025711898180883204,0
[8.92 2.67 2.67],17203,10833,3187,3183,15,11,1,3,42,36,42,0.002092658257280707,0.002441434633494158,2
[0.59  0.177 0.177],1208,781,207,220,3,1,1,1,8,6,6,0.004966887417218543,0.004966887417218543,0
[2.24  0.672 0.672],4370,2662,865,843,4,2,1,1,11,10,12,0.0022883295194508014,0.002745995423340961,2
[4.  1.2 1.2],7611,4797,1426,1388,6,4,1,1,17,14,18,0.0018394429115753516,0.002364998029168309,0
[6.79 2.03 2.03],12955,8119,2490,2346,11,8,1,2,31,26,31,0.0020069471246622925,0.002392898494789657,2
[7.11 2.13 2.13],13718,8577,2551,2590,12,8,2,2,34,34,36,0.0024784954074938037,0.0026242892549934393,3
[8.09 2.42 2.42],15520,9670,2979,2871,14,10,1,3,39,33,39,0.0021262886597938143,0.0025128865979381445,2
[8.92 2.67 2.67],17094,10739,3181,3174,14,10,1,3,39,34,39,0.001989001989001989,0.002281502281502281,2
[0.59  0.177 0.177],1180,765,231,184,3,1,1,1,8,6,6,0.005084745762711864,0.005084745762711864,0
[2.24  0.672 0.672],4299,2642,809,848,5,3,1,1,14,12,13,0.002791346824842986,0.003023959060246569,2
[4.  1.2 1.2],7577,4679,1481,1417,7,4,1,2,19,18,20,0.0023756103998944173,0.002639567110993797,1
[6.79 2.03 2.03],12908,8098,2426,2384,11,8,1,2,31,26,31,0.002014254725751472,0.002401611403780601,2
[7.11 2.13 2.13],13797,8554,2649,2594,13,9,2,2,37,31,37,0.0022468652605638906,0.002681742407769805,2
[8.09 2.42 2.42],15431,9621,2801,3009,13,9,1,3,36,30,37,0.001944138422655693,0.002397770721275355,0
[8.92 2.67 2.67],17093,10685,3245,3163,15,10,1,4,41,35,41,0.002047621833499093,0.002398642719241795,2
[0.59  0.177 0.177],1080,653,199,228,3,1,1,1,8,6,6,0.005555555555555557,0.005555555555555557,0
[2.24  0.672 0.672],4315,2753,806,756,4,3,0,1,11,10,10,0.002317497103128621,0.002317497103128621,0
[4.  1.2 1.2],7655,4695,1475,1485,6,4,1,1,17,17,18,0.0022207707380796863,0.0023514043109079032,1
[6.79 2.03 2.03],13122,8219,2456,2447,11,8,1,2,31,26,32,0.001981405273586344,0.002438652644413961,0
[7.11 2.13 2.13],13661,8577,2511,2573,12,8,1,3,33,33,34,0.0024156357514091213,0.002488836834785155,3
[8.09 2.42 2.42],15324,9523,2884,2917,14,10,1,3,39,34,39,0.002218741842860872,0.002545027407987471,2
[8.92 2.67 2.67],16772,10534,3031,3207,15,10,1,4,41,36,41,0.002146434533746721,0.0024445504412115428,2
[0.59  0.177 0.177],1168,730,215,223,1,1,0,0,3,3,3,0.002568493150684932,0.002568493150684932,0
[2.24  0.672 0.672],4235,2645,780,810,4,2,1,1,11,10,11,0.002361275088547816,0.002597402597402597,2
[4.  1.2 1.2],7520,4699,1472,1349,7,4,1,2,19,16,19,0.002127659574468085,0.0025265957446808512,2
[6.79 2.03 2.03],13018,8263,2375,2380,10,7,1,2,28,24,28,0.0018436011676140726,0.002150868028883085,2
[7.11 2.13 2.13],13691,8563,2631,2497,11,8,1,2,31,27,31,0.001972098458841575,0.0022642611934847712,2
[8.09 2.42 2.42],15668,9715,2918,3035,13,9,1,3,36,31,36,0.001978555016594333,0.002297676793464386,2
[8.92 2.67 2.67],16802,10607,3029,3166,16,11,2,3,45,39,45,0.0023211522437805022,0.0026782525889775025,2
[0.59  0.177 0.177],1177,734,220,223,2,0,1,1,5,4,4,0.0033984706881903144,0.0033984706881903144,0
[2.24  0.672 0.672],4214,2578,839,797,4,2,1,1,11,10,11,0.0023730422401518746,0.0026103464641670624,0
[4.  1.2 1.2],7801,4869,1448,1484,7,5,1,1,20,17,19,0.0021792077938725804,0.002435585181387002,0
[6.79 2.03 2.03],13223,8206,2493,2524,12,8,1,3,33,28,32,0.002117522498676549,0.0024200257127731982,2
[7.11 2.13 2.13],13584,8495,2514,2575,13,8,2,3,36,31,37,0.0022820965842167253,0.0027237926972909303,2
[8.09 2.42 2.42],15708,9850,2955,2903,15,10,2,3,42,40,44,0.002546473134708429,0.0028011204481792717,1
[8.92 2.67 2.67],16894,10679,3119,3096,16,11,2,3,45,38,44,0.0022493192849532377,0.002604474961524802,2
[0.59  0.177 0.177],1119,687,201,231,1,0,0,1,2,2,2,0.0017873100983020554,0.0017873100983020554,0
[2.24  0.672 0.672],4427,2753,826,848,5,3,1,1,14,11,12,0.002484752654167608,0.0027106392590919358,0
[4.  1.2 1.2],7784,4952,1445,1387,6,4,1,1,17,14,17,0.0017985611510791368,0.0021839671120246662,2
[6.79 2.03 2.03],12883,8134,2327,2422,12,8,1,3,33,29,33,0.0022510284871536134,0.0025615151750368703,2
[7.11 2.13 2.13],13702,8552,2600,2550,11,8,1,2,31,27,31,0.001970515253247701,0.0022624434389140274,2
[8.09 2.42 2.42],15334,9604,2841,2889,14,10,1,3,39,34,39,0.0022172949002217295,0.002543367679666101,2
[8.92 2.67 2.67],17243,10662,3245,3336,14,10,1,3,39,39,40,0.002261787391985153,0.002319781940497593,3
[0.59  0.177 0.177],1118,708,194,216,2,1,0,1,5,5,5,0.004472271914132379,0.004472271914132379,0
[2.24  0.672 0.672],4264,2664,832,768,4,2,1,1,11,10,10,0.002345215759849907,0.002345215759849907,1
[4.  1.2 1.2],7663,4803,1396,1464,6,4,1,1,17,13,16,0.0016964635260341902,0.002087955108965157,0
[6.79 2.03 2.03],13015,8041,2445,2529,13,8,2,3,36,32,37,0.0024587014982712253,0.002842873607376105,2
[7.11 2.13 2.13],13695,8472,2601,2622,12,8,2,2,34,28,35,0.002044541803577948,0.002555677254472435,0
[8.09 2.42 2.42],15677,9795,2912,2970,15,10,2,3,42,37,41,0.0023601454359890284,0.002615296293933789,2
[8.92 2.67 2.67],17080,10734,3165,3181,16,11,2,3,45,38,45,0.0022248243559718967,0.0026346604215456678,2
[0.59  0.177 0.177],1158,739,202,217,2,1,1,0,6,5,5,0.004317789291882556,0.004317789291882556,0
[2.24  0.672 0.672],4310,2727,811,772,5,3,1,1,14,13,14,0.0030162412993039447,0.003248259860788863,2
[4.  1.2 1.2],7736,4851,1403,1482,7,5,1,1,20,17,20,0.0021975180972078593,0.0025853154084798345,0
[6.79 2.03 2.03],13059,8092,2483,2484,11,8,1,2,31,27,31,0.0020675396278428673,0.0023738417949306988,2
[7.11 2.13 2.13],13715,8529,2548,2638,13,9,2,2,37,32,37,0.0023332118118847976,0.0026977761574917968,2
[8.09 2.42 2.42],15500,9662,2863,2975,14,9,2,3,39,31,40,0.002,0.0025806451612903226,0
[8.92 2.67 2.67],16964,10626,3128,3210,15,10,1,4,41,34,44,0.00200424428200896,0.0025937278943645365,0
[0.59  0.177 0.177],1136,695,210,231,3,1,1,1,8,6,6,0.00528169014084507,0.00528169014084507,0
[2.24  0.672 0.672],4252,2640,796,816,4,2,1,1,11,9,11,0.0021166509877704608,0.002587017873941675,2
[4.  1.2 1.2],7675,4741,1451,1483,7,4,1,2,19,16,19,0.002084690553745928,0.00247557003257329,2
[6.79 2.03 2.03],13085,8204,2446,2435,10,7,1,2,28,24,28,0.0018341612533435234,0.002139854795567444,2
[7.11 2.13 2.13],13603,8549,2557,2497,13,9,2,2,37,30,36,0.002205395868558407,0.0026464750422700873,0
[8.09 2.42 2.42],15583,9728,2929,2926,14,10,1,3,39,33,38,0.002117692357055766,0.0024385548353975488,2
[8.92 2.67 2.67],17122,10770,3183,3169,16,11,2,3,45,38,44,0.0022193668963906084,0.002569793248452284,2
[0.59  0.177 0.177],1115,687,207,221,3,1,1,1,8,6,6,0.0053811659192825115,0.0053811659192825115,0
[2.24  0.672 0.672],4296,2676,826,794,4,2,1,1,11,10,10,0.0023277467411545625,0.0023277467411545625,1
[4.  1.2 1.2],7684,4854,1445,1385,7,5,1,1,20,17,20,0.0022123893805309734,0.0026028110359187927,2
[6.79 2.03 2.03],12868,8081,2363,2424,10,7,1,2,28,28,29,0.002175940317065589,0.0022536524712465033,3
[7.11 2.13 2.13],13735,8557,2606,2572,13,8,2,3,36,28,36,0.0020385875500546053,0.0026210411357844928,0
[8.09 2.42 2.42],15394,9641,2864,2889,13,9,1,3,36,31,36,0.0020137715993244123,0.002338573470183189,2
[8.92 2.67 2.67],16832,10514,3161,3157,16,11,2,3,45,37,45,0.00219819391634981,0.0026734790874524714,0
[0.59  0.177 0.177],1116,696,209,211,3,1,1,1,8,6,6,0.005376344086021507,0.005376344086021507,0
[2.24  0.672 0.672],4357,2763,785,809,4,2,1,1,11,10,12,0.0022951572182694515,0.0027541886619233424,1
[4.  1.2 1.2],7681,4770,1438,1473,7,4,1,2,19,16,19,0.0020830621012888945,0.0024736362452805623,2
[6.79 2.03 2.03],12958,8088,2443,2427,12,8,2,2,34,29,34,0.0022379996913103875,0.002623861707053557,2
[7.11 2.13 2.13],13814,8677,2626,2511,13,9,1,3,36,32,36,0.0023164905168669464,0.0026060518314753147,2
[8.09 2.42 2.42],15484,9695,2929,2860,14,9,2,3,39,37,41,0.002389563420304831,0.0026478946008783263,1
[8.92 2.67 2.67],17129,10746,3169,3214,16,11,2,3,45,38,45,0.0022184599217700976,0.0026271235915698524,2
[0.59  0.177 0.177],1142,710,209,223,3,1,1,1,8,6,6,0.005253940455341506,0.005253940455341506,0
[2.24  0.672 0.672],4373,2785,809,779,4,2,1,1,11,10,10,0.00228675966155957,0.00228675966155957,1
[4.  1.2 1.2],7722,4807,1480,1435,7,5,1,1,20,17,19,0.0022015022015022014,0.002460502460502461,0
[6.79 2.03 2.03],13071,8271,2400,2400,12,8,2,2,34,29,34,0.00221865197766047,0.002601178180705378,2
[7.11 2.13 2.13],13705,8428,2605,2672,13,8,2,3,36,29,37,0.002116016052535571,0.0026997446187522803,0
[8.09 2.42 2.42],15592,9778,2878,2936,13,9,1,3,36,36,37,0.002308876346844536,0.0023730118009235505,3
[8.92 2.67 2.67],17412,10932,3238,3242,15,11,1,3,42,36,41,0.0020675396278428673,0.0023546979094877093,2
