rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
3.0,95,201,114,535,0.5671641791044776,4.692982456140351,3
3.5,115,250,130,610,0.52,4.6923076923076925,3
4.0,141,303,165,775,0.5445544554455446,4.696969696969697,3
4.5,137,299,191,913,0.6387959866220736,4.780104712041885,3
5.0,142,279,178,837,0.6379928315412187,4.702247191011236,3
5.5,166,331,167,794,0.5045317220543807,4.754491017964072,1
6.0,173,356,205,976,0.5758426966292135,4.7609756097560965,3
0.5,15,30,13,37,0.43333333333333335,2.8461538461538463,2
1.0,44,82,31,125,0.3780487804878049,4.032258064516129,2
1.5,52,94,41,175,0.4361702127659575,4.2682926829268295,2
2.0,60,120,53,235,0.44166666666666665,4.433962264150943,3
2.5,83,171,84,383,0.4912280701754386,4.559523809523808,3
3.0,105,211,134,634,0.6350710900473934,4.731343283582089,3
3.5,117,232,102,469,0.4396551724137931,4.598039215686273,3
4.0,117,251,147,693,0.5856573705179283,4.714285714285714,3
4.5,128,249,132,624,0.5301204819277109,4.727272727272728,1
5.0,168,339,141,658,0.415929203539823,4.666666666666667,3
5.5,170,336,168,789,0.5,4.696428571428571,3
6.0,189,337,222,1065,0.658753709198813,4.797297297297297,3
0.5,13,24,7,8,0.2916666666666667,1.1428571428571428,2
1.0,34,64,29,120,0.453125,4.137931034482759,2
1.5,44,77,37,153,0.4805194805194805,4.135135135135135,2
2.0,57,118,69,311,0.5847457627118644,4.507246376811594,2
2.5,81,162,70,312,0.4320987654320987,4.457142857142856,3
3.0,73,136,67,301,0.4926470588235294,4.492537313432836,2
3.5,119,233,131,616,0.5622317596566524,4.702290076335878,3
4.0,115,257,119,552,0.463035019455253,4.6386554621848735,3
4.5,129,260,136,632,0.5230769230769231,4.647058823529412,3
5.0,134,261,155,732,0.5938697318007663,4.72258064516129,3
5.5,172,373,168,798,0.450402144772118,4.75,3
6.0,165,304,137,638,0.4506578947368421,4.656934306569343,3
0.5,8,20,13,44,0.65,3.3846153846153846,0
1.0,32,63,18,60,0.2857142857142857,3.333333333333333,2
1.5,42,86,26,98,0.3023255813953488,3.7692307692307687,3
2.0,63,125,65,293,0.52,4.5076923076923086,2
2.5,82,173,60,261,0.3468208092485549,4.35,3
3.0,75,142,50,214,0.35211267605633795,4.28,3
3.5,93,176,54,233,0.3068181818181818,4.314814814814815,3
4.0,144,302,163,775,0.5397350993377483,4.754601226993866,3
4.5,140,281,170,809,0.604982206405694,4.758823529411765,3
5.0,160,337,197,940,0.5845697329376854,4.771573604060913,3
5.5,175,384,224,1068,0.5833333333333334,4.767857142857143,3
6.0,184,390,219,1050,0.5615384615384615,4.794520547945205,3
0.5,16,27,13,39,0.4814814814814815,3.0,0
1.0,36,69,36,151,0.5217391304347826,4.194444444444445,2
1.5,45,93,29,115,0.3118279569892473,3.9655172413793114,2
2.0,55,109,52,229,0.4770642201834863,4.403846153846153,3
2.5,69,146,71,324,0.4863013698630137,4.563380281690142,2
3.0,88,181,99,457,0.5469613259668509,4.616161616161617,3
3.5,105,201,119,558,0.5920398009950248,4.689075630252101,3
4.0,126,241,91,410,0.3775933609958506,4.5054945054945055,3
4.5,146,263,118,546,0.44866920152091255,4.627118644067797,3
5.0,147,309,142,663,0.4595469255663429,4.669014084507042,3
5.5,163,335,142,669,0.42388059701492536,4.711267605633803,3
6.0,186,404,239,1146,0.5915841584158416,4.794979079497908,3
0.5,17,26,14,49,0.5384615384615384,3.5,2
1.0,28,54,23,85,0.4259259259259259,3.695652173913044,2
1.5,52,110,50,214,0.4545454545454545,4.28,3
2.0,53,116,55,248,0.4741379310344828,4.50909090909091,2
2.5,78,165,83,380,0.5030303030303029,4.578313253012048,3
3.0,99,189,82,374,0.4338624338624337,4.560975609756096,3
3.5,74,164,96,451,0.5853658536585366,4.697916666666667,2
4.0,111,208,99,457,0.4759615384615384,4.616161616161617,3
4.5,124,251,118,548,0.4701195219123506,4.6440677966101696,3
5.0,153,302,197,942,0.652317880794702,4.781725888324873,3
5.5,178,372,229,1104,0.6155913978494624,4.820960698689956,3
6.0,193,412,246,1179,0.5970873786407767,4.7926829268292686,3
0.5,12,29,11,31,0.3793103448275862,2.8181818181818183,2
1.0,41,88,35,145,0.3977272727272727,4.142857142857143,3
1.5,45,100,50,219,0.5,4.38,2
2.0,46,86,52,231,0.6046511627906976,4.4423076923076925,2
2.5,84,175,83,374,0.4742857142857143,4.506024096385542,3
3.0,86,169,92,425,0.5443786982248521,4.619565217391305,3
3.5,108,222,114,536,0.5135135135135135,4.701754385964914,3
4.0,113,221,98,446,0.4434389140271493,4.551020408163264,3
4.5,143,298,164,776,0.5503355704697986,4.7317073170731705,3
5.0,140,278,127,591,0.4568345323741007,4.653543307086613,3
5.5,149,304,142,663,0.4671052631578948,4.669014084507042,3
6.0,169,331,165,782,0.4984894259818731,4.739393939393938,3
0.5,16,25,14,50,0.56,3.571428571428572,0
1.0,31,74,27,109,0.3648648648648649,4.037037037037037,2
1.5,38,63,22,87,0.3492063492063492,3.954545454545455,0
2.0,59,119,59,263,0.4957983193277311,4.457627118644068,3
2.5,82,186,82,376,0.4408602150537633,4.585365853658536,3
3.0,108,233,136,651,0.5836909871244635,4.786764705882354,1
3.5,120,239,103,475,0.4309623430962343,4.611650485436893,3
4.0,115,234,114,529,0.4871794871794872,4.640350877192984,3
4.5,141,298,180,860,0.6040268456375839,4.777777777777779,3
5.0,158,350,165,771,0.4714285714285714,4.672727272727274,3
5.5,178,361,256,1239,0.7091412742382271,4.83984375,2
6.0,158,323,164,780,0.5077399380804953,4.7560975609756095,2
0.5,23,46,11,32,0.2391304347826087,2.9090909090909087,2
1.0,31,63,26,103,0.4126984126984127,3.9615384615384617,2
1.5,50,83,43,185,0.5180722891566265,4.3023255813953485,2
2.0,62,112,52,227,0.4642857142857143,4.365384615384615,3
2.5,85,167,76,340,0.4550898203592814,4.473684210526316,3
3.0,88,181,89,414,0.4917127071823205,4.651685393258427,1
3.5,100,208,83,375,0.3990384615384616,4.518072289156627,3
4.0,123,229,91,415,0.39737991266375533,4.56043956043956,3
4.5,133,281,151,713,0.5373665480427047,4.7218543046357615,3
5.0,156,331,155,724,0.4682779456193353,4.670967741935483,3
5.5,163,324,177,836,0.5462962962962963,4.72316384180791,3
6.0,179,373,179,845,0.4798927613941018,4.720670391061454,3
0.5,11,17,5,10,0.29411764705882354,2.0,0
1.0,33,72,30,120,0.4166666666666667,4.0,2
1.5,49,95,34,143,0.3578947368421053,4.205882352941177,0
2.0,63,124,60,268,0.4838709677419355,4.466666666666667,3
2.5,58,112,46,202,0.4107142857142857,4.391304347826087,2
3.0,79,140,58,250,0.4142857142857143,4.310344827586206,3
3.5,108,227,123,579,0.5418502202643172,4.7073170731707314,3
4.0,138,275,122,567,0.4436363636363637,4.647540983606556,3
4.5,114,247,127,597,0.5141700404858299,4.700787401574803,3
5.0,146,271,166,790,0.6125461254612546,4.759036144578313,3
5.5,166,337,173,823,0.5133531157270029,4.757225433526012,3
6.0,178,380,236,1133,0.6210526315789474,4.800847457627119,3
0.5,12,16,9,17,0.5625,1.8888888888888888,2
1.0,23,47,14,46,0.2978723404255319,3.2857142857142856,2
1.5,60,118,63,281,0.5338983050847458,4.4603174603174605,3
2.0,50,112,46,199,0.4107142857142857,4.326086956521738,2
2.5,80,150,97,452,0.6466666666666666,4.65979381443299,3
3.0,99,184,78,353,0.4239130434782609,4.5256410256410255,3
3.5,112,242,148,704,0.6115702479338843,4.756756756756757,3
4.0,123,234,115,531,0.4914529914529914,4.6173913043478265,3
4.5,152,308,168,792,0.5454545454545454,4.714285714285714,3
5.0,152,293,178,847,0.6075085324232082,4.758426966292134,3
5.5,171,344,226,1088,0.6569767441860465,4.814159292035399,1
6.0,212,417,267,1286,0.6402877697841727,4.816479400749064,3
0.5,19,39,16,58,0.41025641025641024,3.625,2
1.0,31,76,45,195,0.5921052631578947,4.333333333333333,2
1.5,39,81,32,130,0.3950617283950617,4.0625,2
2.0,63,127,68,308,0.5354330708661418,4.529411764705882,2
2.5,74,155,63,281,0.4064516129032258,4.4603174603174605,1
3.0,89,165,99,460,0.6,4.646464646464646,3
3.5,99,191,62,268,0.32460732984293195,4.32258064516129,3
4.0,131,256,117,547,0.45703125,4.675213675213676,3
4.5,141,280,144,669,0.5142857142857142,4.645833333333333,3
5.0,145,296,214,1039,0.722972972972973,4.855140186915888,2
5.5,171,337,170,800,0.5044510385756676,4.705882352941177,3
6.0,204,426,255,1227,0.5985915492957746,4.811764705882354,3
0.5,16,30,11,33,0.36666666666666653,3.0,2
1.0,27,57,18,63,0.3157894736842105,3.5,2
1.5,52,101,37,160,0.3663366336633663,4.3243243243243255,2
2.0,55,117,34,136,0.2905982905982906,4.0,2
2.5,79,157,73,330,0.4649681528662421,4.520547945205481,3
3.0,90,200,125,587,0.625,4.696000000000001,3
3.5,107,212,101,472,0.4764150943396226,4.673267326732673,3
4.0,127,252,109,505,0.43253968253968256,4.63302752293578,3
4.5,149,313,156,730,0.4984025559105431,4.67948717948718,3
5.0,145,293,170,804,0.5802047781569966,4.729411764705882,3
5.5,169,349,164,769,0.4699140401146132,4.689024390243904,3
6.0,188,367,188,886,0.5122615803814714,4.712765957446809,3
0.5,17,39,22,85,0.5641025641025641,3.863636363636364,2
1.0,35,76,35,147,0.4605263157894737,4.2,2
1.5,54,109,62,283,0.5688073394495413,4.564516129032258,2
2.0,53,118,54,245,0.4576271186440678,4.537037037037037,2
2.5,71,139,63,280,0.4532374100719425,4.4444444444444455,3
3.0,92,173,88,404,0.5086705202312138,4.590909090909091,3
3.5,102,217,134,635,0.6175115207373272,4.7388059701492535,3
4.0,119,237,124,585,0.5232067510548524,4.717741935483871,2
4.5,123,251,119,557,0.4741035856573706,4.680672268907563,1
5.0,141,269,151,711,0.5613382899628253,4.708609271523179,3
5.5,148,298,143,673,0.4798657718120805,4.706293706293707,3
6.0,157,327,174,825,0.5321100917431193,4.741379310344827,3
0.5,16,34,11,27,0.3235294117647059,2.4545454545454546,2
1.0,21,53,14,49,0.2641509433962264,3.5,2
1.5,36,66,25,99,0.3787878787878788,3.96,2
2.0,73,137,79,362,0.5766423357664233,4.582278481012659,3
2.5,80,132,58,250,0.4393939393939394,4.310344827586206,3
3.0,74,162,77,352,0.4753086419753086,4.571428571428571,3
3.5,116,249,170,813,0.6827309236947792,4.782352941176471,3
4.0,116,248,138,653,0.5564516129032258,4.731884057971015,1
4.5,135,249,140,655,0.5622489959839357,4.678571428571429,3
5.0,132,287,182,859,0.6341463414634146,4.71978021978022,3
5.5,161,318,160,754,0.5031446540880503,4.7125,3
6.0,186,379,233,1122,0.6147757255936676,4.815450643776824,1
0.5,16,23,7,9,0.3043478260869565,1.2857142857142858,2
1.0,30,60,29,115,0.4833333333333333,3.9655172413793114,2
1.5,57,120,62,276,0.5166666666666667,4.451612903225806,3
2.0,58,132,74,335,0.5606060606060606,4.527027027027027,3
2.5,75,149,62,279,0.4161073825503356,4.5,3
3.0,76,159,92,421,0.5786163522012578,4.576086956521738,3
3.5,89,184,88,412,0.4782608695652174,4.681818181818182,0
4.0,117,235,120,561,0.5106382978723404,4.675,3
4.5,131,278,128,599,0.46043165467625896,4.6796875,3
5.0,153,297,190,912,0.6397306397306397,4.8,3
5.5,140,279,107,495,0.3835125448028674,4.626168224299065,3
6.0,198,423,233,1113,0.5508274231678487,4.776824034334764,3
0.5,22,46,14,41,0.3043478260869565,2.9285714285714284,2
1.0,34,68,19,68,0.2794117647058824,3.5789473684210527,2
1.5,39,94,38,162,0.40425531914893614,4.2631578947368425,2
2.0,53,103,41,178,0.3980582524271845,4.341463414634147,2
2.5,82,180,106,502,0.5888888888888889,4.735849056603773,2
3.0,87,178,82,373,0.4606741573033708,4.548780487804878,3
3.5,85,163,86,398,0.5276073619631901,4.627906976744186,3
4.0,145,288,158,741,0.5486111111111112,4.689873417721518,3
4.5,155,318,220,1064,0.6918238993710691,4.836363636363637,3
5.0,153,317,148,699,0.4668769716088328,4.722972972972973,3
5.5,149,303,181,862,0.5973597359735974,4.762430939226518,3
6.0,185,362,196,935,0.5414364640883977,4.770408163265306,3
0.5,21,46,14,44,0.3043478260869565,3.1428571428571432,2
1.0,21,36,17,60,0.4722222222222222,3.5294117647058822,2
1.5,50,110,48,208,0.4363636363636363,4.333333333333333,2
2.0,65,139,68,311,0.4892086330935252,4.573529411764706,2
2.5,91,187,76,346,0.4064171122994653,4.552631578947368,3
3.0,113,238,144,684,0.6050420168067226,4.75,3
3.5,107,217,128,604,0.5898617511520737,4.71875,3
4.0,118,253,120,559,0.4743083003952569,4.658333333333333,3
4.5,127,246,121,564,0.49186991869918706,4.661157024793388,3
5.0,124,242,127,592,0.5247933884297521,4.6614173228346445,3
5.5,157,312,210,1016,0.6730769230769231,4.838095238095238,2
6.0,188,370,168,792,0.4540540540540541,4.714285714285714,3
0.5,23,39,10,22,0.2564102564102564,2.2,2
1.0,35,69,18,62,0.2608695652173913,3.4444444444444446,2
1.5,44,97,37,151,0.38144329896907214,4.081081081081081,3
2.0,53,101,37,156,0.3663366336633663,4.216216216216216,2
2.5,71,133,76,349,0.5714285714285714,4.592105263157895,2
3.0,88,175,65,286,0.37142857142857133,4.4,3
3.5,119,264,165,788,0.625,4.775757575757575,3
4.0,115,239,75,335,0.3138075313807531,4.466666666666667,3
4.5,131,253,84,380,0.3320158102766799,4.523809523809524,3
5.0,157,325,180,853,0.5538461538461539,4.738888888888889,3
5.5,153,317,157,734,0.4952681388012618,4.67515923566879,3
6.0,182,367,218,1047,0.5940054495912807,4.802752293577981,3
0.5,14,24,8,10,0.3333333333333333,1.25,2
1.0,38,73,26,102,0.3561643835616438,3.9230769230769234,2
1.5,44,92,40,170,0.43478260869565216,4.25,2
2.0,59,121,63,284,0.5206611570247934,4.507936507936508,3
2.5,70,131,51,226,0.3893129770992366,4.431372549019608,3
3.0,95,180,88,403,0.4888888888888889,4.579545454545454,3
3.5,101,195,91,420,0.4666666666666667,4.615384615384615,3
4.0,102,184,95,442,0.5163043478260869,4.652631578947369,3
4.5,116,252,136,635,0.5396825396825397,4.669117647058823,3
5.0,142,304,160,760,0.5263157894736842,4.75,3
5.5,175,369,177,838,0.4796747967479675,4.734463276836158,3
6.0,156,315,148,693,0.4698412698412698,4.6824324324324325,3
0.5,12,27,14,45,0.5185185185185185,3.2142857142857144,2
1.0,37,85,37,159,0.4352941176470588,4.297297297297297,0
1.5,44,99,47,209,0.4747474747474748,4.446808510638298,2
2.0,76,146,43,182,0.2945205479452055,4.232558139534883,2
2.5,78,150,74,340,0.4933333333333334,4.594594594594595,2
3.0,94,189,118,556,0.6243386243386243,4.711864406779661,2
3.5,100,194,86,393,0.4432989690721649,4.569767441860465,3
4.0,98,185,95,432,0.5135135135135135,4.547368421052632,3
4.5,122,248,152,724,0.6129032258064516,4.7631578947368425,3
5.0,156,329,235,1131,0.7142857142857143,4.812765957446809,2
5.5,132,256,121,562,0.47265625,4.644628099173554,3
6.0,195,374,234,1129,0.6256684491978609,4.8247863247863245,3
0.5,15,31,7,16,0.2258064516129032,2.2857142857142856,2
1.0,28,65,24,92,0.3692307692307693,3.8333333333333335,2
1.5,49,96,35,148,0.3645833333333333,4.228571428571429,2
2.0,55,118,50,217,0.42372881355932196,4.34,2
2.5,84,164,57,247,0.3475609756097561,4.333333333333333,3
3.0,101,219,126,591,0.5753424657534246,4.690476190476192,3
3.5,91,205,98,447,0.4780487804878049,4.561224489795919,3
4.0,134,276,116,532,0.42028985507246375,4.586206896551723,3
4.5,145,292,187,889,0.6404109589041096,4.754010695187166,3
5.0,137,283,170,807,0.6007067137809188,4.747058823529412,3
5.5,193,375,209,997,0.5573333333333333,4.770334928229665,3
6.0,166,326,156,728,0.4785276073619632,4.666666666666667,3
0.5,18,38,17,60,0.4473684210526316,3.5294117647058822,2
1.0,29,58,27,110,0.4655172413793103,4.0740740740740735,2
1.5,47,95,43,190,0.4526315789473685,4.418604651162791,0
2.0,69,152,78,354,0.5131578947368421,4.538461538461538,1
2.5,75,151,70,316,0.4635761589403973,4.514285714285714,3
3.0,92,187,73,322,0.3903743315508021,4.410958904109589,3
3.5,114,255,163,775,0.6392156862745098,4.754601226993866,3
4.0,108,238,158,754,0.6638655462184874,4.772151898734177,3
4.5,144,303,152,715,0.5016501650165016,4.703947368421051,3
5.0,152,307,186,894,0.6058631921824105,4.806451612903227,3
5.5,159,320,201,961,0.628125,4.781094527363184,3
6.0,163,337,211,1009,0.6261127596439169,4.781990521327014,3
0.5,22,49,15,50,0.30612244897959184,3.333333333333333,2
1.0,34,69,31,129,0.4492753623188406,4.161290322580645,2
1.5,41,84,23,88,0.27380952380952384,3.8260869565217392,2
2.0,68,142,67,305,0.471830985915493,4.552238805970148,2
2.5,78,170,89,412,0.5235294117647059,4.629213483146066,3
3.0,92,172,58,257,0.3372093023255814,4.431034482758621,3
3.5,107,228,114,534,0.5,4.684210526315789,3
4.0,105,216,113,530,0.5231481481481481,4.690265486725664,3
4.5,142,287,155,738,0.5400696864111498,4.7612903225806456,3
5.0,155,312,119,545,0.3814102564102564,4.579831932773108,3
5.5,173,339,205,979,0.6047197640117994,4.775609756097562,3
6.0,161,309,184,869,0.5954692556634305,4.7228260869565215,3
0.5,18,35,15,53,0.42857142857142855,3.533333333333333,0
1.0,31,65,33,136,0.5076923076923077,4.121212121212121,2
1.5,42,66,24,100,0.3636363636363637,4.166666666666667,0
2.0,62,128,65,297,0.5078125,4.569230769230769,2
2.5,85,184,87,399,0.4728260869565217,4.586206896551723,3
3.0,92,204,95,437,0.4656862745098039,4.6,3
3.5,101,196,87,398,0.44387755102040816,4.574712643678161,3
4.0,111,218,108,500,0.4954128440366973,4.62962962962963,3
4.5,140,277,155,734,0.5595667870036101,4.735483870967742,3
5.0,150,306,143,672,0.4673202614379085,4.699300699300699,3
5.5,179,370,201,961,0.5432432432432432,4.781094527363184,3
6.0,190,399,198,929,0.4962406015037594,4.691919191919191,3
0.5,17,32,14,44,0.4375,3.1428571428571432,2
1.0,29,59,28,115,0.4745762711864407,4.107142857142857,0
1.5,50,99,41,177,0.4141414141414141,4.317073170731708,2
2.0,61,123,47,203,0.3821138211382114,4.319148936170213,2
2.5,66,126,61,274,0.4841269841269841,4.491803278688526,3
3.0,102,204,87,393,0.4264705882352941,4.517241379310344,3
3.5,106,226,122,572,0.5398230088495575,4.688524590163935,1
4.0,128,254,141,665,0.5551181102362205,4.716312056737588,3
4.5,129,261,131,613,0.5019157088122606,4.679389312977099,3
5.0,149,298,177,845,0.5939597315436241,4.7740112994350286,3
5.5,189,360,194,920,0.5388888888888889,4.742268041237113,3
6.0,179,365,213,1017,0.5835616438356165,4.774647887323943,1
0.5,16,25,7,19,0.28,2.7142857142857144,0
1.0,28,55,22,83,0.4,3.772727272727273,2
1.5,51,103,42,178,0.4077669902912621,4.238095238095238,3
2.0,48,115,37,158,0.3217391304347826,4.27027027027027,2
2.5,83,165,77,352,0.4666666666666667,4.571428571428571,2
3.0,89,188,118,555,0.6276595744680851,4.703389830508475,3
3.5,105,209,103,481,0.492822966507177,4.6699029126213585,3
4.0,129,256,115,535,0.44921875,4.652173913043479,3
4.5,132,244,102,469,0.4180327868852459,4.598039215686273,3
5.0,161,319,171,809,0.5360501567398119,4.730994152046784,3
5.5,169,344,150,705,0.43604651162790703,4.7,3
6.0,157,336,214,1027,0.6369047619047619,4.799065420560748,3
0.5,14,27,19,67,0.7037037037037037,3.5263157894736836,2
1.0,20,42,20,72,0.4761904761904762,3.6,2
1.5,57,108,54,240,0.5,4.4444444444444455,2
2.0,59,109,48,207,0.44036697247706413,4.3125,2
2.5,66,146,55,242,0.3767123287671233,4.4,2
3.0,94,177,104,482,0.5875706214689266,4.634615384615385,3
3.5,110,218,124,582,0.5688073394495413,4.693548387096773,3
4.0,128,268,159,754,0.5932835820895522,4.7421383647798745,3
4.5,118,246,142,669,0.5772357723577236,4.711267605633803,3
5.0,158,345,154,720,0.4463768115942029,4.675324675324675,3
5.5,163,323,162,765,0.5015479876160991,4.722222222222221,3
6.0,175,358,208,992,0.5810055865921788,4.769230769230768,3
0.5,18,31,13,36,0.41935483870967744,2.769230769230769,2
1.0,22,43,16,52,0.372093023255814,3.25,2
1.5,42,90,40,178,0.4444444444444444,4.45,0
2.0,63,147,74,338,0.5034013605442177,4.567567567567568,1
2.5,79,168,69,311,0.4107142857142857,4.507246376811594,3
3.0,86,162,108,509,0.6666666666666666,4.712962962962963,2
3.5,95,201,83,379,0.4129353233830846,4.566265060240964,3
4.0,147,286,152,713,0.5314685314685315,4.690789473684211,3
4.5,112,222,92,424,0.4144144144144144,4.608695652173913,3
5.0,172,363,221,1052,0.6088154269972452,4.760180995475113,3
5.5,159,332,113,516,0.3403614457831325,4.566371681415928,3
6.0,189,400,207,993,0.5175,4.797101449275362,3
0.5,13,19,17,58,0.8947368421052632,3.4117647058823533,2
1.0,42,83,31,125,0.3734939759036144,4.032258064516129,2
1.5,47,95,41,178,0.43157894736842106,4.341463414634147,2
2.0,44,85,33,139,0.3882352941176471,4.212121212121212,2
2.5,73,142,51,222,0.3591549295774648,4.352941176470588,2
3.0,103,209,91,420,0.4354066985645933,4.615384615384615,3
3.5,122,246,114,531,0.4634146341463415,4.657894736842105,3
4.0,137,259,98,451,0.3783783783783784,4.6020408163265305,3
4.5,143,280,167,792,0.5964285714285714,4.74251497005988,3
5.0,153,321,190,908,0.5919003115264797,4.7789473684210515,1
5.5,156,312,156,736,0.5,4.717948717948718,3
6.0,156,296,147,693,0.4966216216216216,4.714285714285714,3
0.5,14,29,16,54,0.5517241379310345,3.375,2
1.0,28,55,21,79,0.3818181818181817,3.761904761904762,2
1.5,43,89,45,199,0.5056179775280899,4.422222222222223,2
2.0,62,124,54,239,0.4354838709677419,4.425925925925926,2
2.5,76,158,85,396,0.5379746835443038,4.658823529411765,3
3.0,94,213,116,543,0.5446009389671361,4.681034482758621,3
3.5,98,210,58,255,0.2761904761904762,4.396551724137931,3
4.0,121,243,126,594,0.5185185185185185,4.714285714285714,1
4.5,128,275,179,854,0.6509090909090909,4.770949720670392,1
5.0,128,254,143,672,0.5629921259842521,4.699300699300699,3
5.5,181,385,250,1205,0.6493506493506493,4.82,3
6.0,172,350,221,1057,0.6314285714285715,4.782805429864252,3
0.5,7,10,5,5,0.5,1.0,0
1.0,31,69,42,183,0.6086956521739131,4.357142857142857,2
1.5,69,133,70,323,0.5263157894736842,4.614285714285714,2
2.0,61,118,42,174,0.3559322033898305,4.142857142857143,3
2.5,76,155,50,210,0.3225806451612903,4.2,3
3.0,97,208,121,564,0.5817307692307693,4.661157024793388,3
3.5,91,206,110,516,0.5339805825242718,4.6909090909090905,3
4.0,125,273,166,786,0.6080586080586079,4.734939759036145,3
4.5,123,235,138,655,0.5872340425531914,4.746376811594203,3
5.0,178,347,213,1021,0.6138328530259366,4.793427230046948,1
5.5,194,373,201,954,0.5388739946380697,4.746268656716418,3
6.0,170,355,189,896,0.5323943661971829,4.7407407407407405,3
0.5,20,39,10,25,0.2564102564102564,2.5,2
1.0,32,66,27,110,0.4090909090909091,4.0740740740740735,2
1.5,33,63,29,119,0.4603174603174603,4.103448275862069,2
2.0,61,124,42,173,0.3387096774193548,4.119047619047619,3
2.5,83,185,115,539,0.6216216216216216,4.6869565217391305,3
3.0,99,199,83,379,0.4170854271356784,4.566265060240964,3
3.5,113,210,84,380,0.4,4.523809523809524,3
4.0,104,210,96,441,0.4571428571428571,4.59375,3
4.5,132,263,149,701,0.5665399239543726,4.704697986577182,3
5.0,160,323,183,872,0.56656346749226,4.765027322404372,3
5.5,170,339,189,896,0.5575221238938053,4.7407407407407405,3
6.0,180,358,179,847,0.5,4.731843575418995,3
