rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
3.5,91,202,112,527,0.5544554455445545,4.705357142857143,3
4.0,120,253,95,432,0.37549407114624506,4.547368421052632,3
4.5,133,258,143,672,0.5542635658914729,4.699300699300699,3
5.0,147,335,170,803,0.5074626865671642,4.723529411764706,3
5.5,174,353,208,998,0.5892351274787535,4.7980769230769225,3
6.0,181,368,168,790,0.4565217391304348,4.7023809523809526,3
0.5,20,38,7,22,0.18421052631578946,3.1428571428571432,0
1.0,32,67,20,72,0.29850746268656714,3.6,2
1.5,40,88,35,145,0.3977272727272727,4.142857142857143,2
2.0,57,117,49,213,0.4188034188034188,4.346938775510204,2
2.5,72,137,40,170,0.291970802919708,4.25,1
3.0,77,183,114,532,0.6229508196721312,4.666666666666667,3
3.5,123,262,133,623,0.5076335877862596,4.684210526315789,3
4.0,126,252,135,632,0.5357142857142857,4.681481481481481,3
4.5,119,248,138,645,0.5564516129032258,4.673913043478262,3
5.0,145,295,193,930,0.6542372881355932,4.818652849740934,1
5.5,139,267,142,671,0.5318352059925093,4.725352112676057,3
6.0,189,413,253,1217,0.6125907990314771,4.8102766798418966,3
0.5,17,36,17,60,0.4722222222222222,3.5294117647058822,2
1.0,30,56,14,41,0.25,2.9285714285714284,2
1.5,45,98,50,219,0.5102040816326531,4.38,2
2.0,55,108,51,228,0.4722222222222222,4.470588235294118,2
2.5,73,158,44,185,0.27848101265822783,4.204545454545454,3
3.0,96,187,114,534,0.6096256684491979,4.684210526315789,1
3.5,98,189,66,301,0.3492063492063492,4.5606060606060606,3
4.0,132,275,153,724,0.5563636363636364,4.73202614379085,3
4.5,141,274,163,775,0.5948905109489051,4.754601226993866,3
5.0,139,279,172,824,0.6164874551971327,4.790697674418603,3
5.5,161,323,155,732,0.4798761609907121,4.72258064516129,3
6.0,171,370,271,1317,0.7324324324324324,4.8597785977859775,2
0.5,13,29,13,40,0.4482758620689655,3.0769230769230766,2
1.0,40,70,30,119,0.42857142857142855,3.966666666666667,2
1.5,53,113,44,190,0.3893805309734513,4.318181818181818,2
2.0,69,127,53,231,0.4173228346456693,4.358490566037736,3
2.5,85,179,99,459,0.553072625698324,4.636363636363637,3
3.0,102,195,131,618,0.6717948717948717,4.717557251908397,3
3.5,113,228,117,543,0.5131578947368421,4.641025641025641,3
4.0,128,245,155,735,0.6326530612244898,4.741935483870968,3
4.5,142,298,146,690,0.4899328859060403,4.726027397260274,3
5.0,145,327,172,816,0.5259938837920489,4.744186046511628,3
5.5,182,364,163,771,0.4478021978021978,4.730061349693251,3
6.0,174,357,210,1006,0.5882352941176471,4.79047619047619,3
0.5,19,34,15,52,0.4411764705882353,3.466666666666667,2
1.0,27,47,23,87,0.4893617021276596,3.782608695652174,2
1.5,45,87,34,138,0.3908045977011495,4.0588235294117645,3
2.0,72,148,73,331,0.4932432432432433,4.534246575342466,3
2.5,67,137,68,305,0.4963503649635037,4.485294117647058,3
3.0,97,192,104,486,0.5416666666666666,4.6730769230769225,1
3.5,106,192,103,481,0.5364583333333334,4.6699029126213585,3
4.0,102,205,83,377,0.40487804878048783,4.542168674698795,3
4.5,162,320,183,870,0.571875,4.754098360655738,3
5.0,131,258,147,688,0.5697674418604651,4.680272108843537,3
5.5,200,418,228,1101,0.5454545454545454,4.828947368421051,3
6.0,176,378,191,909,0.5052910052910053,4.7591623036649215,3
0.5,20,32,10,28,0.3125,2.8,2
1.0,36,72,24,93,0.3333333333333333,3.875,2
1.5,47,93,33,134,0.3548387096774194,4.0606060606060606,2
2.0,63,130,81,377,0.6230769230769231,4.654320987654321,3
2.5,70,140,61,270,0.4357142857142857,4.426229508196721,3
3.0,98,183,62,272,0.33879781420765026,4.387096774193549,3
3.5,94,170,58,255,0.3411764705882353,4.396551724137931,3
4.0,109,230,123,571,0.5347826086956522,4.642276422764229,3
4.5,146,312,181,867,0.5801282051282052,4.790055248618785,1
5.0,167,326,161,760,0.4938650306748466,4.720496894409939,3
5.5,159,329,171,813,0.5197568389057751,4.754385964912281,3
6.0,171,333,187,894,0.5615615615615616,4.780748663101603,3
0.5,10,11,6,9,0.5454545454545454,1.5,0
1.0,40,83,29,115,0.3493975903614458,3.9655172413793114,2
1.5,45,84,41,177,0.4880952380952381,4.317073170731708,2
2.0,58,132,64,294,0.4848484848484849,4.59375,2
2.5,50,102,51,230,0.5,4.5098039215686265,2
3.0,101,211,97,448,0.4597156398104265,4.6185567010309265,3
3.5,104,224,94,432,0.4196428571428572,4.595744680851063,3
4.0,99,207,77,344,0.3719806763285024,4.467532467532466,3
4.5,142,268,130,614,0.4850746268656717,4.723076923076923,3
5.0,147,326,206,984,0.6319018404907976,4.776699029126212,3
5.5,179,375,196,927,0.5226666666666666,4.729591836734694,3
6.0,192,398,226,1078,0.5678391959798995,4.769911504424778,3
0.5,21,42,18,66,0.42857142857142855,3.6666666666666665,2
1.0,30,58,24,90,0.4137931034482759,3.75,2
1.5,42,90,39,169,0.43333333333333335,4.333333333333333,0
2.0,59,103,56,247,0.5436893203883495,4.410714285714286,2
2.5,62,138,85,396,0.6159420289855072,4.658823529411765,2
3.0,81,165,66,295,0.4,4.46969696969697,3
3.5,99,194,129,619,0.6649484536082474,4.7984496124030995,2
4.0,120,235,127,596,0.5404255319148936,4.692913385826771,3
4.5,124,244,98,451,0.4016393442622951,4.6020408163265305,3
5.0,147,312,129,603,0.4134615384615384,4.674418604651163,3
5.5,165,324,163,768,0.5030864197530864,4.711656441717792,1
6.0,163,327,178,845,0.5443425076452599,4.747191011235955,3
0.5,22,47,16,55,0.3404255319148936,3.4375,0
1.0,33,61,29,124,0.4754098360655738,4.275862068965517,2
1.5,36,75,24,90,0.32,3.75,2
2.0,56,123,47,211,0.3821138211382114,4.48936170212766,2
2.5,73,146,75,339,0.5136986301369864,4.52,2
