context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
0,0.5,10,27,14,28,0.5185185185185185,0.5,0
0,0.5,10,27,14,28,0.5185185185185185,0.5,1
0,0.5,10,27,14,28,0.5185185185185185,0.5,2
0,0.5,10,27,14,28,0.5185185185185185,0.5,3
0,0.5,10,27,14,28,0.5185185185185185,0.5,4
0,0.5,10,27,14,28,0.5185185185185185,0.5,5
0,0.5,10,27,14,28,0.5185185185185185,0.5,6
0,0.5,10,27,14,28,0.5185185185185185,0.5,7
0,0.5,10,27,14,28,0.5185185185185185,0.5,8
0,0.5,10,27,17,56,0.6296296296296297,0.30357142857142855,9
0,0.5,10,27,14,28,0.5185185185185185,0.5,10
0,0.5,10,27,14,28,0.5185185185185185,0.5,11
0,0.5,10,27,14,28,0.5185185185185185,0.5,12
0,0.5,10,27,14,28,0.5185185185185185,0.5,13
0,0.5,10,27,14,28,0.5185185185185185,0.5,14
0,0.5,10,27,14,28,0.5185185185185185,0.5,15
0,0.5,10,27,14,28,0.5185185185185185,0.5,16
0,0.5,10,27,14,28,0.5185185185185185,0.5,17
0,0.5,10,27,14,28,0.5185185185185185,0.5,18
0,0.5,10,27,14,28,0.5185185185185185,0.5,19
0,0.5,10,27,14,28,0.5185185185185185,0.5,20
0,0.5,10,27,14,28,0.5185185185185185,0.5,21
0,0.5,10,27,14,28,0.5185185185185185,0.5,22
0,0.5,10,27,14,28,0.5185185185185185,0.5,23
0,0.5,10,27,17,56,0.6296296296296297,0.30357142857142855,24
0,0.5,10,27,17,56,0.6296296296296297,0.30357142857142855,25
0,0.5,10,27,17,56,0.6296296296296297,0.30357142857142855,26
0,0.5,10,27,17,56,0.6296296296296297,0.30357142857142855,27
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,0
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,1
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,2
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,3
1,1,32,85,39,113,0.4588235294117647,0.34513274336283184,4
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,5
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,6
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,7
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,8
1,1,32,85,46,124,0.5411764705882353,0.3709677419354839,9
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,10
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,11
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,12
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,13
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,14
1,1,32,85,39,113,0.4588235294117647,0.34513274336283184,15
1,1,32,85,39,113,0.4588235294117647,0.34513274336283184,16
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,17
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,18
1,1,32,85,39,113,0.4588235294117647,0.34513274336283184,19
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,20
1,1,32,85,39,113,0.4588235294117647,0.34513274336283184,21
1,1,32,85,38,112,0.4470588235294118,0.3392857142857143,22
1,1,32,85,38,114,0.4470588235294118,0.3333333333333333,23
1,1,32,85,47,120,0.5529411764705883,0.39166666666666666,24
1,1,32,85,46,119,0.5411764705882353,0.3865546218487395,25
1,1,32,85,46,124,0.5411764705882353,0.3709677419354839,26
1,1,32,85,46,124,0.5411764705882353,0.3709677419354839,27
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,0
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,1
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,2
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,3
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,4
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,5
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,6
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,7
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,8
2,1.5,30,84,47,152,0.5595238095238095,0.3092105263157895,9
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,10
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,11
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,12
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,13
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,14
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,15
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,16
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,17
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,18
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,19
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,20
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,21
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,22
2,1.5,30,84,39,143,0.4642857142857143,0.2727272727272727,23
2,1.5,30,84,47,150,0.5595238095238095,0.31333333333333335,24
2,1.5,30,84,47,150,0.5595238095238095,0.31333333333333335,25
2,1.5,30,84,47,152,0.5595238095238095,0.3092105263157895,26
2,1.5,30,84,47,152,0.5595238095238095,0.3092105263157895,27
3,2,43,115,51,147,0.4434782608695652,0.3469387755102041,0
3,2,43,115,51,147,0.4434782608695652,0.3469387755102041,1
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,2
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,3
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,4
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,5
3,2,43,115,51,147,0.4434782608695652,0.3469387755102041,6
3,2,43,115,51,147,0.4434782608695652,0.3469387755102041,7
3,2,43,115,51,147,0.4434782608695652,0.3469387755102041,8
3,2,43,115,57,134,0.4956521739130435,0.4253731343283582,9
3,2,43,115,51,147,0.4434782608695652,0.3469387755102041,10
3,2,43,115,51,147,0.4434782608695652,0.3469387755102041,11
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,12
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,13
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,14
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,15
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,16
3,2,43,115,51,144,0.4434782608695652,0.3541666666666667,17
