context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,n_ticks,alpha,beta,bin_conf
32,4.5,146,322,170,820,111726,0.5279503105590062,4.823529411764706,0
32,4.5,146,322,172,822,111734,0.5341614906832298,4.77906976744186,1
32,4.5,146,322,176,853,115824,0.546583850931677,4.846590909090909,2
32,4.5,146,322,178,855,115832,0.5527950310559007,4.803370786516854,3
33,5,129,263,140,670,76040,0.532319391634981,4.785714285714286,0
33,5,129,263,141,671,76044,0.5361216730038023,4.75886524822695,1
33,5,129,263,140,665,76104,0.532319391634981,4.75,2
33,5,129,263,141,666,76108,0.5361216730038023,4.723404255319149,3
34,5.5,177,364,244,1180,93836,0.6703296703296703,4.836065573770492,0
34,5.5,177,364,246,1182,93843,0.6758241758241759,4.804878048780488,1
34,5.5,177,364,224,1084,97315,0.6153846153846154,4.839285714285714,2
34,5.5,177,364,226,1086,97322,0.6208791208791209,4.8053097345132745,3
35,6,169,325,196,950,106492,0.6030769230769231,4.846938775510204,0
35,6,169,325,198,952,106499,0.6092307692307692,4.808080808080808,1
35,6,169,325,158,753,105555,0.48615384615384616,4.765822784810126,2
35,6,169,325,160,755,105562,0.49230769230769234,4.71875,3
36,0.5,11,22,12,40,2702,0.5454545454545454,3.3333333333333335,0
36,0.5,11,22,12,40,2702,0.5454545454545454,3.3333333333333335,1
36,0.5,11,22,13,38,1914,0.5909090909090909,2.923076923076923,2
36,0.5,11,22,13,38,1914,0.5909090909090909,2.923076923076923,3
37,1,37,88,39,171,11487,0.4431818181818182,4.384615384615385,0
37,1,37,88,39,171,11487,0.4431818181818182,4.384615384615385,1
37,1,37,88,38,164,11266,0.4318181818181818,4.315789473684211,2
37,1,37,88,38,164,11266,0.4318181818181818,4.315789473684211,3
38,1.5,37,80,44,194,34081,0.55,4.409090909090909,0
38,1.5,37,80,44,194,34081,0.55,4.409090909090909,1
38,1.5,37,80,30,120,31556,0.375,4.0,2
38,1.5,37,80,30,120,31556,0.375,4.0,3
39,2,59,120,47,208,40189,0.39166666666666666,4.425531914893617,0
39,2,59,120,48,209,40193,0.4,4.354166666666667,1
39,2,59,120,38,160,38331,0.31666666666666665,4.2105263157894735,2
39,2,59,120,39,161,38335,0.325,4.128205128205129,3
40,2.5,76,153,102,485,52149,0.6666666666666666,4.754901960784314,0
40,2.5,76,153,103,486,52153,0.673202614379085,4.718446601941747,1
40,2.5,76,153,93,433,51645,0.6078431372549019,4.655913978494624,2
40,2.5,76,153,94,434,51649,0.6143790849673203,4.617021276595745,3
41,3,76,173,113,535,58581,0.653179190751445,4.734513274336283,0
41,3,76,173,114,536,58584,0.6589595375722543,4.701754385964913,1
41,3,76,173,98,459,57771,0.5664739884393064,4.683673469387755,2
41,3,76,173,99,460,57774,0.5722543352601156,4.646464646464646,3
42,3.5,106,222,128,615,72901,0.5765765765765766,4.8046875,0
42,3.5,106,222,129,616,72904,0.581081081081081,4.775193798449612,1
42,3.5,106,222,127,605,77944,0.5720720720720721,4.7637795275590555,2
42,3.5,106,222,128,606,77947,0.5765765765765766,4.734375,3
43,4,116,238,129,617,64084,0.542016806722689,4.782945736434108,0
43,4,116,238,130,618,64088,0.5462184873949579,4.753846153846154,1
43,4,116,238,133,631,66700,0.5588235294117647,4.7443609022556394,2
43,4,116,238,134,632,66704,0.5630252100840336,4.7164179104477615,3
44,4.5,144,313,194,939,93804,0.6198083067092651,4.84020618556701,0
44,4.5,144,313,196,941,93811,0.6261980830670927,4.801020408163265,1
44,4.5,144,313,190,912,97616,0.6070287539936102,4.8,2
44,4.5,144,313,192,914,97623,0.6134185303514377,4.760416666666667,3
45,5,159,339,213,1034,102647,0.6283185840707964,4.854460093896714,0
45,5,159,339,215,1036,102655,0.6342182890855457,4.818604651162791,1
45,5,159,339,201,966,98505,0.5929203539823009,4.8059701492537314,2
45,5,159,339,203,968,98513,0.5988200589970502,4.768472906403941,3
46,5.5,174,342,208,1004,107402,0.6081871345029239,4.826923076923077,0
46,5.5,174,342,210,1006,107409,0.6140350877192983,4.79047619047619,1
46,5.5,174,342,199,956,110240,0.5818713450292398,4.8040201005025125,2
46,5.5,174,342,201,958,110247,0.5877192982456141,4.766169154228856,3
47,6,175,351,214,1035,98433,0.6096866096866097,4.836448598130841,0
47,6,175,351,216,1037,98440,0.6153846153846154,4.800925925925926,1
47,6,175,351,187,903,93616,0.5327635327635327,4.828877005347594,2
47,6,175,351,189,905,93623,0.5384615384615384,4.788359788359788,3
48,0.5,13,25,6,10,3076,0.24,1.6666666666666667,0
48,0.5,13,25,6,10,3076,0.24,1.6666666666666667,1
48,0.5,13,25,6,9,2975,0.24,1.5,2
48,0.5,13,25,6,9,2975,0.24,1.5,3
49,1,26,58,33,140,25651,0.5689655172413793,4.242424242424242,0
49,1,26,58,33,140,25651,0.5689655172413793,4.242424242424242,1
49,1,26,58,16,52,21409,0.27586206896551724,3.25,2
49,1,26,58,16,52,21409,0.27586206896551724,3.25,3
50,1.5,33,65,21,79,5777,0.3230769230769231,3.761904761904762,0
50,1.5,33,65,21,79,5777,0.3230769230769231,3.761904761904762,1
50,1.5,33,65,21,76,4541,0.3230769230769231,3.619047619047619,2
50,1.5,33,65,21,76,4541,0.3230769230769231,3.619047619047619,3
51,2,52,102,54,248,22531,0.5294117647058824,4.592592592592593,0
51,2,52,102,54,248,22531,0.5294117647058824,4.592592592592593,1
51,2,52,102,54,245,25213,0.5294117647058824,4.537037037037037,2
51,2,52,102,54,245,25213,0.5294117647058824,4.537037037037037,3
52,2.5,72,140,78,362,42696,0.5571428571428572,4.641025641025641,0
52,2.5,72,140,79,363,42700,0.5642857142857143,4.594936708860759,1
52,2.5,72,140,75,342,44563,0.5357142857142857,4.56,2
52,2.5,72,140,76,343,44567,0.5428571428571428,4.5131578947368425,3
53,3,100,195,107,511,52362,0.5487179487179488,4.775700934579439,0
53,3,100,195,108,512,52366,0.5538461538461539,4.7407407407407405,1
53,3,100,195,103,486,54718,0.5282051282051282,4.718446601941747,2
53,3,100,195,104,487,54722,0.5333333333333333,4.6826923076923075,3
54,3.5,115,253,170,821,92962,0.6719367588932806,4.829411764705882,0
54,3.5,115,253,172,823,92970,0.6798418972332015,4.784883720930233,1
54,3.5,115,253,159,759,89003,0.6284584980237155,4.773584905660377,2
54,3.5,115,253,161,761,89011,0.6363636363636364,4.726708074534161,3
55,4,115,233,128,606,66694,0.5493562231759657,4.734375,0
55,4,115,233,129,607,66699,0.5536480686695279,4.705426356589148,1
55,4,115,233,107,499,64930,0.4592274678111588,4.663551401869159,2
55,4,115,233,108,500,64935,0.463519313304721,4.62962962962963,3
56,4.5,101,198,156,752,68361,0.7878787878787878,4.82051282051282,0
56,4.5,101,198,156,752,68361,0.7878787878787878,4.82051282051282,1
56,4.5,101,198,116,551,60304,0.5858585858585859,4.75,2
56,4.5,101,198,117,552,60308,0.5909090909090909,4.717948717948718,3
57,5,153,316,175,843,87332,0.5537974683544303,4.817142857142857,0
57,5,153,316,177,845,87340,0.560126582278481,4.7740112994350286,1
57,5,153,316,171,824,90573,0.5411392405063291,4.818713450292398,2
57,5,153,316,173,826,90581,0.5474683544303798,4.77456647398844,3
58,5.5,152,312,174,830,96326,0.5576923076923077,4.7701149425287355,0
58,5.5,152,312,176,832,96334,0.5641025641025641,4.7272727272727275,1
58,5.5,152,312,157,746,98331,0.5032051282051282,4.751592356687898,2
58,5.5,152,312,159,748,98339,0.5096153846153846,4.70440251572327,3
59,6,182,379,220,1067,121331,0.5804749340369393,4.85,0
59,6,182,379,223,1070,121342,0.5883905013192612,4.798206278026906,1
59,6,182,379,212,1027,125159,0.5593667546174143,4.84433962264151,2
59,6,182,379,214,1029,125165,0.5646437994722955,4.808411214953271,3
60,0.5,13,25,17,60,12677,0.68,3.5294117647058822,0
60,0.5,13,25,17,60,12677,0.68,3.5294117647058822,1
60,0.5,13,25,13,40,12567,0.52,3.076923076923077,2
60,0.5,13,25,13,40,12567,0.52,3.076923076923077,3
61,1,23,52,24,97,17243,0.46153846153846156,4.041666666666667,0
61,1,23,52,24,97,17243,0.46153846153846156,4.041666666666667,1
61,1,23,52,17,55,14144,0.3269230769230769,3.235294117647059,2
61,1,23,52,17,55,14144,0.3269230769230769,3.235294117647059,3
62,1.5,42,93,50,225,18993,0.5376344086021505,4.5,0
62,1.5,42,93,50,225,18993,0.5376344086021505,4.5,1
62,1.5,42,93,38,164,19020,0.40860215053763443,4.315789473684211,2
62,1.5,42,93,38,164,19020,0.40860215053763443,4.315789473684211,3
63,2,65,116,71,327,35775,0.6120689655172413,4.605633802816901,0
63,2,65,116,71,327,35775,0.6120689655172413,4.605633802816901,1
63,2,65,116,54,238,37430,0.46551724137931033,4.407407407407407,2
63,2,65,116,54,238,37430,0.46551724137931033,4.407407407407407,3
64,2.5,73,133,66,307,38217,0.49624060150375937,4.651515151515151,0
64,2.5,73,133,67,308,38221,0.5037593984962406,4.597014925373134,1
64,2.5,73,133,65,295,39955,0.48872180451127817,4.538461538461538,2
64,2.5,73,133,66,296,39959,0.49624060150375937,4.484848484848484,3
65,3,83,174,101,477,45190,0.5804597701149425,4.7227722772277225,0
65,3,83,174,102,478,45193,0.5862068965517241,4.686274509803922,1
65,3,83,174,80,366,41467,0.45977011494252873,4.575,2
65,3,83,174,81,367,41470,0.46551724137931033,4.530864197530864,3
66,3.5,103,193,93,437,40515,0.48186528497409326,4.698924731182796,0
66,3.5,103,193,94,438,40519,0.48704663212435234,4.659574468085107,1
66,3.5,103,193,87,403,44290,0.45077720207253885,4.632183908045977,2
66,3.5,103,193,88,404,44294,0.45595854922279794,4.590909090909091,3
67,4,129,288,173,831,101926,0.6006944444444444,4.803468208092486,0
67,4,129,288,175,833,101933,0.6076388888888888,4.76,1
67,4,129,288,163,779,104160,0.5659722222222222,4.779141104294479,2
67,4,129,288,165,781,104167,0.5729166666666666,4.733333333333333,3
68,4.5,123,239,113,534,81951,0.47280334728033474,4.725663716814159,0
68,4.5,123,239,115,536,81958,0.4811715481171548,4.660869565217391,1
68,4.5,123,239,85,392,81425,0.35564853556485354,4.6117647058823525,2
68,4.5,123,239,87,394,81432,0.36401673640167365,4.528735632183908,3
69,5,128,256,154,740,90418,0.6015625,4.805194805194805,0
69,5,128,256,156,742,90425,0.609375,4.756410256410256,1
69,5,128,256,103,476,80649,0.40234375,4.621359223300971,2
69,5,128,256,105,478,80656,0.41015625,4.552380952380952,3
70,5.5,173,347,223,1082,122566,0.6426512968299711,4.852017937219731,0
70,5.5,173,347,226,1085,122578,0.6512968299711815,4.800884955752212,1
70,5.5,173,347,223,1071,127153,0.6426512968299711,4.802690582959642,2
70,5.5,173,347,225,1073,127161,0.6484149855907781,4.768888888888889,3
71,6,163,339,199,963,106185,0.5870206489675516,4.839195979899498,0
71,6,163,339,201,965,106192,0.5929203539823009,4.800995024875622,1
71,6,163,339,196,952,112914,0.5781710914454278,4.857142857142857,2
71,6,163,339,198,954,112921,0.584070796460177,4.818181818181818,3
72,0.5,23,47,16,54,6650,0.3404255319148936,3.375,0
72,0.5,23,47,16,54,6650,0.3404255319148936,3.375,1
72,0.5,23,47,17,54,5994,0.3617021276595745,3.176470588235294,2
72,0.5,23,47,17,54,5994,0.3617021276595745,3.176470588235294,3
73,1,26,53,26,105,30260,0.49056603773584906,4.038461538461538,0
73,1,26,53,26,105,30260,0.49056603773584906,4.038461538461538,1
73,1,26,53,26,102,30603,0.49056603773584906,3.923076923076923,2
73,1,26,53,26,102,30603,0.49056603773584906,3.923076923076923,3
74,1.5,40,83,43,189,18522,0.5180722891566265,4.395348837209302,0
74,1.5,40,83,43,189,18522,0.5180722891566265,4.395348837209302,1
74,1.5,40,83,42,181,18483,0.5060240963855421,4.309523809523809,2
74,1.5,40,83,42,181,18483,0.5060240963855421,4.309523809523809,3
75,2,59,124,59,266,25720,0.47580645161290325,4.508474576271187,0
75,2,59,124,59,266,25720,0.47580645161290325,4.508474576271187,1
75,2,59,124,56,251,27104,0.45161290322580644,4.482142857142857,2
75,2,59,124,56,251,27104,0.45161290322580644,4.482142857142857,3
76,2.5,61,134,65,297,36895,0.48507462686567165,4.569230769230769,0
76,2.5,61,134,65,297,36895,0.48507462686567165,4.569230769230769,1
76,2.5,61,134,69,315,36852,0.5149253731343284,4.565217391304348,2
76,2.5,61,134,69,315,36852,0.5149253731343284,4.565217391304348,3
77,3,84,185,109,515,44273,0.5891891891891892,4.724770642201835,0
77,3,84,185,110,516,44277,0.5945945945945946,4.6909090909090905,1
77,3,84,185,105,492,44775,0.5675675675675675,4.685714285714286,2
77,3,84,185,106,493,44779,0.572972972972973,4.650943396226415,3
78,3.5,123,229,114,543,78376,0.4978165938864629,4.7631578947368425,0
78,3.5,123,229,116,545,78384,0.5065502183406113,4.698275862068965,1
78,3.5,123,229,105,490,75164,0.4585152838427948,4.666666666666667,2
78,3.5,123,229,107,492,75172,0.4672489082969432,4.598130841121495,3
79,4,124,237,126,597,62915,0.5316455696202531,4.738095238095238,0
79,4,124,237,127,598,62919,0.5358649789029536,4.708661417322834,1
79,4,124,237,123,576,65115,0.5189873417721519,4.682926829268292,2
79,4,124,237,124,577,65119,0.5232067510548524,4.653225806451613,3
80,4.5,148,288,188,918,81567,0.6527777777777778,4.882978723404255,0
80,4.5,148,288,189,919,81571,0.65625,4.862433862433862,1
80,4.5,148,288,133,639,75202,0.4618055555555556,4.804511278195489,2
80,4.5,148,288,134,640,75206,0.4652777777777778,4.776119402985074,3
81,5,139,286,190,920,102078,0.6643356643356644,4.842105263157895,0
81,5,139,286,192,922,102085,0.6713286713286714,4.802083333333333,1
81,5,139,286,184,889,101258,0.6433566433566433,4.831521739130435,2
81,5,139,286,186,891,101265,0.6503496503496503,4.790322580645161,3
82,5.5,172,357,228,1105,124046,0.6386554621848739,4.8464912280701755,0
82,5.5,172,357,231,1108,124057,0.6470588235294118,4.796536796536796,1
82,5.5,172,357,203,971,117304,0.5686274509803921,4.783251231527093,2
82,5.5,172,357,205,970,117253,0.5742296918767507,4.7317073170731705,3
83,6,167,362,238,1157,109307,0.6574585635359116,4.861344537815126,0
83,6,167,362,240,1159,109315,0.6629834254143646,4.829166666666667,1
83,6,167,362,234,1129,109607,0.6464088397790055,4.8247863247863245,2
83,6,167,362,236,1131,109615,0.6519337016574586,4.7923728813559325,3
84,0.5,16,35,15,54,3131,0.42857142857142855,3.6,0
84,0.5,16,35,15,54,3131,0.42857142857142855,3.6,1
84,0.5,16,35,15,50,2278,0.42857142857142855,3.3333333333333335,2
84,0.5,16,35,15,50,2278,0.42857142857142855,3.3333333333333335,3
85,1,28,57,27,111,10572,0.47368421052631576,4.111111111111111,0
85,1,28,57,27,111,10572,0.47368421052631576,4.111111111111111,1
85,1,28,57,19,66,10118,0.3333333333333333,3.473684210526316,2
85,1,28,57,19,66,10118,0.3333333333333333,3.473684210526316,3
86,1.5,56,110,42,189,29327,0.38181818181818183,4.5,0
86,1.5,56,110,42,189,29327,0.38181818181818183,4.5,1
86,1.5,56,110,42,183,25287,0.38181818181818183,4.357142857142857,2
86,1.5,56,110,42,183,25287,0.38181818181818183,4.357142857142857,3
87,2,45,108,53,242,36211,0.49074074074074076,4.566037735849057,0
87,2,45,108,53,242,36211,0.49074074074074076,4.566037735849057,1
87,2,45,108,45,201,33760,0.4166666666666667,4.466666666666667,2
87,2,45,108,45,201,33760,0.4166666666666667,4.466666666666667,3
88,2.5,70,139,75,350,44876,0.539568345323741,4.666666666666667,0
88,2.5,70,139,76,351,44880,0.5467625899280576,4.618421052631579,1
88,2.5,70,139,60,268,41324,0.4316546762589928,4.466666666666667,2
88,2.5,70,139,61,269,41328,0.43884892086330934,4.409836065573771,3
89,3,97,196,79,365,42230,0.4030612244897959,4.620253164556962,0
89,3,97,196,80,366,42233,0.40816326530612246,4.575,1
89,3,97,196,105,494,50618,0.5357142857142857,4.704761904761905,2
89,3,97,196,106,495,50621,0.5408163265306123,4.669811320754717,3
90,3.5,104,220,119,565,69458,0.5409090909090909,4.7478991596638656,0
90,3.5,104,220,120,566,69462,0.5454545454545454,4.716666666666667,1
90,3.5,104,220,144,688,74171,0.6545454545454545,4.777777777777778,2
90,3.5,104,220,144,688,74171,0.6545454545454545,4.777777777777778,3
91,4,122,244,139,659,64308,0.569672131147541,4.741007194244604,0
91,4,122,244,140,660,64312,0.5737704918032787,4.714285714285714,1
91,4,122,244,108,502,63697,0.4426229508196721,4.648148148148148,2
91,4,122,244,109,503,63701,0.44672131147540983,4.614678899082569,3
92,4.5,132,279,158,763,87714,0.5663082437275986,4.829113924050633,0
92,4.5,132,279,160,765,87721,0.5734767025089605,4.78125,1
92,4.5,132,279,143,678,85805,0.5125448028673835,4.741258741258742,2
92,4.5,132,279,145,680,85812,0.5197132616487455,4.689655172413793,3
93,5,147,302,188,909,88171,0.6225165562913907,4.835106382978723,0
93,5,147,302,190,911,88178,0.6291390728476821,4.794736842105263,1
93,5,147,302,182,877,85921,0.6026490066225165,4.818681318681318,2
93,5,147,302,184,879,85928,0.609271523178808,4.7771739130434785,3
94,5.5,187,385,258,1257,115288,0.6701298701298701,4.872093023255814,0
94,5.5,187,385,260,1259,115295,0.6753246753246753,4.842307692307692,1
94,5.5,187,385,241,1163,114709,0.625974025974026,4.825726141078838,2
94,5.5,187,385,243,1165,114716,0.6311688311688312,4.794238683127572,3
95,6,181,367,213,1034,138439,0.5803814713896458,4.854460093896714,0
95,6,181,367,216,1037,138451,0.5885558583106267,4.800925925925926,1
95,6,181,367,201,964,142440,0.547683923705722,4.796019900497512,2
95,6,181,367,203,966,142448,0.553133514986376,4.758620689655173,3
96,0.5,11,22,15,53,8299,0.6818181818181818,3.533333333333333,0
96,0.5,11,22,15,53,8299,0.6818181818181818,3.533333333333333,1
96,0.5,11,22,10,27,6468,0.45454545454545453,2.7,2
96,0.5,11,22,10,27,6468,0.45454545454545453,2.7,3
97,1,36,77,45,201,23404,0.5844155844155844,4.466666666666667,0
97,1,36,77,45,201,23404,0.5844155844155844,4.466666666666667,1
97,1,36,77,45,199,22922,0.5844155844155844,4.4222222222222225,2
97,1,36,77,45,199,22922,0.5844155844155844,4.4222222222222225,3
98,1.5,57,124,62,284,33393,0.5,4.580645161290323,0
98,1.5,57,124,62,284,33393,0.5,4.580645161290323,1
98,1.5,57,124,54,240,34209,0.43548387096774194,4.444444444444445,2
98,1.5,57,124,54,240,34209,0.43548387096774194,4.444444444444445,3
99,2,58,113,72,334,27039,0.6371681415929203,4.638888888888889,0
99,2,58,113,72,334,27039,0.6371681415929203,4.638888888888889,1
99,2,58,113,59,266,23574,0.5221238938053098,4.508474576271187,2
99,2,58,113,59,266,23574,0.5221238938053098,4.508474576271187,3
100,2.5,81,155,98,465,59750,0.632258064516129,4.744897959183674,0
100,2.5,81,155,99,466,59755,0.6387096774193548,4.707070707070707,1
100,2.5,81,155,75,343,56135,0.4838709677419355,4.573333333333333,2
100,2.5,81,155,76,344,56140,0.49032258064516127,4.526315789473684,3
101,3,88,178,109,522,67378,0.6123595505617978,4.7889908256880735,0
