context,rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
0,[0.59  0.177 0.177],1115,686,217,212,3,1,1,1,8,6,6,0.0053811659192825115,0.0053811659192825115,0
0,[0.59  0.177 0.177],1115,686,217,212,3,1,1,1,8,7,7,0.006278026905829596,0.006278026905829596,1
0,[0.59  0.177 0.177],1115,686,217,212,3,1,1,1,8,7,8,0.006278026905829596,0.007174887892376682,2
0,[0.59  0.177 0.177],1115,686,217,212,3,1,1,1,8,8,9,0.007174887892376682,0.008071748878923767,3
1,[0.59  0.177 0.672],1685,674,220,791,2,1,0,1,5,5,5,0.002967359050445104,0.002967359050445104,0
1,[0.59  0.177 0.672],1685,674,220,791,2,1,0,1,5,5,5,0.002967359050445104,0.002967359050445104,1
1,[0.59  0.177 0.672],1685,674,220,791,3,1,1,1,8,7,8,0.004154302670623145,0.004747774480712166,2
1,[0.59  0.177 0.672],1685,674,220,791,3,1,1,1,8,8,9,0.004747774480712166,0.005341246290801187,3
2,[0.59  0.177 1.2  ],2344,715,204,1425,3,1,1,1,8,7,8,0.0029863481228668944,0.0034129692832764505,0
2,[0.59  0.177 1.2  ],2344,715,204,1425,3,1,1,1,8,8,9,0.0034129692832764505,0.0038395904436860067,1
2,[0.59  0.177 1.2  ],2344,715,204,1425,3,1,1,1,8,7,8,0.0029863481228668944,0.0034129692832764505,2
2,[0.59  0.177 1.2  ],2344,715,204,1425,3,1,1,1,8,8,9,0.0034129692832764505,0.0038395904436860067,3
3,[0.59  0.177 2.037],3391,740,200,2451,6,1,2,3,15,11,13,0.0032438808611029196,0.0038336773813034504,0
3,[0.59  0.177 2.037],3391,740,200,2451,6,1,2,3,15,13,15,0.0038336773813034504,0.0044234739015039815,1
3,[0.59  0.177 2.037],3391,740,200,2451,5,1,1,3,12,11,12,0.0032438808611029196,0.003538779121203185,2
3,[0.59  0.177 2.037],3391,740,200,2451,5,1,1,3,12,12,13,0.003538779121203185,0.0038336773813034504,3
4,[0.59  0.177 2.133],3389,709,185,2495,4,1,1,2,10,8,9,0.002360578341693715,0.0026556506344054295,0
4,[0.59  0.177 2.133],3389,709,185,2495,4,1,1,2,10,9,10,0.0026556506344054295,0.0029507229271171437,1
4,[0.59  0.177 2.133],3389,709,185,2495,4,1,1,2,10,9,10,0.0026556506344054295,0.0029507229271171437,2
4,[0.59  0.177 2.133],3389,709,185,2495,4,1,1,2,10,10,11,0.0029507229271171437,0.003245795219828858,3
5,[0.59  0.177 2.427],3868,718,193,2957,5,1,1,3,12,10,11,0.0025853154084798345,0.002843846949327818,0
5,[0.59  0.177 2.427],3868,718,193,2957,5,1,1,3,12,11,12,0.002843846949327818,0.0031023784901758012,1
5,[0.59  0.177 2.427],3868,718,193,2957,5,1,1,3,12,11,12,0.002843846949327818,0.0031023784901758012,2
5,[0.59  0.177 2.427],3868,718,193,2957,5,1,1,3,12,12,13,0.0031023784901758012,0.003360910031023785,3
6,[0.59  0.177 2.676],4120,670,235,3215,5,1,1,3,12,10,13,0.0024271844660194173,0.0031553398058252425,0
6,[0.59  0.177 2.676],4120,670,235,3215,5,1,1,3,12,11,14,0.002669902912621359,0.0033980582524271844,1
6,[0.59  0.177 2.676],4120,670,235,3215,5,1,1,3,12,11,12,0.002669902912621359,0.002912621359223301,2
6,[0.59  0.177 2.676],4120,670,235,3215,5,1,1,3,12,12,13,0.002912621359223301,0.0031553398058252425,3
7,[0.59  0.672 0.177],1733,715,817,201,2,1,1,0,6,5,5,0.0028851702250432777,0.0028851702250432777,0
7,[0.59  0.672 0.177],1733,715,817,201,2,1,1,0,6,6,6,0.003462204270051933,0.003462204270051933,1
7,[0.59  0.672 0.177],1733,715,817,201,2,1,1,0,6,5,6,0.0028851702250432777,0.003462204270051933,2
7,[0.59  0.672 0.177],1733,715,817,201,2,1,1,0,6,6,7,0.003462204270051933,0.004039238315060588,3
8,[0.59  0.672 0.672],2333,684,851,798,3,1,1,1,8,6,7,0.002571795970852979,0.0030004286326618087,0
8,[0.59  0.672 0.672],2333,684,851,798,3,1,1,1,8,7,8,0.0030004286326618087,0.0034290612944706386,1
8,[0.59  0.672 0.672],2333,684,851,798,3,1,1,1,8,7,8,0.0030004286326618087,0.0034290612944706386,2
