context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
8,1.5,29,74,36,111,0.4864864864864865,0.32432432432432434,6
8,1.5,29,74,36,111,0.4864864864864865,0.32432432432432434,7
8,1.5,29,74,36,111,0.4864864864864865,0.32432432432432434,8
8,1.5,29,74,41,100,0.5540540540540541,0.41,9
8,1.5,29,74,36,111,0.4864864864864865,0.32432432432432434,10
8,1.5,29,74,36,111,0.4864864864864865,0.32432432432432434,11
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,12
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,13
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,14
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,15
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,16
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,17
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,18
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,19
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,20
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,21
8,1.5,29,74,36,109,0.4864864864864865,0.3302752293577982,22
8,1.5,29,74,36,111,0.4864864864864865,0.32432432432432434,23
8,1.5,29,74,41,96,0.5540540540540541,0.4270833333333333,24
8,1.5,29,74,41,96,0.5540540540540541,0.4270833333333333,25
8,1.5,29,74,41,100,0.5540540540540541,0.41,26
8,1.5,29,74,41,100,0.5540540540540541,0.41,27
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,0
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,1
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,2
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,3
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,4
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,5
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,6
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,7
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,8
9,2,36,93,52,175,0.5591397849462365,0.29714285714285715,9
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,10
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,11
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,12
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,13
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,14
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,15
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,16
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,17
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,18
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,19
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,20
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,21
9,2,36,93,45,141,0.4838709677419355,0.3191489361702128,22
9,2,36,93,45,145,0.4838709677419355,0.3103448275862069,23
9,2,36,93,52,169,0.5591397849462365,0.3076923076923077,24
9,2,36,93,52,169,0.5591397849462365,0.3076923076923077,25
9,2,36,93,52,175,0.5591397849462365,0.29714285714285715,26
9,2,36,93,52,175,0.5591397849462365,0.29714285714285715,27
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,0
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,1
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,2
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,3
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,4
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,5
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,6
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,7
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,8
10,2.5,50,134,73,243,0.5447761194029851,0.3004115226337449,9
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,10
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,11
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,12
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,13
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,14
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,15
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,16
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,17
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,18
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,19
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,20
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,21
10,2.5,50,134,61,235,0.4552238805970149,0.25957446808510637,22
10,2.5,50,134,61,240,0.4552238805970149,0.25416666666666665,23
10,2.5,50,134,73,236,0.5447761194029851,0.3093220338983051,24
10,2.5,50,134,73,236,0.5447761194029851,0.3093220338983051,25
10,2.5,50,134,73,243,0.5447761194029851,0.3004115226337449,26
10,2.5,50,134,73,243,0.5447761194029851,0.3004115226337449,27
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,0
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,1
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,2
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,3
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,4
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,5
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,6
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,7
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,8
11,3,50,133,74,241,0.556390977443609,0.3070539419087137,9
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,10
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,11
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,12
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,13
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,14
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,15
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,16
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,17
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,18
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,19
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,20
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,21
11,3,50,133,62,238,0.46616541353383456,0.2605042016806723,22
11,3,50,133,62,242,0.46616541353383456,0.256198347107438,23
11,3,50,133,74,234,0.556390977443609,0.3162393162393162,24
11,3,50,133,74,234,0.556390977443609,0.3162393162393162,25
11,3,50,133,74,241,0.556390977443609,0.3070539419087137,26
11,3,50,133,74,241,0.556390977443609,0.3070539419087137,27
