context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,n_ticks,alpha,beta,bin_conf
98,1.5,92,247,130,614,85136,0.5263157894736842,4.723076923076923,1
98,1.5,92,247,67,301,78164,0.27125506072874495,4.492537313432836,2
98,1.5,92,247,69,303,78172,0.2793522267206478,4.391304347826087,3
99,2,122,326,181,878,128709,0.5552147239263804,4.850828729281768,0
99,2,122,326,184,881,128720,0.5644171779141104,4.788043478260869,1
99,2,122,326,147,697,126709,0.450920245398773,4.741496598639456,2
99,2,122,326,149,699,126717,0.4570552147239264,4.691275167785235,3
100,2.5,153,410,227,1104,152815,0.5536585365853659,4.863436123348017,0
100,2.5,153,410,230,1107,152826,0.5609756097560976,4.8130434782608695,1
100,2.5,153,410,168,799,151280,0.4097560975609756,4.755952380952381,2
100,2.5,153,410,170,798,151199,0.4146341463414634,4.694117647058824,3
101,3,175,458,265,1286,196420,0.5786026200873362,4.8528301886792455,0
101,3,175,458,270,1291,196439,0.5895196506550219,4.781481481481482,1
101,3,175,458,299,1457,206345,0.6528384279475983,4.872909698996655,2
101,3,175,458,299,1457,206345,0.6528384279475983,4.872909698996655,3
102,3.5,185,492,272,1329,188120,0.5528455284552846,4.886029411764706,0
102,3.5,185,492,276,1333,188135,0.5609756097560976,4.829710144927536,1
102,3.5,185,492,258,1244,187943,0.524390243902439,4.821705426356589,2
102,3.5,185,492,261,1247,187954,0.5304878048780488,4.777777777777778,3
103,4,255,687,380,1868,267593,0.5531295487627366,4.91578947368421,0
103,4,255,687,386,1874,267615,0.5618631732168851,4.8549222797927465,1
103,4,255,687,332,1602,258430,0.48326055312954874,4.825301204819277,2
103,4,255,687,336,1606,258445,0.4890829694323144,4.779761904761905,3
104,4.5,247,647,378,1855,296412,0.5842349304482226,4.907407407407407,0
104,4.5,247,647,385,1862,296437,0.5950540958268934,4.836363636363636,1
104,4.5,247,647,353,1714,295282,0.5455950540958269,4.855524079320113,2
104,4.5,247,647,358,1719,295300,0.5533230293663061,4.801675977653631,3
105,5,267,712,410,2010,266711,0.5758426966292135,4.902439024390244,0
105,5,267,712,416,2016,266732,0.5842696629213483,4.846153846153846,1
105,5,267,712,468,2292,278445,0.6573033707865169,4.897435897435898,2
105,5,267,712,468,2292,278445,0.6573033707865169,4.897435897435898,3
106,5.5,350,931,539,2655,347532,0.5789473684210527,4.925788497217068,0
106,5.5,350,931,547,2662,347560,0.5875402792696026,4.86654478976234,1
106,5.5,350,931,525,2564,356131,0.5639097744360902,4.883809523809524,2
106,5.5,350,931,531,2570,356152,0.5703544575725027,4.839924670433145,3
107,6,353,931,547,2682,390638,0.5875402792696026,4.903107861060329,0
107,6,353,931,554,2680,390485,0.5950590762620838,4.837545126353791,1
107,6,353,931,527,2579,402953,0.5660580021482277,4.893738140417457,2
107,6,353,931,534,2577,402800,0.5735767991407089,4.825842696629214,3
108,0.5,23,60,35,153,26281,0.5833333333333334,4.371428571428571,0
108,0.5,23,60,35,153,26281,0.5833333333333334,4.371428571428571,1
108,0.5,23,60,29,119,23540,0.48333333333333334,4.103448275862069,2
108,0.5,23,60,29,119,23540,0.48333333333333334,4.103448275862069,3
109,1,63,173,104,493,52610,0.6011560693641619,4.740384615384615,0
109,1,63,173,105,494,52613,0.6069364161849711,4.704761904761905,1
109,1,63,173,83,386,50042,0.4797687861271676,4.650602409638554,2
109,1,63,173,84,387,50045,0.48554913294797686,4.607142857142857,3
110,1.5,98,269,144,696,91779,0.5353159851301115,4.833333333333333,0
110,1.5,98,269,146,698,91785,0.5427509293680297,4.780821917808219,1
110,1.5,98,269,107,506,87337,0.39776951672862454,4.728971962616822,2
110,1.5,98,269,109,508,87343,0.4052044609665427,4.660550458715596,3
111,2,130,340,192,929,147981,0.5647058823529412,4.838541666666667,0
111,2,130,340,195,932,147992,0.5735294117647058,4.779487179487179,1
111,2,130,340,136,638,143188,0.4,4.6911764705882355,2
111,2,130,340,138,640,143195,0.40588235294117647,4.63768115942029,3
112,2.5,141,378,216,1052,125932,0.5714285714285714,4.87037037037037,0
112,2.5,141,378,218,1054,125939,0.5767195767195767,4.834862385321101,1
112,2.5,141,378,208,997,127491,0.5502645502645502,4.793269230769231,2
112,2.5,141,378,209,998,127495,0.5529100529100529,4.77511961722488,3
113,3,198,527,308,1502,218019,0.5844402277039848,4.876623376623376,0
113,3,198,527,313,1507,218036,0.5939278937381404,4.814696485623003,1
113,3,198,527,288,1394,219898,0.5464895635673624,4.840277777777778,2
113,3,198,527,292,1398,219911,0.5540796963946869,4.787671232876712,3
114,3.5,218,588,331,1623,220245,0.5629251700680272,4.903323262839879,0
114,3.5,218,588,336,1628,220262,0.5714285714285714,4.845238095238095,1
114,3.5,218,588,316,1532,217468,0.5374149659863946,4.848101265822785,2
114,3.5,218,588,320,1536,217481,0.54421768707483,4.8,3
115,4,231,626,359,1764,207204,0.5734824281150159,4.913649025069638,0
115,4,231,626,363,1768,207218,0.5798722044728435,4.870523415977962,1
115,4,231,626,394,1927,212338,0.6293929712460063,4.8908629441624365,2
115,4,231,626,394,1927,212338,0.6293929712460063,4.8908629441624365,3
116,4.5,276,725,400,1964,328497,0.5517241379310345,4.91,0
116,4.5,276,725,407,1970,328352,0.5613793103448276,4.84029484029484,1
116,4.5,276,725,429,2092,328425,0.5917241379310345,4.876456876456876,2
116,4.5,276,725,434,2097,328443,0.5986206896551725,4.831797235023042,3
117,5,314,839,487,2391,314826,0.5804529201430274,4.909650924024641,0
117,5,314,839,494,2397,314688,0.5887961859356377,4.852226720647773,1
117,5,314,839,417,2021,317664,0.4970202622169249,4.84652278177458,2
117,5,314,839,422,2026,317682,0.5029797377830751,4.800947867298579,3
118,5.5,360,943,526,2591,411361,0.5577942735949099,4.925855513307985,0
118,5.5,360,943,536,2599,411397,0.5683987274655355,4.848880597014926,1
118,5.5,360,943,494,2411,422619,0.5238600212089077,4.880566801619433,2
118,5.5,360,943,501,2418,422644,0.5312831389183457,4.826347305389222,3
119,6,358,956,542,2664,369243,0.5669456066945606,4.915129151291513,0
119,6,358,956,551,2672,369275,0.5763598326359832,4.849364791288567,1
119,6,358,956,527,2565,381580,0.551255230125523,4.867172675521822,2
119,6,358,956,533,2571,381602,0.5575313807531381,4.823639774859287,3
