context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,n_ticks,alpha,beta,bin_conf
19,4,221,595,322,1560,216058,0.5411764705882353,4.84472049689441,2
19,4,221,595,326,1564,216072,0.5478991596638656,4.7975460122699385,3
20,4.5,273,726,423,2079,305582,0.5826446280991735,4.914893617021277,0
20,4.5,273,726,430,2086,305607,0.5922865013774105,4.851162790697674,1
20,4.5,273,726,401,1952,308089,0.5523415977961432,4.867830423940149,2
20,4.5,273,726,406,1957,308107,0.559228650137741,4.820197044334975,3
21,5,308,819,469,2310,328344,0.5726495726495726,4.925373134328358,0
21,5,308,819,477,2317,328372,0.5824175824175825,4.8574423480083855,1
21,5,308,819,428,2077,331618,0.5225885225885226,4.852803738317757,2
21,5,308,819,434,2083,331638,0.5299145299145299,4.799539170506913,3
22,5.5,318,855,503,2477,335379,0.5883040935672514,4.924453280318091,0
22,5.5,318,855,510,2483,335237,0.5964912280701754,4.868627450980392,1
22,5.5,318,855,470,2293,331931,0.5497076023391813,4.878723404255319,2
22,5.5,318,855,475,2298,331948,0.5555555555555556,4.837894736842105,3
23,6,397,1071,630,3102,405244,0.5882352941176471,4.923809523809524,0
23,6,397,1071,639,3110,405277,0.5966386554621849,4.86697965571205,1
23,6,397,1071,600,2929,395792,0.5602240896358543,4.881666666666667,2
23,6,397,1071,606,2935,395814,0.5658263305322129,4.843234323432343,3
24,0.5,33,90,54,246,25533,0.6,4.555555555555555,0
24,0.5,33,90,54,246,25533,0.6,4.555555555555555,1
24,0.5,33,90,36,156,23735,0.4,4.333333333333333,2
24,0.5,33,90,36,156,23735,0.4,4.333333333333333,3
25,1,70,188,100,472,76642,0.5319148936170213,4.72,0
25,1,70,188,102,474,76648,0.5425531914893617,4.647058823529412,1
25,1,70,188,67,301,73464,0.35638297872340424,4.492537313432836,2
25,1,70,188,67,301,73464,0.35638297872340424,4.492537313432836,3
26,1.5,75,200,123,587,87617,0.615,4.772357723577236,0
26,1.5,75,200,125,589,87624,0.625,4.712,1
26,1.5,75,200,99,462,84155,0.495,4.666666666666667,2
26,1.5,75,200,101,464,84162,0.505,4.594059405940594,3
27,2,87,238,131,623,73855,0.5504201680672269,4.755725190839694,0
27,2,87,238,132,624,73859,0.5546218487394958,4.7272727272727275,1
27,2,87,238,108,510,78181,0.453781512605042,4.722222222222222,2
27,2,87,238,109,511,78185,0.4579831932773109,4.6880733944954125,3
28,2.5,159,426,240,1166,159907,0.5633802816901409,4.858333333333333,0
28,2.5,159,426,243,1169,159918,0.5704225352112676,4.810699588477366,1
28,2.5,159,426,232,1113,157649,0.5446009389671361,4.797413793103448,2
28,2.5,159,426,234,1115,157657,0.5492957746478874,4.764957264957265,3
29,3,183,485,265,1292,198364,0.5463917525773195,4.875471698113207,0
29,3,183,485,269,1296,198379,0.554639175257732,4.817843866171004,1
29,3,183,485,245,1181,195462,0.5051546391752577,4.820408163265306,2
29,3,183,485,248,1184,195473,0.511340206185567,4.774193548387097,3
30,3.5,196,520,305,1494,217723,0.5865384615384616,4.898360655737705,0
30,3.5,196,520,310,1499,217741,0.5961538461538461,4.835483870967742,1
30,3.5,196,520,251,1216,213400,0.4826923076923077,4.844621513944223,2
30,3.5,196,520,255,1220,213414,0.49038461538461536,4.784313725490196,3
31,4,253,674,410,2015,280742,0.6083086053412463,4.914634146341464,0
31,4,253,674,416,2021,280763,0.6172106824925816,4.858173076923077,1
31,4,253,674,376,1827,274516,0.5578635014836796,4.85904255319149,2
31,4,253,674,380,1831,274530,0.5637982195845698,4.818421052631579,3
32,4.5,258,677,390,1909,295262,0.5760709010339734,4.894871794871795,0
32,4.5,258,677,397,1915,295287,0.5864106351550961,4.82367758186398,1
32,4.5,258,677,330,1591,300874,0.4874446085672083,4.821212121212121,2
32,4.5,258,677,335,1596,300891,0.4948301329394387,4.764179104477612,3
33,5,308,791,427,2095,398889,0.5398230088495575,4.9063231850117095,0
33,5,308,791,437,2104,398925,0.5524652338811631,4.814645308924485,1
33,5,308,791,369,1784,394126,0.4664981036662453,4.8346883468834685,2
33,5,308,791,376,1791,394151,0.47534766118836913,4.763297872340425,3
34,5.5,363,961,551,2715,404298,0.5733610822060354,4.927404718693285,0
34,5.5,363,961,560,2723,404331,0.5827263267429761,4.8625,1
34,5.5,363,961,527,2569,405427,0.5483870967741935,4.874762808349146,2
34,5.5,363,961,533,2575,405448,0.554630593132154,4.831144465290807,3
35,6,334,901,529,2605,326302,0.5871254162042175,4.9243856332703215,0
35,6,334,901,536,2612,326327,0.5948945615982242,4.873134328358209,1
35,6,334,901,481,2334,313414,0.5338512763596004,4.852390852390853,2
35,6,334,901,486,2339,313432,0.5394006659267481,4.81275720164609,3
36,0.5,38,100,51,231,38114,0.51,4.529411764705882,0
36,0.5,38,100,52,232,38118,0.52,4.461538461538462,1
36,0.5,38,100,32,132,34377,0.32,4.125,2
36,0.5,38,100,33,133,34381,0.33,4.03030303030303,3
37,1,57,153,89,423,52186,0.5816993464052288,4.752808988764045,0
37,1,57,153,90,424,52189,0.5882352941176471,4.711111111111111,1
37,1,57,153,42,184,45195,0.27450980392156865,4.380952380952381,2
37,1,57,153,43,185,45198,0.28104575163398693,4.3023255813953485,3
38,1.5,88,239,127,607,77467,0.5313807531380753,4.7795275590551185,0
38,1.5,88,239,128,608,77470,0.5355648535564853,4.75,1
38,1.5,88,239,122,579,77369,0.5104602510460251,4.745901639344262,2
38,1.5,88,239,123,580,77372,0.5146443514644351,4.715447154471545,3
39,2,102,265,160,770,136819,0.6037735849056604,4.8125,0
39,2,102,265,163,773,136829,0.6150943396226415,4.742331288343558,1
39,2,102,265,144,683,131458,0.5433962264150943,4.743055555555555,2
39,2,102,265,146,685,131465,0.5509433962264151,4.691780821917808,3
40,2.5,131,339,199,969,176445,0.5870206489675516,4.869346733668341,0
40,2.5,131,339,203,973,176458,0.5988200589970502,4.793103448275862,1
40,2.5,131,339,171,815,172114,0.504424778761062,4.766081871345029,2
40,2.5,131,339,174,818,172124,0.5132743362831859,4.7011494252873565,3
41,3,158,431,241,1173,142593,0.5591647331786543,4.867219917012448,0
41,3,158,431,244,1176,142604,0.5661252900232019,4.819672131147541,1
41,3,158,431,228,1100,144695,0.5290023201856149,4.824561403508772,2
41,3,158,431,230,1102,144703,0.5336426914153132,4.791304347826087,3
42,3.5,208,549,309,1516,232322,0.5628415300546448,4.906148867313916,0
42,3.5,208,549,314,1521,232341,0.5719489981785064,4.843949044585988,1
42,3.5,208,549,229,1093,220543,0.41712204007285975,4.77292576419214,2
42,3.5,208,549,232,1096,220554,0.4225865209471767,4.724137931034483,3
43,4,240,637,356,1744,246202,0.5588697017268446,4.898876404494382,0
43,4,240,637,362,1750,246223,0.5682888540031397,4.834254143646409,1
43,4,240,637,340,1646,248610,0.533751962323391,4.841176470588235,2
43,4,240,637,344,1650,248624,0.5400313971742543,4.796511627906977,3
44,4.5,268,721,411,2018,270532,0.5700416088765603,4.909975669099757,0
44,4.5,268,721,417,2024,270554,0.5783633841886269,4.853717026378897,1
44,4.5,268,721,397,1935,275670,0.550624133148405,4.8740554156171285,2
44,4.5,268,721,401,1939,275684,0.5561719833564494,4.835411471321696,3
45,5,294,775,548,2695,317336,0.7070967741935484,4.9178832116788325,0
45,5,294,775,548,2695,317336,0.7070967741935484,4.9178832116788325,1
45,5,294,775,523,2568,320473,0.6748387096774193,4.910133843212237,2
45,5,294,775,523,2568,320473,0.6748387096774193,4.910133843212237,3
46,5.5,314,844,486,2386,319655,0.5758293838862559,4.909465020576132,0
46,5.5,314,844,493,2392,319680,0.5841232227488151,4.851926977687627,1
46,5.5,314,844,472,2303,324915,0.5592417061611374,4.879237288135593,2
46,5.5,314,844,477,2308,324933,0.5651658767772512,4.838574423480084,3
47,6,365,989,581,2859,361660,0.5874620829120324,4.920826161790017,0
47,6,365,989,589,2866,361690,0.5955510616784631,4.865874363327674,1
47,6,365,989,557,2727,364907,0.5631951466127402,4.8958707360861755,2
47,6,365,989,563,2733,364930,0.5692618806875632,4.854351687388988,3
48,0.5,30,79,38,167,24031,0.4810126582278481,4.394736842105263,0
48,0.5,30,79,38,167,24031,0.4810126582278481,4.394736842105263,1
48,0.5,30,79,23,87,21268,0.2911392405063291,3.782608695652174,2
48,0.5,30,79,23,87,21268,0.2911392405063291,3.782608695652174,3
49,1,54,145,87,410,67848,0.6,4.712643678160919,0
49,1,54,145,88,411,67852,0.6068965517241379,4.670454545454546,1
49,1,54,145,73,334,64935,0.503448275862069,4.575342465753424,2
49,1,54,145,74,335,64939,0.5103448275862069,4.527027027027027,3
50,1.5,86,233,132,631,87319,0.5665236051502146,4.78030303030303,0
50,1.5,86,233,134,633,87325,0.575107296137339,4.723880597014926,1
50,1.5,86,233,109,517,85462,0.4678111587982833,4.743119266055046,2
50,1.5,86,233,111,519,85468,0.47639484978540775,4.675675675675675,3
51,2,114,295,173,839,144862,0.5864406779661017,4.8497109826589595,0
51,2,114,295,176,842,144873,0.5966101694915255,4.784090909090909,1
51,2,114,295,163,780,144156,0.5525423728813559,4.785276073619632,2
51,2,114,295,165,782,144163,0.559322033898305,4.739393939393939,3
52,2.5,156,412,244,1185,180456,0.5922330097087378,4.85655737704918,0
52,2.5,156,412,248,1189,180470,0.6019417475728155,4.794354838709677,1
52,2.5,156,412,220,1058,183364,0.5339805825242718,4.8090909090909095,2
52,2.5,156,412,223,1061,183375,0.5412621359223301,4.757847533632287,3
53,3,195,514,284,1384,239475,0.5525291828793775,4.873239436619718,0
53,3,195,514,289,1389,239493,0.5622568093385214,4.806228373702422,1
53,3,195,514,253,1219,233348,0.49221789883268485,4.818181818181818,2
53,3,195,514,256,1222,233359,0.4980544747081712,4.7734375,3
54,3.5,211,567,326,1593,201613,0.5749559082892416,4.886503067484663,0
54,3.5,211,567,330,1597,201627,0.582010582010582,4.83939393939394,1
54,3.5,211,567,288,1391,199108,0.5079365079365079,4.829861111111111,2
54,3.5,211,567,291,1394,199118,0.5132275132275133,4.790378006872852,3
55,4,241,652,385,1888,226380,0.5904907975460123,4.903896103896104,0
55,4,241,652,390,1893,226398,0.598159509202454,4.8538461538461535,1
55,4,241,652,327,1587,227817,0.5015337423312883,4.853211009174312,2
55,4,241,652,331,1591,227832,0.5076687116564417,4.806646525679758,3
56,4.5,283,746,436,2148,330839,0.5844504021447721,4.926605504587156,0
56,4.5,283,746,444,2155,330868,0.5951742627345844,4.853603603603603,1
56,4.5,283,746,409,1992,334028,0.5482573726541555,4.87041564792176,2
56,4.5,283,746,415,1998,334049,0.5563002680965148,4.814457831325301,3
57,5,321,865,484,2378,323649,0.5595375722543353,4.913223140495868,0
57,5,321,865,491,2384,323511,0.5676300578034682,4.855397148676171,1
57,5,321,865,466,2269,329835,0.5387283236994219,4.869098712446352,2
57,5,321,865,471,2274,329852,0.5445086705202312,4.828025477707007,3
58,5.5,338,883,507,2491,381017,0.5741789354473387,4.913214990138067,0
58,5.5,338,883,516,2499,381050,0.5843714609286523,4.843023255813954,1
58,5.5,338,883,453,2210,387041,0.5130237825594564,4.878587196467991,2
58,5.5,338,883,459,2216,387063,0.5198187995469988,4.827886710239651,3
59,6,314,840,475,2336,302751,0.5654761904761905,4.917894736842105,0
59,6,314,840,482,2343,302777,0.5738095238095238,4.860995850622406,1
59,6,314,840,431,2097,301617,0.513095238095238,4.865429234338747,2
59,6,314,840,436,2102,301636,0.5190476190476191,4.821100917431193,3
60,0.5,30,85,37,162,19958,0.43529411764705883,4.378378378378378,0
60,0.5,30,85,37,162,19958,0.43529411764705883,4.378378378378378,1
60,0.5,30,85,27,104,18017,0.3176470588235294,3.8518518518518516,2
60,0.5,30,85,27,104,18017,0.3176470588235294,3.8518518518518516,3
61,1,63,165,85,399,68340,0.5151515151515151,4.694117647058824,0
61,1,63,165,86,400,68344,0.5212121212121212,4.651162790697675,1
61,1,63,165,75,346,68019,0.45454545454545453,4.613333333333333,2
61,1,63,165,76,347,68023,0.46060606060606063,4.565789473684211,3
62,1.5,91,239,132,636,105333,0.5523012552301255,4.818181818181818,0
62,1.5,91,239,134,638,105341,0.5606694560669456,4.7611940298507465,1
62,1.5,91,239,126,602,109063,0.5271966527196653,4.777777777777778,2
62,1.5,91,239,128,604,109071,0.5355648535564853,4.71875,3
63,2,110,301,174,841,93983,0.5780730897009967,4.833333333333333,0
63,2,110,301,176,843,93990,0.584717607973422,4.7897727272727275,1
63,2,110,301,156,748,92912,0.5182724252491694,4.794871794871795,2
63,2,110,301,158,750,92919,0.5249169435215947,4.746835443037975,3
64,2.5,149,406,240,1172,145176,0.5911330049261084,4.883333333333334,0
64,2.5,149,406,243,1175,145187,0.5985221674876847,4.8353909465020575,1
64,2.5,149,406,226,1088,143415,0.5566502463054187,4.814159292035399,2
64,2.5,149,406,228,1090,143422,0.5615763546798029,4.780701754385965,3
65,3,176,472,243,1182,168618,0.5148305084745762,4.864197530864198,0
65,3,176,472,247,1186,168633,0.5233050847457628,4.801619433198381,1
65,3,176,472,242,1169,167978,0.5127118644067796,4.830578512396694,2
65,3,176,472,245,1172,167989,0.5190677966101694,4.783673469387755,3
66,3.5,219,582,340,1667,243782,0.584192439862543,4.902941176470589,0
66,3.5,219,582,345,1672,243800,0.5927835051546392,4.846376811594203,1
66,3.5,219,582,326,1584,243867,0.5601374570446735,4.858895705521473,2
66,3.5,219,582,329,1587,243878,0.5652920962199313,4.82370820668693,3
67,4,214,573,322,1572,225660,0.5619546247818499,4.881987577639752,0
67,4,214,573,327,1577,225678,0.5706806282722513,4.82262996941896,1
67,4,214,573,293,1413,222332,0.5113438045375218,4.822525597269625,2
67,4,214,573,297,1417,222346,0.518324607329843,4.771043771043771,3
68,4.5,267,699,395,1939,327592,0.5650929899856938,4.908860759493671,0
68,4.5,267,699,403,1946,327622,0.5765379113018598,4.828784119106699,1
68,4.5,267,699,382,1860,332523,0.5464949928469242,4.869109947643979,2
68,4.5,267,699,388,1866,332546,0.5550786838340487,4.809278350515464,3
69,5,328,868,520,2560,373476,0.5990783410138248,4.923076923076923,0
69,5,328,868,529,2568,373509,0.6094470046082949,4.854442344045369,1
69,5,328,868,482,2347,368524,0.5552995391705069,4.869294605809128,2
69,5,328,868,488,2353,368546,0.5622119815668203,4.82172131147541,3
70,5.5,308,831,487,2394,300292,0.5860409145607701,4.915811088295688,0
70,5.5,308,831,494,2401,300316,0.5944645006016848,4.8603238866396765,1
70,5.5,308,831,462,2252,306586,0.555956678700361,4.874458874458875,2
70,5.5,308,831,467,2257,306603,0.5619735258724429,4.832976445396145,3
71,6,335,898,505,2487,355631,0.5623608017817372,4.924752475247525,0
71,6,335,898,513,2494,355660,0.5712694877505567,4.861598440545809,1
71,6,335,898,498,2430,361689,0.5545657015590201,4.879518072289157,2
71,6,335,898,503,2435,361707,0.5601336302895323,4.8409542743538765,3
72,0.5,32,85,53,246,35348,0.6235294117647059,4.6415094339622645,0
72,0.5,32,85,53,246,35348,0.6235294117647059,4.6415094339622645,1
72,0.5,32,85,29,120,31438,0.3411764705882353,4.137931034482759,2
72,0.5,32,85,29,120,31438,0.3411764705882353,4.137931034482759,3
73,1,71,194,113,541,75300,0.5824742268041238,4.787610619469026,0
73,1,71,194,114,542,75304,0.5876288659793815,4.754385964912281,1
73,1,71,194,84,391,67383,0.4329896907216495,4.654761904761905,2
73,1,71,194,85,392,67387,0.4381443298969072,4.6117647058823525,3
74,1.5,89,241,139,667,89700,0.5767634854771784,4.798561151079137,0
74,1.5,89,241,141,669,89707,0.5850622406639004,4.74468085106383,1
74,1.5,89,241,107,502,85929,0.44398340248962653,4.691588785046729,2
74,1.5,89,241,109,504,85936,0.45228215767634855,4.623853211009174,3
75,2,129,347,197,955,107632,0.5677233429394812,4.847715736040609,0
75,2,129,347,199,957,107639,0.5734870317002881,4.809045226130653,1
75,2,129,347,175,848,108553,0.5043227665706052,4.845714285714286,2
75,2,129,347,177,850,108560,0.5100864553314121,4.80225988700565,3
76,2.5,159,426,287,1403,162110,0.6737089201877934,4.888501742160279,0
76,2.5,159,426,287,1403,162110,0.6737089201877934,4.888501742160279,1
76,2.5,159,426,272,1319,162325,0.6384976525821596,4.849264705882353,2
76,2.5,159,426,272,1319,162325,0.6384976525821596,4.849264705882353,3
77,3,165,443,254,1243,183533,0.5733634311512416,4.893700787401575,0
77,3,165,443,258,1247,183547,0.582392776523702,4.833333333333333,1
77,3,165,443,208,1000,177206,0.46952595936794583,4.8076923076923075,2
77,3,165,443,211,1003,177216,0.4762979683972912,4.753554502369668,3
78,3.5,201,526,309,1511,226968,0.5874524714828897,4.889967637540453,0
78,3.5,201,526,314,1516,226986,0.596958174904943,4.828025477707007,1
78,3.5,201,526,266,1281,227830,0.5057034220532319,4.815789473684211,2
78,3.5,201,526,269,1284,227841,0.5114068441064639,4.773234200743494,3
79,4,256,677,395,1937,281531,0.5834564254062038,4.903797468354431,0
79,4,256,677,400,1936,281429,0.5908419497784343,4.84,1
79,4,256,677,373,1815,292220,0.55096011816839,4.865951742627346,2
79,4,256,677,378,1814,292118,0.5583456425406204,4.798941798941799,3
80,4.5,269,714,409,2002,275046,0.572829131652661,4.894865525672372,0
80,4.5,269,714,415,2008,275068,0.5812324929971989,4.83855421686747,1
80,4.5,269,714,357,1724,275564,0.5,4.829131652661064,2
80,4.5,269,714,361,1728,275579,0.5056022408963585,4.786703601108033,3
81,5,336,895,515,2533,386554,0.5754189944134078,4.918446601941747,0
81,5,336,895,524,2541,386588,0.5854748603351956,4.849236641221374,1
81,5,336,895,491,2389,379489,0.5486033519553073,4.865580448065173,2
81,5,336,895,497,2395,379512,0.5553072625698324,4.818913480885312,3
82,5.5,306,816,482,2370,315679,0.5906862745098039,4.91701244813278,0
82,5.5,306,816,489,2376,315704,0.5992647058823529,4.858895705521473,1
82,5.5,306,816,446,2174,320373,0.5465686274509803,4.874439461883408,2
82,5.5,306,816,451,2179,320390,0.5526960784313726,4.831485587583148,3
83,6,355,941,546,2687,400719,0.5802337938363443,4.9212454212454215,0
83,6,355,941,556,2696,400756,0.5908607863974495,4.848920863309353,1
83,6,355,941,529,2581,413554,0.5621679064824655,4.879017013232514,2
83,6,355,941,536,2588,413580,0.5696068012752391,4.8283582089552235,3
84,0.5,27,73,38,165,21453,0.5205479452054794,4.342105263157895,0
84,0.5,27,73,38,165,21453,0.5205479452054794,4.342105263157895,1
84,0.5,27,73,40,171,21809,0.547945205479452,4.275,2
84,0.5,27,73,40,171,21809,0.547945205479452,4.275,3
85,1,60,158,86,401,62011,0.5443037974683544,4.662790697674419,0
85,1,60,158,87,402,62014,0.5506329113924051,4.620689655172414,1
85,1,60,158,46,198,62007,0.2911392405063291,4.304347826086956,2
85,1,60,158,47,199,62010,0.2974683544303797,4.23404255319149,3
86,1.5,61,162,85,399,60394,0.5246913580246914,4.694117647058824,0
86,1.5,61,162,86,400,60398,0.5308641975308642,4.651162790697675,1
86,1.5,61,162,43,187,52756,0.2654320987654321,4.348837209302325,2
86,1.5,61,162,44,188,52760,0.2716049382716049,4.2727272727272725,3
87,2,114,296,180,871,139228,0.6081081081081081,4.838888888888889,0
87,2,114,296,183,874,139238,0.6182432432432432,4.775956284153006,1
87,2,114,296,130,608,131636,0.4391891891891892,4.676923076923077,2
87,2,114,296,132,610,131642,0.44594594594594594,4.621212121212121,3
88,2.5,139,373,216,1050,129502,0.579088471849866,4.861111111111111,0
88,2.5,139,373,219,1053,129513,0.5871313672922251,4.808219178082192,1
88,2.5,139,373,169,803,129804,0.45308310991957107,4.7514792899408285,2
88,2.5,139,373,171,805,129812,0.4584450402144772,4.707602339181286,3
89,3,199,534,312,1527,204865,0.5842696629213483,4.894230769230769,0
89,3,199,534,317,1532,204884,0.5936329588014981,4.832807570977918,1
89,3,199,534,265,1279,203809,0.49625468164794007,4.826415094339622,2
89,3,199,534,269,1283,203824,0.5037453183520599,4.769516728624535,3
90,3.5,194,511,300,1466,229619,0.5870841487279843,4.886666666666667,0
90,3.5,194,511,306,1472,229641,0.598825831702544,4.810457516339869,1
90,3.5,194,511,285,1382,228401,0.5577299412915852,4.849122807017544,2
90,3.5,194,511,289,1380,228296,0.5655577299412916,4.775086505190312,3
91,4,246,654,375,1845,268892,0.573394495412844,4.92,0
91,4,246,654,381,1851,268914,0.5825688073394495,4.858267716535433,1
91,4,246,654,356,1724,273300,0.5443425076452599,4.842696629213483,2
91,4,246,654,360,1728,273315,0.5504587155963303,4.8,3
92,4.5,286,759,442,2177,332856,0.5823451910408433,4.925339366515837,0
92,4.5,286,759,450,2184,332884,0.5928853754940712,4.8533333333333335,1
92,4.5,286,759,412,2001,331157,0.5428194993412385,4.856796116504855,2
92,4.5,286,759,418,2007,331177,0.5507246376811594,4.801435406698564,3
93,5,269,712,403,1980,316036,0.5660112359550562,4.913151364764268,0
93,5,269,712,410,1986,316061,0.5758426966292135,4.84390243902439,1
93,5,269,712,386,1882,317571,0.5421348314606742,4.875647668393782,2
93,5,269,712,391,1887,317589,0.5491573033707865,4.826086956521739,3
94,5.5,313,835,475,2337,325921,0.5688622754491018,4.92,0
94,5.5,313,835,483,2345,325950,0.578443113772455,4.855072463768116,1
94,5.5,313,835,449,2191,332687,0.5377245508982036,4.879732739420936,2
94,5.5,313,835,455,2197,332709,0.5449101796407185,4.828571428571428,3
95,6,354,934,549,2701,410843,0.5877944325481799,4.919854280510018,0
95,6,354,934,559,2710,410879,0.5985010706638115,4.847942754919499,1
95,6,354,934,525,2555,415758,0.5620985010706638,4.866666666666666,2
95,6,354,934,532,2562,415783,0.569593147751606,4.815789473684211,3
96,0.5,33,88,45,200,33782,0.5113636363636364,4.444444444444445,0
96,0.5,33,88,45,200,33782,0.5113636363636364,4.444444444444445,1
96,0.5,33,88,49,215,30704,0.5568181818181818,4.387755102040816,2
96,0.5,33,88,49,215,30704,0.5568181818181818,4.387755102040816,3
97,1,61,156,102,488,86966,0.6538461538461539,4.784313725490196,0
97,1,61,156,104,490,86973,0.6666666666666666,4.711538461538462,1
97,1,61,156,78,365,84965,0.5,4.67948717948718,2
97,1,61,156,80,367,84972,0.5128205128205128,4.5875,3
98,1.5,92,247,128,612,85128,0.5182186234817814,4.78125,0
