context,rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
0,[0.59  0.177 0.177],1143,703,207,233,0,0,0,0,0,0,0,0.0,0.0,0
0,[0.59  0.177 0.177],1143,703,207,233,0,0,0,0,0,0,0,0.0,0.0,1
0,[0.59  0.177 0.177],1143,703,207,233,0,0,0,0,0,0,0,0.0,0.0,2
0,[0.59  0.177 0.177],1143,703,207,233,0,0,0,0,0,0,0,0.0,0.0,3
1,[2.24  0.672 0.672],4322,2720,796,806,4,2,1,1,11,9,9,0.0020823692734844978,0.0020823692734844978,0
1,[2.24  0.672 0.672],4322,2720,796,806,5,3,1,1,14,13,13,0.003007866728366497,0.003007866728366497,1
1,[2.24  0.672 0.672],4322,2720,796,806,4,3,0,1,11,10,10,0.0023137436372049976,0.0023137436372049976,2
1,[2.24  0.672 0.672],4322,2720,796,806,4,3,0,1,11,11,11,0.0025451180009254974,0.0025451180009254974,3
2,[4.  1.2 1.2],7662,4757,1468,1437,8,5,2,1,23,18,23,0.0023492560689115116,0.003001827199164709,0
2,[4.  1.2 1.2],7662,4757,1468,1437,8,5,2,1,23,22,25,0.0028713129731140694,0.003262855651265988,1
2,[4.  1.2 1.2],7662,4757,1468,1437,7,5,1,1,20,17,20,0.002218741842860872,0.0026102845210127902,2
2,[4.  1.2 1.2],7662,4757,1468,1437,7,5,1,1,20,20,21,0.0026102845210127902,0.00274079874706343,3
3,[6.79 2.03 2.03],13079,8156,2436,2487,11,8,1,2,31,27,32,0.0020643780105512655,0.0024466702347274256,0
3,[6.79 2.03 2.03],13079,8156,2436,2487,11,8,1,2,31,31,33,0.0023702117898921934,0.002523128679562658,1
3,[6.79 2.03 2.03],13079,8156,2436,2487,11,8,1,2,31,27,31,0.0020643780105512655,0.0023702117898921934,2
3,[6.79 2.03 2.03],13079,8156,2436,2487,11,8,1,2,31,31,32,0.0023702117898921934,0.0024466702347274256,3
4,[7.11 2.13 2.13],13654,8646,2471,2537,13,9,2,2,37,30,38,0.002197158341877838,0.0027830672330452617,0
4,[7.11 2.13 2.13],13654,8646,2471,2537,12,8,2,2,34,33,37,0.002416874176065622,0.0027098286216493336,1
4,[7.11 2.13 2.13],13654,8646,2471,2537,11,8,1,2,31,26,31,0.0019042038962941263,0.002270396953273766,2
4,[7.11 2.13 2.13],13654,8646,2471,2537,11,8,1,2,31,31,32,0.002270396953273766,0.002343635564669694,3
5,[8.09 2.42 2.42],15455,9554,2965,2936,15,10,2,3,42,34,42,0.0021999352960207054,0.0027175671303785185,0
5,[8.09 2.42 2.42],15455,9554,2965,2936,15,10,2,3,42,41,45,0.002652863151083792,0.0029116790682626984,1
5,[8.09 2.42 2.42],15455,9554,2965,2936,15,10,2,3,42,35,42,0.002264639275315432,0.0027175671303785185,2
5,[8.09 2.42 2.42],15455,9554,2965,2936,15,10,2,3,42,42,44,0.0027175671303785185,0.0028469750889679717,3
6,[8.92 2.67 2.67],17128,10728,3210,3190,16,11,2,3,45,37,49,0.0021602055114432507,0.0028608127043437646,0
6,[8.92 2.67 2.67],17128,10728,3210,3190,16,11,2,3,45,44,51,0.002568893040635217,0.0029775805698271838,1
6,[8.92 2.67 2.67],17128,10728,3210,3190,16,11,2,3,45,39,46,0.00227697337692667,0.002685660906118636,2
6,[8.92 2.67 2.67],17128,10728,3210,3190,16,11,2,3,45,45,47,0.002627276973376927,0.0027440448388603455,3
7,[0.59  0.177 0.177],1136,702,217,217,3,1,1,1,8,6,6,0.00528169014084507,0.00528169014084507,0
7,[0.59  0.177 0.177],1136,702,217,217,3,1,1,1,8,7,7,0.006161971830985915,0.006161971830985915,1
7,[0.59  0.177 0.177],1136,702,217,217,3,1,1,1,8,7,8,0.006161971830985915,0.007042253521126761,2
7,[0.59  0.177 0.177],1136,702,217,217,3,1,1,1,8,8,9,0.007042253521126761,0.007922535211267605,3
8,[2.24  0.672 0.672],4302,2691,806,805,5,3,1,1,14,11,11,0.0025569502556950256,0.0025569502556950256,0
8,[2.24  0.672 0.672],4302,2691,806,805,4,2,1,1,11,10,10,0.0023245002324500234,0.0023245002324500234,1
8,[2.24  0.672 0.672],4302,2691,806,805,5,3,1,1,14,12,13,0.002789400278940028,0.00302185030218503,2
8,[2.24  0.672 0.672],4302,2691,806,805,4,2,1,1,11,11,12,0.0025569502556950256,0.002789400278940028,3
9,[4.  1.2 1.2],7626,4812,1389,1425,7,5,1,1,20,16,18,0.002098085496984002,0.0023603461841070024,0
9,[4.  1.2 1.2],7626,4812,1389,1425,7,5,1,1,20,19,19,0.0024914765276685025,0.0024914765276685025,1
9,[4.  1.2 1.2],7626,4812,1389,1425,6,4,1,1,17,15,17,0.001966955153422502,0.0022292158405455022,2
9,[4.  1.2 1.2],7626,4812,1389,1425,7,5,1,1,20,20,21,0.0026226068712300026,0.0027537372147915028,3
10,[6.79 2.03 2.03],13164,8294,2481,2389,13,9,2,2,37,30,41,0.0022789425706472195,0.0031145548465512,0
10,[6.79 2.03 2.03],13164,8294,2481,2389,12,8,2,2,34,33,40,0.0025068368277119417,0.003038590094196293,1
10,[6.79 2.03 2.03],13164,8294,2481,2389,11,8,1,2,31,27,31,0.002051048313582498,0.002354907323002127,2
10,[6.79 2.03 2.03],13164,8294,2481,2389,11,8,1,2,31,31,32,0.002354907323002127,0.002430872075357034,3
11,[7.11 2.13 2.13],13506,8518,2484,2504,14,9,2,3,39,31,42,0.002295276173552495,0.003109729009329187,0
11,[7.11 2.13 2.13],13506,8518,2484,2504,14,9,2,3,39,36,44,0.0026654820079964462,0.003257811343106767,1
11,[7.11 2.13 2.13],13506,8518,2484,2504,12,8,1,3,33,29,33,0.002147193839774915,0.0024433585073300756,2
11,[7.11 2.13 2.13],13506,8518,2484,2504,13,9,1,3,36,36,37,0.0026654820079964462,0.0027395231748852363,3
12,[8.09 2.42 2.42],15387,9683,2837,2867,15,10,2,3,42,34,42,0.0022096575030870215,0.002729576915578085,0
12,[8.09 2.42 2.42],15387,9683,2837,2867,15,10,2,3,42,40,44,0.0025995970624553195,0.0028595567687008513,1
12,[8.09 2.42 2.42],15387,9683,2837,2867,14,10,1,3,39,34,39,0.0022096575030870215,0.0025346071358939366,2
12,[8.09 2.42 2.42],15387,9683,2837,2867,14,10,1,3,39,39,40,0.0025346071358939366,0.0025995970624553195,3
13,[8.92 2.67 2.67],17047,10636,3133,3278,16,11,2,3,45,37,49,0.0021704698773977824,0.0028744060538511175,0
13,[8.92 2.67 2.67],17047,10636,3133,3278,16,11,2,3,45,44,51,0.002581099313662228,0.002991728749926673,1
13,[8.92 2.67 2.67],17047,10636,3133,3278,14,10,1,3,39,33,39,0.001935824485246671,0.0022877925734733386,2
13,[8.92 2.67 2.67],17047,10636,3133,3278,15,11,1,3,42,42,43,0.0024637766175866723,0.00252243796562445,3
14,[0.59  0.177 0.177],1122,740,198,184,2,1,1,0,6,5,5,0.004456327985739751,0.004456327985739751,0
14,[0.59  0.177 0.177],1122,740,198,184,2,1,1,0,6,6,6,0.0053475935828877,0.0053475935828877,1
14,[0.59  0.177 0.177],1122,740,198,184,2,1,1,0,6,5,6,0.004456327985739751,0.0053475935828877,2
14,[0.59  0.177 0.177],1122,740,198,184,2,1,1,0,6,6,7,0.0053475935828877,0.006238859180035651,3
15,[2.24  0.672 0.672],4302,2694,820,788,5,3,1,1,14,11,12,0.0025569502556950256,0.002789400278940028,0
15,[2.24  0.672 0.672],4302,2694,820,788,4,2,1,1,11,10,10,0.0023245002324500234,0.0023245002324500234,1
15,[2.24  0.672 0.672],4302,2694,820,788,5,3,1,1,14,13,14,0.00302185030218503,0.0032543003254300326,2
15,[2.24  0.672 0.672],4302,2694,820,788,4,2,1,1,11,11,12,0.0025569502556950256,0.002789400278940028,3
16,[4.  1.2 1.2],7698,4796,1422,1480,8,6,1,1,23,19,21,0.002468173551571837,0.0027279812938425566,0
16,[4.  1.2 1.2],7698,4796,1422,1480,7,5,1,1,20,19,19,0.002468173551571837,0.002468173551571837,1
16,[4.  1.2 1.2],7698,4796,1422,1480,7,5,1,1,20,17,20,0.0022083658093011173,0.002598077422707197,2
16,[4.  1.2 1.2],7698,4796,1422,1480,7,5,1,1,20,20,21,0.002598077422707197,0.0027279812938425566,3
17,[6.79 2.03 2.03],12965,8165,2417,2383,11,8,1,2,31,26,30,0.0020053991515618973,0.0023139220979560356,0
17,[6.79 2.03 2.03],12965,8165,2417,2383,11,8,1,2,31,31,32,0.00239105283455457,0.0024681835711531045,1
17,[6.79 2.03 2.03],12965,8165,2417,2383,11,8,1,2,31,27,31,0.002082529888160432,0.00239105283455457,2
17,[6.79 2.03 2.03],12965,8165,2417,2383,11,8,1,2,31,31,32,0.00239105283455457,0.0024681835711531045,3
