context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,n_ticks,alpha,beta,bin_conf
100,2.5,73,162,95,440,51325,0.5864197530864198,4.631578947368421,3
101,3,91,183,95,449,60248,0.5191256830601093,4.726315789473684,0
101,3,91,183,96,450,60252,0.5245901639344263,4.6875,1
101,3,91,183,80,368,60082,0.4371584699453552,4.6,2
101,3,91,183,81,369,60086,0.4426229508196721,4.555555555555555,3
102,3.5,91,202,121,575,45776,0.599009900990099,4.75206611570248,0
102,3.5,91,202,121,575,45776,0.599009900990099,4.75206611570248,1
102,3.5,91,202,133,630,48752,0.6584158415841584,4.7368421052631575,2
102,3.5,91,202,133,630,48752,0.6584158415841584,4.7368421052631575,3
103,4,113,247,155,745,91224,0.6275303643724697,4.806451612903226,0
103,4,113,247,157,747,91232,0.6356275303643725,4.75796178343949,1
103,4,113,247,126,597,85571,0.5101214574898786,4.738095238095238,2
103,4,113,247,128,599,85579,0.5182186234817814,4.6796875,3
104,4.5,139,292,170,819,95815,0.5821917808219178,4.817647058823529,0
104,4.5,139,292,172,821,95823,0.589041095890411,4.773255813953488,1
104,4.5,139,292,156,742,98818,0.5342465753424658,4.756410256410256,2
104,4.5,139,292,158,744,98826,0.541095890410959,4.708860759493671,3
105,5,165,351,226,1096,104090,0.6438746438746439,4.849557522123894,0
105,5,165,351,228,1098,104098,0.6495726495726496,4.815789473684211,1
105,5,165,351,206,989,98421,0.5868945868945868,4.800970873786408,2
105,5,165,351,208,991,98429,0.5925925925925926,4.764423076923077,3
106,5.5,160,337,210,1022,113253,0.6231454005934718,4.866666666666666,0
106,5.5,160,337,212,1024,113260,0.629080118694362,4.830188679245283,1
106,5.5,160,337,202,979,112217,0.599406528189911,4.846534653465347,2
106,5.5,160,337,204,981,112224,0.6053412462908012,4.8088235294117645,3
107,6,180,363,220,1064,125505,0.6060606060606061,4.836363636363636,0
107,6,180,363,223,1067,125517,0.6143250688705234,4.7847533632287,1
107,6,180,363,216,1035,130942,0.5950413223140496,4.791666666666667,2
107,6,180,363,218,1037,130950,0.6005509641873278,4.756880733944954,3
108,0.5,22,33,16,59,9705,0.48484848484848486,3.6875,0
108,0.5,22,33,16,59,9705,0.48484848484848486,3.6875,1
108,0.5,22,33,13,41,6533,0.3939393939393939,3.1538461538461537,2
108,0.5,22,33,13,41,6533,0.3939393939393939,3.1538461538461537,3
109,1,34,62,30,123,21496,0.4838709677419355,4.1,0
109,1,34,62,30,123,21496,0.4838709677419355,4.1,1
109,1,34,62,27,107,21580,0.43548387096774194,3.962962962962963,2
109,1,34,62,27,107,21580,0.43548387096774194,3.962962962962963,3
110,1.5,49,101,64,296,28861,0.6336633663366337,4.625,0
110,1.5,49,101,64,296,28861,0.6336633663366337,4.625,1
110,1.5,49,101,48,213,27179,0.4752475247524752,4.4375,2
110,1.5,49,101,48,213,27179,0.4752475247524752,4.4375,3
111,2,51,122,61,282,30718,0.5,4.622950819672131,0
111,2,51,122,61,282,30718,0.5,4.622950819672131,1
111,2,51,122,48,208,28894,0.39344262295081966,4.333333333333333,2
111,2,51,122,48,208,28894,0.39344262295081966,4.333333333333333,3
112,2.5,70,136,56,252,32798,0.4117647058823529,4.5,0
112,2.5,70,136,57,253,32802,0.41911764705882354,4.43859649122807,1
112,2.5,70,136,43,181,31098,0.3161764705882353,4.209302325581396,2
112,2.5,70,136,44,182,31102,0.3235294117647059,4.136363636363637,3
113,3,100,216,120,574,61917,0.5555555555555556,4.783333333333333,0
113,3,100,216,121,575,61921,0.5601851851851852,4.75206611570248,1
113,3,100,216,113,535,63763,0.5231481481481481,4.734513274336283,2
113,3,100,216,114,536,63767,0.5277777777777778,4.701754385964913,3
114,3.5,120,241,149,719,71073,0.6182572614107884,4.825503355704698,0
114,3.5,120,241,150,720,71077,0.6224066390041494,4.8,1
114,3.5,120,241,137,655,71269,0.5684647302904564,4.781021897810219,2
114,3.5,120,241,138,656,71273,0.5726141078838174,4.753623188405797,3
115,4,118,250,139,664,72501,0.556,4.776978417266187,0
115,4,118,250,141,666,72508,0.564,4.723404255319149,1
115,4,118,250,130,615,72604,0.52,4.730769230769231,2
115,4,118,250,132,617,72611,0.528,4.674242424242424,3
116,4.5,146,306,199,965,135793,0.6503267973856209,4.849246231155779,0
116,4.5,146,306,202,968,135805,0.6601307189542484,4.792079207920792,1
116,4.5,146,306,182,872,134242,0.5947712418300654,4.791208791208791,2
116,4.5,146,306,184,874,134250,0.6013071895424836,4.75,3
117,5,143,297,184,892,74391,0.6195286195286195,4.8478260869565215,0
117,5,143,297,185,893,74394,0.622895622895623,4.827027027027027,1
117,5,143,297,180,867,74493,0.6060606060606061,4.816666666666666,2
117,5,143,297,181,868,74496,0.6094276094276094,4.795580110497237,3
118,5.5,163,354,170,816,99228,0.480225988700565,4.8,0
118,5.5,163,354,172,818,99236,0.4858757062146893,4.755813953488372,1
118,5.5,163,354,169,804,107110,0.4774011299435028,4.757396449704142,2
118,5.5,163,354,171,806,107118,0.4830508474576271,4.713450292397661,3
119,6,184,353,216,1045,100045,0.6118980169971672,4.837962962962963,0
119,6,184,353,218,1047,100053,0.6175637393767706,4.802752293577981,1
119,6,184,353,213,1025,98591,0.603399433427762,4.812206572769953,2
119,6,184,353,215,1027,98599,0.6090651558073654,4.776744186046511,3
120,0.5,19,28,11,34,6362,0.39285714285714285,3.090909090909091,0
120,0.5,19,28,11,34,6362,0.39285714285714285,3.090909090909091,1
120,0.5,19,28,11,34,6492,0.39285714285714285,3.090909090909091,2
120,0.5,19,28,11,34,6492,0.39285714285714285,3.090909090909091,3
121,1,25,55,30,124,14438,0.5454545454545454,4.133333333333334,0
121,1,25,55,30,124,14438,0.5454545454545454,4.133333333333334,1
121,1,25,55,23,88,12937,0.41818181818181815,3.8260869565217392,2
121,1,25,55,23,88,12937,0.41818181818181815,3.8260869565217392,3
122,1.5,39,91,47,213,24151,0.5164835164835165,4.531914893617022,0
122,1.5,39,91,47,213,24151,0.5164835164835165,4.531914893617022,1
122,1.5,39,91,28,111,19173,0.3076923076923077,3.9642857142857144,2
122,1.5,39,91,28,111,19173,0.3076923076923077,3.9642857142857144,3
123,2,71,132,78,362,48739,0.5909090909090909,4.641025641025641,0
123,2,71,132,79,363,48743,0.5984848484848485,4.594936708860759,1
123,2,71,132,68,307,44698,0.5151515151515151,4.514705882352941,2
123,2,71,132,69,308,44702,0.5227272727272727,4.463768115942029,3
124,2.5,58,125,88,414,36647,0.704,4.704545454545454,0
124,2.5,58,125,88,414,36647,0.704,4.704545454545454,1
124,2.5,58,125,59,273,31363,0.472,4.627118644067797,2
124,2.5,58,125,59,273,31363,0.472,4.627118644067797,3
125,3,78,156,66,305,37036,0.4230769230769231,4.621212121212121,0
125,3,78,156,66,305,37036,0.4230769230769231,4.621212121212121,1
125,3,78,156,56,251,34954,0.358974358974359,4.482142857142857,2
125,3,78,156,56,251,34954,0.358974358974359,4.482142857142857,3
126,3.5,102,186,110,520,55879,0.5913978494623656,4.7272727272727275,0
126,3.5,102,186,111,521,55883,0.5967741935483871,4.693693693693693,1
126,3.5,102,186,74,336,54442,0.3978494623655914,4.54054054054054,2
126,3.5,102,186,75,337,54446,0.4032258064516129,4.493333333333333,3
127,4,125,247,150,719,87004,0.6072874493927125,4.793333333333333,0
127,4,125,247,152,721,87011,0.6153846153846154,4.743421052631579,1
127,4,125,247,153,735,92331,0.6194331983805668,4.803921568627451,2
127,4,125,247,155,737,92338,0.6275303643724697,4.754838709677419,3
128,4.5,130,275,145,690,69358,0.5272727272727272,4.758620689655173,0
128,4.5,130,275,146,691,69362,0.5309090909090909,4.732876712328767,1
128,4.5,130,275,134,632,71860,0.48727272727272725,4.7164179104477615,2
128,4.5,130,275,135,633,71864,0.4909090909090909,4.688888888888889,3
129,5,160,291,158,763,64466,0.5429553264604811,4.829113924050633,0
129,5,160,291,159,764,64469,0.5463917525773195,4.80503144654088,1
129,5,160,291,140,665,66456,0.48109965635738833,4.75,2
129,5,160,291,141,666,66459,0.4845360824742268,4.723404255319149,3
130,5.5,166,311,195,942,116988,0.6270096463022508,4.8307692307692305,0
130,5.5,166,311,197,944,116994,0.6334405144694534,4.791878172588833,1
130,5.5,166,311,160,761,108935,0.5144694533762058,4.75625,2
130,5.5,166,311,162,763,108941,0.5209003215434084,4.709876543209877,3
131,6,157,326,186,892,100640,0.5705521472392638,4.795698924731183,0
131,6,157,326,188,894,100647,0.5766871165644172,4.75531914893617,1
131,6,157,326,177,842,101656,0.5429447852760736,4.757062146892656,2
131,6,157,326,179,844,101663,0.549079754601227,4.715083798882682,3
132,0.5,12,25,8,17,3105,0.32,2.125,0
132,0.5,12,25,8,17,3105,0.32,2.125,1
132,0.5,12,25,8,14,2806,0.32,1.75,2
132,0.5,12,25,8,14,2806,0.32,1.75,3
133,1,29,61,24,91,8374,0.39344262295081966,3.7916666666666665,0
133,1,29,61,24,91,8374,0.39344262295081966,3.7916666666666665,1
133,1,29,61,24,89,8018,0.39344262295081966,3.7083333333333335,2
133,1,29,61,24,89,8018,0.39344262295081966,3.7083333333333335,3
134,1.5,48,102,63,288,32705,0.6176470588235294,4.571428571428571,0
134,1.5,48,102,63,288,32705,0.6176470588235294,4.571428571428571,1
134,1.5,48,102,53,236,31704,0.5196078431372549,4.452830188679245,2
134,1.5,48,102,53,236,31704,0.5196078431372549,4.452830188679245,3
135,2,65,115,38,161,24623,0.33043478260869563,4.2368421052631575,0
135,2,65,115,39,162,24627,0.3391304347826087,4.153846153846154,1
135,2,65,115,52,229,30083,0.45217391304347826,4.403846153846154,2
135,2,65,115,52,229,30083,0.45217391304347826,4.403846153846154,3
136,2.5,78,168,93,438,43535,0.5535714285714286,4.709677419354839,0
136,2.5,78,168,94,439,43538,0.5595238095238095,4.670212765957447,1
136,2.5,78,168,99,466,44330,0.5892857142857143,4.707070707070707,2
136,2.5,78,168,100,467,44333,0.5952380952380952,4.67,3
137,3,86,189,97,455,37337,0.5132275132275133,4.690721649484536,0
137,3,86,189,97,455,37337,0.5132275132275133,4.690721649484536,1
137,3,86,189,85,395,37677,0.4497354497354497,4.647058823529412,2
137,3,86,189,85,395,37677,0.4497354497354497,4.647058823529412,3
138,3.5,104,191,118,565,60470,0.6178010471204188,4.788135593220339,0
138,3.5,104,191,119,566,60473,0.6230366492146597,4.756302521008403,1
138,3.5,104,191,77,356,55052,0.4031413612565445,4.623376623376624,2
138,3.5,104,191,78,357,55055,0.4083769633507853,4.576923076923077,3
139,4,129,272,169,813,85135,0.6213235294117647,4.810650887573964,0
139,4,129,272,171,815,85142,0.6286764705882353,4.766081871345029,1
139,4,129,272,170,816,85884,0.625,4.8,2
139,4,129,272,172,818,85891,0.6323529411764706,4.755813953488372,3
140,4.5,128,245,137,652,77829,0.5591836734693878,4.759124087591241,0
140,4.5,128,245,138,653,77833,0.563265306122449,4.731884057971015,1
140,4.5,128,245,138,653,79471,0.563265306122449,4.731884057971015,2
140,4.5,128,245,139,654,79475,0.5673469387755102,4.705035971223022,3
141,5,162,340,193,933,123302,0.5676470588235294,4.83419689119171,0
141,5,162,340,196,936,123313,0.5764705882352941,4.775510204081633,1
141,5,162,340,119,547,114098,0.35,4.5966386554621845,2
141,5,162,340,121,549,114105,0.3558823529411765,4.537190082644628,3
142,5.5,171,338,213,1033,122226,0.6301775147928994,4.849765258215962,0
142,5.5,171,338,215,1035,122235,0.636094674556213,4.813953488372093,1
142,5.5,171,338,213,1021,120211,0.6301775147928994,4.793427230046948,2
142,5.5,171,338,214,1022,120216,0.6331360946745562,4.775700934579439,3
143,6,176,362,233,1131,108988,0.643646408839779,4.854077253218884,0
143,6,176,362,235,1133,108996,0.649171270718232,4.821276595744681,1
143,6,176,362,194,930,105888,0.5359116022099447,4.793814432989691,2
143,6,176,362,196,932,105896,0.5414364640883977,4.755102040816326,3
144,0.5,14,28,8,21,4693,0.2857142857142857,2.625,0
144,0.5,14,28,8,21,4693,0.2857142857142857,2.625,1
144,0.5,14,28,8,19,2606,0.2857142857142857,2.375,2
144,0.5,14,28,8,19,2606,0.2857142857142857,2.375,3
145,1,30,59,23,89,10947,0.3898305084745763,3.869565217391304,0
145,1,30,59,23,89,10947,0.3898305084745763,3.869565217391304,1
145,1,30,59,26,101,10897,0.4406779661016949,3.8846153846153846,2
145,1,30,59,26,101,10897,0.4406779661016949,3.8846153846153846,3
146,1.5,63,118,70,322,40588,0.5932203389830508,4.6,0
146,1.5,63,118,71,323,40592,0.6016949152542372,4.549295774647887,1
146,1.5,63,118,63,283,40023,0.5338983050847458,4.492063492063492,2
146,1.5,63,118,64,284,40027,0.5423728813559322,4.4375,3
147,2,62,134,79,370,30218,0.5895522388059702,4.6835443037974684,0
147,2,62,134,79,370,30218,0.5895522388059702,4.6835443037974684,1
147,2,62,134,50,219,25540,0.373134328358209,4.38,2
147,2,62,134,50,219,25540,0.373134328358209,4.38,3
148,2.5,73,159,82,388,52052,0.5157232704402516,4.7317073170731705,0
148,2.5,73,159,83,389,52056,0.5220125786163522,4.686746987951807,1
148,2.5,73,159,78,365,50597,0.49056603773584906,4.67948717948718,2
148,2.5,73,159,79,366,50601,0.4968553459119497,4.632911392405063,3
149,3,93,200,98,459,44402,0.49,4.683673469387755,0
149,3,93,200,99,460,44405,0.495,4.646464646464646,1
149,3,93,200,81,364,40375,0.405,4.493827160493828,2
149,3,93,200,82,365,40378,0.41,4.451219512195122,3
150,3.5,122,251,158,762,89710,0.6294820717131474,4.822784810126582,0
150,3.5,122,251,160,764,89718,0.6374501992031872,4.775,1
150,3.5,122,251,148,705,84815,0.5896414342629482,4.763513513513513,2
150,3.5,122,251,150,707,84823,0.5976095617529881,4.713333333333333,3
151,4,121,240,149,716,80565,0.6208333333333333,4.805369127516778,0
151,4,121,240,150,717,80569,0.625,4.78,1
151,4,121,240,140,664,77619,0.5833333333333334,4.742857142857143,2
151,4,121,240,141,665,77623,0.5875,4.716312056737588,3
152,4.5,145,306,159,763,108550,0.5196078431372549,4.79874213836478,0
152,4.5,145,306,161,765,108557,0.5261437908496732,4.751552795031056,1
152,4.5,145,306,180,861,112647,0.5882352941176471,4.783333333333333,2
152,4.5,145,306,181,862,112650,0.5915032679738562,4.762430939226519,3
153,5,165,337,207,999,93794,0.6142433234421365,4.826086956521739,0
153,5,165,337,209,1001,93802,0.6201780415430267,4.7894736842105265,1
153,5,165,337,190,915,96385,0.5637982195845698,4.815789473684211,2
153,5,165,337,192,917,96393,0.56973293768546,4.776041666666667,3
154,5.5,146,298,236,1150,110616,0.7919463087248322,4.872881355932203,0
154,5.5,146,298,236,1150,110616,0.7919463087248322,4.872881355932203,1
154,5.5,146,298,168,806,103816,0.5637583892617449,4.7976190476190474,2
154,5.5,146,298,170,808,103824,0.5704697986577181,4.752941176470588,3
155,6,180,360,219,1067,123446,0.6083333333333333,4.872146118721461,0
155,6,180,360,222,1070,123458,0.6166666666666667,4.81981981981982,1
155,6,180,360,141,660,112289,0.39166666666666666,4.680851063829787,2
155,6,180,360,143,662,112297,0.3972222222222222,4.629370629370629,3
156,0.5,17,35,15,51,8032,0.42857142857142855,3.4,0
156,0.5,17,35,15,51,8032,0.42857142857142855,3.4,1
156,0.5,17,35,13,41,8585,0.37142857142857144,3.1538461538461537,2
156,0.5,17,35,13,41,8585,0.37142857142857144,3.1538461538461537,3
157,1,40,79,45,199,26467,0.569620253164557,4.4222222222222225,0
157,1,40,79,45,199,26467,0.569620253164557,4.4222222222222225,1
157,1,40,79,47,209,26080,0.5949367088607594,4.446808510638298,2
157,1,40,79,47,209,26080,0.5949367088607594,4.446808510638298,3
158,1.5,43,101,54,245,16238,0.5346534653465347,4.537037037037037,0
158,1.5,43,101,54,245,16238,0.5346534653465347,4.537037037037037,1
158,1.5,43,101,47,201,16551,0.46534653465346537,4.276595744680851,2
158,1.5,43,101,47,201,16551,0.46534653465346537,4.276595744680851,3
159,2,43,74,38,166,18290,0.5135135135135135,4.368421052631579,0
159,2,43,74,38,166,18290,0.5135135135135135,4.368421052631579,1
159,2,43,74,32,128,16794,0.43243243243243246,4.0,2
159,2,43,74,32,128,16794,0.43243243243243246,4.0,3
160,2.5,78,155,111,531,54338,0.7161290322580646,4.783783783783784,0
160,2.5,78,155,112,532,54342,0.7225806451612903,4.75,1
160,2.5,78,155,85,396,51814,0.5483870967741935,4.658823529411765,2
160,2.5,78,155,86,397,51818,0.5548387096774193,4.616279069767442,3
161,3,90,201,99,468,51623,0.4925373134328358,4.7272727272727275,0
161,3,90,201,100,469,51626,0.4975124378109453,4.69,1
161,3,90,201,91,424,52324,0.4527363184079602,4.65934065934066,2
161,3,90,201,92,425,52327,0.4577114427860697,4.619565217391305,3
162,3.5,122,255,168,813,77497,0.6588235294117647,4.839285714285714,0
162,3.5,122,255,169,814,77501,0.6627450980392157,4.816568047337278,1
162,3.5,122,255,125,590,69239,0.49019607843137253,4.72,2
162,3.5,122,255,126,591,69243,0.49411764705882355,4.690476190476191,3
163,4,136,283,166,791,66230,0.5865724381625441,4.765060240963855,0
163,4,136,283,167,792,66233,0.5901060070671378,4.74251497005988,1
163,4,136,283,133,625,70756,0.46996466431095407,4.6992481203007515,2
163,4,136,283,134,626,70759,0.4734982332155477,4.6716417910447765,3
164,4.5,144,275,173,841,96619,0.6290909090909091,4.861271676300578,0
164,4.5,144,275,175,843,96627,0.6363636363636364,4.817142857142857,1
164,4.5,144,275,161,774,97782,0.5854545454545454,4.807453416149069,2
164,4.5,144,275,163,776,97790,0.5927272727272728,4.7607361963190185,3
165,5,145,288,176,845,81302,0.6111111111111112,4.801136363636363,0
165,5,145,288,177,846,81305,0.6145833333333334,4.779661016949152,1
165,5,145,288,168,802,82739,0.5833333333333334,4.773809523809524,2
165,5,145,288,169,803,82742,0.5868055555555556,4.7514792899408285,3
166,5.5,164,341,223,1078,114811,0.6539589442815249,4.834080717488789,0
166,5.5,164,341,225,1080,114818,0.6598240469208211,4.8,1
166,5.5,164,341,218,1062,119008,0.6392961876832844,4.871559633027523,2
166,5.5,164,341,220,1064,119015,0.6451612903225806,4.836363636363636,3
167,6,161,315,211,1022,101854,0.6698412698412698,4.843601895734597,0
167,6,161,315,213,1024,101861,0.6761904761904762,4.807511737089202,1
167,6,161,315,163,776,95623,0.5174603174603175,4.7607361963190185,2
167,6,161,315,165,778,95630,0.5238095238095238,4.715151515151515,3
168,0.5,13,34,21,81,7928,0.6176470588235294,3.857142857142857,0
168,0.5,13,34,21,81,7928,0.6176470588235294,3.857142857142857,1
168,0.5,13,34,16,55,6721,0.47058823529411764,3.4375,2
168,0.5,13,34,16,55,6721,0.47058823529411764,3.4375,3
169,1,31,59,28,115,11893,0.4745762711864407,4.107142857142857,0
169,1,31,59,28,115,11893,0.4745762711864407,4.107142857142857,1
169,1,31,59,28,112,13971,0.4745762711864407,4.0,2
169,1,31,59,28,112,13971,0.4745762711864407,4.0,3
170,1.5,50,110,59,269,25077,0.5363636363636364,4.559322033898305,0
170,1.5,50,110,59,269,25077,0.5363636363636364,4.559322033898305,1
170,1.5,50,110,60,272,23964,0.5454545454545454,4.533333333333333,2
170,1.5,50,110,60,272,23964,0.5454545454545454,4.533333333333333,3
171,2,66,139,88,418,33162,0.6330935251798561,4.75,0
171,2,66,139,88,418,33162,0.6330935251798561,4.75,1
171,2,66,139,71,326,31930,0.5107913669064749,4.591549295774648,2
171,2,66,139,71,326,31930,0.5107913669064749,4.591549295774648,3
172,2.5,91,195,107,506,65562,0.5487179487179488,4.728971962616822,0
172,2.5,91,195,108,507,65565,0.5538461538461539,4.694444444444445,1
172,2.5,91,195,88,409,63887,0.4512820512820513,4.6477272727272725,2
172,2.5,91,195,89,410,63890,0.4564102564102564,4.606741573033708,3
173,3,106,227,138,661,64926,0.6079295154185022,4.7898550724637685,0
173,3,106,227,139,662,64931,0.6123348017621145,4.762589928057554,1
173,3,106,227,102,473,62186,0.44933920704845814,4.637254901960785,2
173,3,106,227,103,474,62191,0.45374449339207046,4.601941747572815,3
174,3.5,91,187,97,457,61961,0.5187165775401069,4.711340206185567,0
174,3.5,91,187,98,458,61965,0.5240641711229946,4.673469387755102,1
174,3.5,91,187,71,324,57518,0.37967914438502676,4.563380281690141,2
174,3.5,91,187,72,325,57522,0.3850267379679144,4.513888888888889,3
175,4,128,253,131,620,70418,0.5177865612648221,4.732824427480916,0
175,4,128,253,132,621,70421,0.5217391304347826,4.704545454545454,1
175,4,128,253,144,687,72268,0.5691699604743083,4.770833333333333,2
175,4,128,253,145,688,72271,0.5731225296442688,4.744827586206896,3
176,4.5,134,264,131,626,81960,0.4962121212121212,4.778625954198473,0
176,4.5,134,264,133,628,81968,0.5037878787878788,4.7218045112781954,1
176,4.5,134,264,111,519,77774,0.42045454545454547,4.675675675675675,2
176,4.5,134,264,113,521,77782,0.42803030303030304,4.610619469026549,3
177,5,149,305,153,729,94012,0.5016393442622951,4.764705882352941,0
177,5,149,305,155,731,94019,0.5081967213114754,4.716129032258064,1
177,5,149,305,144,678,94992,0.4721311475409836,4.708333333333333,2
177,5,149,305,146,680,94999,0.4786885245901639,4.657534246575342,3
178,5.5,199,411,259,1260,133180,0.6301703163017032,4.864864864864865,0
178,5.5,199,411,262,1263,133191,0.6374695863746959,4.820610687022901,1
178,5.5,199,411,252,1216,129881,0.6131386861313869,4.825396825396825,2
178,5.5,199,411,254,1218,129888,0.6180048661800487,4.7952755905511815,3
179,6,175,368,185,887,110242,0.5027173913043478,4.794594594594595,0
179,6,175,368,187,889,110249,0.5081521739130435,4.754010695187166,1
179,6,175,368,178,843,110065,0.483695652173913,4.735955056179775,2
179,6,175,368,179,844,110068,0.48641304347826086,4.715083798882682,3
180,0.5,18,43,24,96,6793,0.5581395348837209,4.0,0
180,0.5,18,43,24,96,6793,0.5581395348837209,4.0,1
180,0.5,18,43,23,87,6064,0.5348837209302325,3.782608695652174,2
180,0.5,18,43,23,87,6064,0.5348837209302325,3.782608695652174,3
181,1,29,58,34,149,11532,0.5862068965517241,4.382352941176471,0
181,1,29,58,34,149,11532,0.5862068965517241,4.382352941176471,1
181,1,29,58,34,144,11146,0.5862068965517241,4.235294117647059,2
181,1,29,58,34,144,11146,0.5862068965517241,4.235294117647059,3
182,1.5,48,106,65,297,24637,0.6132075471698113,4.569230769230769,0
182,1.5,48,106,65,297,24637,0.6132075471698113,4.569230769230769,1
182,1.5,48,106,59,263,23273,0.5566037735849056,4.4576271186440675,2
182,1.5,48,106,59,263,23273,0.5566037735849056,4.4576271186440675,3
183,2,70,142,89,416,36393,0.6267605633802817,4.674157303370786,0
183,2,70,142,89,416,36393,0.6267605633802817,4.674157303370786,1
183,2,70,142,85,392,37060,0.5985915492957746,4.6117647058823525,2
183,2,70,142,85,392,37060,0.5985915492957746,4.6117647058823525,3
184,2.5,92,202,117,558,63042,0.5792079207920792,4.769230769230769,0
184,2.5,92,202,118,559,63046,0.5841584158415841,4.737288135593221,1
184,2.5,92,202,104,487,60900,0.5148514851485149,4.6826923076923075,2
184,2.5,92,202,105,488,60904,0.5198019801980198,4.647619047619048,3
185,3,81,174,101,478,51916,0.5804597701149425,4.732673267326732,0
185,3,81,174,102,479,51920,0.5862068965517241,4.696078431372549,1
185,3,81,174,96,452,51993,0.5517241379310345,4.708333333333333,2
185,3,81,174,97,453,51997,0.5574712643678161,4.670103092783505,3
186,3.5,92,194,125,594,51892,0.6443298969072165,4.752,0
186,3.5,92,194,126,595,51896,0.6494845360824743,4.722222222222222,1
186,3.5,92,194,91,417,43893,0.4690721649484536,4.582417582417582,2
186,3.5,92,194,92,418,43897,0.4742268041237113,4.543478260869565,3
187,4,113,229,126,596,62474,0.5502183406113537,4.73015873015873,0
187,4,113,229,127,597,62478,0.5545851528384279,4.700787401574803,1
187,4,113,229,77,349,62088,0.33624454148471616,4.532467532467533,2
187,4,113,229,78,350,62092,0.3406113537117904,4.487179487179487,3
188,4.5,138,286,171,818,80051,0.5979020979020979,4.783625730994152,0
188,4.5,138,286,173,820,80058,0.6048951048951049,4.7398843930635834,1
188,4.5,138,286,153,724,82038,0.534965034965035,4.73202614379085,2
188,4.5,138,286,155,726,82045,0.541958041958042,4.683870967741935,3
189,5,135,285,186,897,66952,0.6526315789473685,4.82258064516129,0
189,5,135,285,187,898,66956,0.656140350877193,4.802139037433155,1
189,5,135,285,180,864,66663,0.631578947368421,4.8,2
189,5,135,285,181,865,66667,0.6350877192982456,4.779005524861878,3
190,5.5,162,308,187,906,96172,0.6071428571428571,4.8449197860962565,0
190,5.5,162,308,189,908,96179,0.6136363636363636,4.804232804232805,1
190,5.5,162,308,156,744,92480,0.5064935064935064,4.769230769230769,2
190,5.5,162,308,158,746,92487,0.512987012987013,4.7215189873417724,3
191,6,190,383,247,1200,115884,0.6449086161879896,4.8582995951417,0
191,6,190,383,249,1202,115891,0.6501305483028721,4.827309236947791,1
191,6,190,383,218,1052,114686,0.5691906005221932,4.825688073394495,2
191,6,190,383,220,1054,114693,0.5744125326370757,4.790909090909091,3
192,0.5,12,23,15,54,8820,0.6521739130434783,3.6,0
192,0.5,12,23,15,54,8820,0.6521739130434783,3.6,1
192,0.5,12,23,11,30,7197,0.4782608695652174,2.727272727272727,2
192,0.5,12,23,11,30,7197,0.4782608695652174,2.727272727272727,3
193,1,27,61,26,105,15671,0.4262295081967213,4.038461538461538,0
193,1,27,61,26,105,15671,0.4262295081967213,4.038461538461538,1
193,1,27,61,27,105,17923,0.4426229508196721,3.888888888888889,2
193,1,27,61,27,105,17923,0.4426229508196721,3.888888888888889,3
194,1.5,46,87,54,249,23119,0.6206896551724138,4.611111111111111,0
194,1.5,46,87,54,249,23119,0.6206896551724138,4.611111111111111,1
194,1.5,46,87,54,246,21830,0.6206896551724138,4.555555555555555,2
194,1.5,46,87,54,246,21830,0.6206896551724138,4.555555555555555,3
195,2,65,137,73,339,41439,0.5328467153284672,4.6438356164383565,0
195,2,65,137,74,340,41443,0.5401459854014599,4.594594594594595,1
195,2,65,137,52,229,36532,0.3795620437956204,4.403846153846154,2
195,2,65,137,53,230,36536,0.38686131386861317,4.339622641509434,3
196,2.5,80,144,91,431,58592,0.6319444444444444,4.736263736263736,0
196,2.5,80,144,92,432,58595,0.6388888888888888,4.695652173913044,1
196,2.5,80,144,60,271,52004,0.4166666666666667,4.516666666666667,2
196,2.5,80,144,61,272,52007,0.4236111111111111,4.459016393442623,3
197,3,83,168,78,360,49268,0.4642857142857143,4.615384615384615,0
197,3,83,168,79,361,49236,0.47023809523809523,4.569620253164557,1
197,3,83,168,49,213,46868,0.2916666666666667,4.346938775510204,2
197,3,83,168,50,214,46836,0.2976190476190476,4.28,3
198,3.5,123,247,147,707,86932,0.5951417004048583,4.809523809523809,0
198,3.5,123,247,149,709,86939,0.6032388663967612,4.758389261744966,1
198,3.5,123,247,139,661,89395,0.562753036437247,4.755395683453237,2
198,3.5,123,247,141,663,89402,0.5708502024291497,4.702127659574468,3
199,4,122,243,117,555,73989,0.48148148148148145,4.743589743589744,0
199,4,122,243,119,557,73996,0.4897119341563786,4.680672268907563,1
199,4,122,243,115,544,80149,0.4732510288065844,4.730434782608696,2
199,4,122,243,117,546,80156,0.48148148148148145,4.666666666666667,3
200,4.5,144,279,154,739,85867,0.5519713261648745,4.798701298701299,0
200,4.5,144,279,156,741,85875,0.5591397849462365,4.75,1
200,4.5,144,279,123,577,79915,0.44086021505376344,4.691056910569106,2
200,4.5,144,279,125,579,79923,0.44802867383512546,4.632,3
201,5,180,381,200,961,97827,0.5249343832020997,4.805,0
201,5,180,381,203,964,97839,0.5328083989501312,4.748768472906404,1
201,5,180,381,201,955,109921,0.5275590551181102,4.751243781094527,2
201,5,180,381,203,957,109929,0.5328083989501312,4.714285714285714,3
202,5.5,162,321,200,966,107488,0.6230529595015576,4.83,0
