context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,n_ticks,alpha,beta,bin_conf
22,5.5,159,317,184,872,112470,0.580441640378549,4.739130434782608,3
23,6,199,387,245,1197,142860,0.6330749354005168,4.885714285714286,0
23,6,199,387,248,1200,142871,0.6408268733850129,4.838709677419355,1
23,6,199,387,237,1144,145109,0.6124031007751938,4.827004219409282,2
23,6,199,387,239,1146,145116,0.6175710594315246,4.794979079497908,3
24,0.5,19,46,13,45,3329,0.2826086956521739,3.4615384615384617,0
24,0.5,19,46,13,45,3329,0.2826086956521739,3.4615384615384617,1
24,0.5,19,46,14,43,2433,0.30434782608695654,3.0714285714285716,2
24,0.5,19,46,14,43,2433,0.30434782608695654,3.0714285714285716,3
25,1,35,73,38,165,17551,0.5205479452054794,4.342105263157895,0
25,1,35,73,38,165,17551,0.5205479452054794,4.342105263157895,1
25,1,35,73,32,129,15905,0.4383561643835616,4.03125,2
25,1,35,73,32,129,15905,0.4383561643835616,4.03125,3
26,1.5,44,87,47,213,31207,0.5402298850574713,4.531914893617022,0
26,1.5,44,87,47,213,31207,0.5402298850574713,4.531914893617022,1
26,1.5,44,87,42,180,29097,0.4827586206896552,4.285714285714286,2
26,1.5,44,87,42,180,29097,0.4827586206896552,4.285714285714286,3
27,2,65,128,75,347,39066,0.5859375,4.626666666666667,0
27,2,65,128,75,347,39066,0.5859375,4.626666666666667,1
27,2,65,128,58,256,37322,0.453125,4.413793103448276,2
27,2,65,128,58,256,37322,0.453125,4.413793103448276,3
28,2.5,92,184,99,465,40564,0.5380434782608695,4.696969696969697,0
28,2.5,92,184,100,466,40568,0.5434782608695652,4.66,1
28,2.5,92,184,97,445,40658,0.5271739130434783,4.587628865979381,2
28,2.5,92,184,98,446,40662,0.532608695652174,4.551020408163265,3
29,3,82,142,61,279,34209,0.4295774647887324,4.573770491803279,0
29,3,82,142,62,280,34213,0.43661971830985913,4.516129032258065,1
29,3,82,142,60,275,33891,0.4225352112676056,4.583333333333333,2
29,3,82,142,61,276,33895,0.4295774647887324,4.524590163934426,3
30,3.5,91,192,101,474,63775,0.5260416666666666,4.693069306930693,0
30,3.5,91,192,102,475,63780,0.53125,4.6568627450980395,1
30,3.5,91,192,95,440,62843,0.4947916666666667,4.631578947368421,2
30,3.5,91,192,96,441,62848,0.5,4.59375,3
31,4,146,306,220,1063,104574,0.7189542483660131,4.831818181818182,0
31,4,146,306,220,1063,104574,0.7189542483660131,4.831818181818182,1
31,4,146,306,201,970,101238,0.6568627450980392,4.825870646766169,2
31,4,146,306,201,970,101238,0.6568627450980392,4.825870646766169,3
32,4.5,136,274,134,636,93342,0.48905109489051096,4.746268656716418,0
32,4.5,136,274,136,638,93351,0.49635036496350365,4.6911764705882355,1
32,4.5,136,274,122,575,95956,0.44525547445255476,4.713114754098361,2
32,4.5,136,274,124,577,95965,0.45255474452554745,4.653225806451613,3
33,5,141,295,177,851,108879,0.6,4.807909604519774,0
33,5,141,295,179,853,108887,0.6067796610169491,4.76536312849162,1
33,5,141,295,155,736,104218,0.5254237288135594,4.748387096774193,2
33,5,141,295,157,738,104226,0.5322033898305085,4.7006369426751595,3
34,5.5,149,314,185,890,111094,0.589171974522293,4.8108108108108105,0
34,5.5,149,314,187,892,111102,0.5955414012738853,4.770053475935829,1
34,5.5,149,314,177,844,116316,0.5636942675159236,4.768361581920904,2
34,5.5,149,314,178,845,116320,0.5668789808917197,4.747191011235955,3
35,6,200,410,255,1240,139001,0.6219512195121951,4.862745098039215,0
35,6,200,410,258,1243,139013,0.6292682926829268,4.817829457364341,1
35,6,200,410,248,1198,139131,0.6048780487804878,4.830645161290323,2
35,6,200,410,250,1200,139139,0.6097560975609756,4.8,3
36,0.5,17,26,6,9,3094,0.23076923076923078,1.5,0
36,0.5,17,26,6,9,3094,0.23076923076923078,1.5,1
36,0.5,17,26,7,11,3320,0.2692307692307692,1.5714285714285714,2
36,0.5,17,26,7,11,3320,0.2692307692307692,1.5714285714285714,3
37,1,26,62,39,168,17573,0.6290322580645161,4.3076923076923075,0
37,1,26,62,39,168,17573,0.6290322580645161,4.3076923076923075,1
37,1,26,62,34,144,17060,0.5483870967741935,4.235294117647059,2
37,1,26,62,34,144,17060,0.5483870967741935,4.235294117647059,3
38,1.5,31,73,33,141,16324,0.4520547945205479,4.2727272727272725,0
38,1.5,31,73,33,141,16324,0.4520547945205479,4.2727272727272725,1
38,1.5,31,73,32,129,15742,0.4383561643835616,4.03125,2
38,1.5,31,73,32,129,15742,0.4383561643835616,4.03125,3
39,2,61,143,71,328,34416,0.4965034965034965,4.619718309859155,0
39,2,61,143,71,328,34416,0.4965034965034965,4.619718309859155,1
39,2,61,143,75,345,33738,0.5244755244755245,4.6,2
39,2,61,143,75,345,33738,0.5244755244755245,4.6,3
40,2.5,76,132,65,300,54431,0.49242424242424243,4.615384615384615,0
40,2.5,76,132,66,301,54434,0.5,4.5606060606060606,1
40,2.5,76,132,49,215,51071,0.3712121212121212,4.387755102040816,2
40,2.5,76,132,50,216,51074,0.3787878787878788,4.32,3
41,3,87,152,99,469,55823,0.6513157894736842,4.737373737373737,0
41,3,87,152,100,470,55826,0.6578947368421053,4.7,1
41,3,87,152,95,443,51344,0.625,4.663157894736842,2
41,3,87,152,96,444,51347,0.631578947368421,4.625,3
42,3.5,109,221,132,631,70615,0.5972850678733032,4.78030303030303,0
42,3.5,109,221,133,632,70619,0.6018099547511312,4.7518796992481205,1
42,3.5,109,221,130,616,72131,0.5882352941176471,4.7384615384615385,2
42,3.5,109,221,131,617,72135,0.5927601809954751,4.709923664122138,3
43,4,110,226,92,432,41000,0.40707964601769914,4.695652173913044,0
43,4,110,226,93,433,41003,0.41150442477876104,4.655913978494624,1
43,4,110,226,80,362,38531,0.35398230088495575,4.525,2
43,4,110,226,81,363,38534,0.3584070796460177,4.481481481481482,3
44,4.5,118,233,128,610,45331,0.5493562231759657,4.765625,0
44,4.5,118,233,129,611,45335,0.5536480686695279,4.736434108527132,1
44,4.5,118,233,135,645,51238,0.5793991416309013,4.777777777777778,2
44,4.5,118,233,136,646,51242,0.5836909871244635,4.75,3
45,5,155,336,218,1057,89490,0.6488095238095238,4.848623853211009,0
45,5,155,336,220,1059,89497,0.6547619047619048,4.8136363636363635,1
45,5,155,336,210,1011,94277,0.625,4.814285714285714,2
45,5,155,336,212,1013,94284,0.6309523809523809,4.778301886792453,3
46,5.5,168,334,186,897,111240,0.5568862275449101,4.82258064516129,0
46,5.5,168,334,189,900,111252,0.5658682634730539,4.761904761904762,1
46,5.5,168,334,153,727,112147,0.45808383233532934,4.751633986928105,2
46,5.5,168,334,155,729,112155,0.46407185628742514,4.703225806451613,3
47,6,184,337,192,924,115098,0.56973293768546,4.8125,0
47,6,184,337,194,926,115105,0.5756676557863502,4.77319587628866,1
47,6,184,337,194,926,117984,0.5756676557863502,4.77319587628866,2
47,6,184,337,195,927,117987,0.5786350148367952,4.753846153846154,3
48,0.5,21,47,24,94,18369,0.5106382978723404,3.9166666666666665,0
48,0.5,21,47,24,94,18369,0.5106382978723404,3.9166666666666665,1
48,0.5,21,47,17,56,13174,0.3617021276595745,3.2941176470588234,2
48,0.5,21,47,17,56,13174,0.3617021276595745,3.2941176470588234,3
49,1,37,73,26,105,11004,0.3561643835616438,4.038461538461538,0
49,1,37,73,26,105,11004,0.3561643835616438,4.038461538461538,1
49,1,37,73,22,79,9019,0.3013698630136986,3.590909090909091,2
49,1,37,73,22,79,9019,0.3013698630136986,3.590909090909091,3
50,1.5,50,106,41,179,19603,0.3867924528301887,4.365853658536586,0
50,1.5,50,106,41,179,19603,0.3867924528301887,4.365853658536586,1
50,1.5,50,106,31,124,16435,0.29245283018867924,4.0,2
50,1.5,50,106,31,124,16435,0.29245283018867924,4.0,3
51,2,82,150,66,301,46606,0.44,4.5606060606060606,0
51,2,82,150,67,302,46610,0.44666666666666666,4.507462686567164,1
51,2,82,150,72,329,45946,0.48,4.569444444444445,2
51,2,82,150,73,330,45950,0.4866666666666667,4.52054794520548,3
52,2.5,71,147,98,462,47635,0.6666666666666666,4.714285714285714,0
52,2.5,71,147,99,463,47639,0.673469387755102,4.6767676767676765,1
52,2.5,71,147,93,431,47476,0.6326530612244898,4.634408602150538,2
52,2.5,71,147,94,432,47480,0.6394557823129252,4.595744680851064,3
53,3,103,195,123,590,55776,0.6307692307692307,4.796747967479675,0
53,3,103,195,124,591,55780,0.6358974358974359,4.766129032258065,1
53,3,103,195,122,583,60701,0.6256410256410256,4.778688524590164,2
53,3,103,195,123,584,60705,0.6307692307692307,4.747967479674797,3
54,3.5,92,185,100,471,54580,0.5405405405405406,4.71,0
54,3.5,92,185,101,472,54584,0.5459459459459459,4.673267326732673,1
54,3.5,92,185,88,406,52161,0.4756756756756757,4.613636363636363,2
54,3.5,92,185,89,407,52165,0.4810810810810811,4.573033707865169,3
55,4,124,245,148,711,79974,0.6040816326530613,4.804054054054054,0
55,4,124,245,149,712,79978,0.6081632653061224,4.778523489932886,1
55,4,124,245,143,679,79871,0.5836734693877551,4.748251748251748,2
55,4,124,245,144,680,79875,0.5877551020408164,4.722222222222222,3
56,4.5,152,316,188,910,113271,0.5949367088607594,4.840425531914893,0
56,4.5,152,316,191,913,113282,0.6044303797468354,4.780104712041885,1
56,4.5,152,316,183,874,110577,0.5791139240506329,4.775956284153006,2
56,4.5,152,316,185,876,110584,0.5854430379746836,4.735135135135135,3
57,5,165,347,170,814,86314,0.4899135446685879,4.788235294117647,0
57,5,165,347,172,816,86322,0.4956772334293948,4.744186046511628,1
57,5,165,347,166,786,85040,0.4783861671469741,4.734939759036145,2
57,5,165,347,168,788,85048,0.484149855907781,4.690476190476191,3
58,5.5,172,347,223,1077,127348,0.6426512968299711,4.829596412556054,0
58,5.5,172,347,226,1080,127359,0.6512968299711815,4.778761061946903,1
58,5.5,172,347,213,1023,129753,0.6138328530259366,4.802816901408451,2
58,5.5,172,347,215,1025,129760,0.6195965417867435,4.767441860465116,3
59,6,179,383,227,1100,106754,0.5926892950391645,4.845814977973569,0
59,6,179,383,229,1102,106762,0.597911227154047,4.812227074235808,1
59,6,179,383,223,1079,110432,0.5822454308093995,4.838565022421525,2
59,6,179,383,225,1081,110440,0.587467362924282,4.804444444444444,3
60,0.5,14,28,9,23,4396,0.32142857142857145,2.5555555555555554,0
60,0.5,14,28,9,23,4396,0.32142857142857145,2.5555555555555554,1
60,0.5,14,28,9,22,4221,0.32142857142857145,2.4444444444444446,2
60,0.5,14,28,9,22,4221,0.32142857142857145,2.4444444444444446,3
61,1,35,75,51,230,25811,0.68,4.509803921568627,0
61,1,35,75,51,230,25811,0.68,4.509803921568627,1
61,1,35,75,46,201,25191,0.6133333333333333,4.369565217391305,2
61,1,35,75,46,201,25191,0.6133333333333333,4.369565217391305,3
62,1.5,58,115,61,274,28890,0.5304347826086957,4.491803278688525,0
62,1.5,58,115,61,274,28890,0.5304347826086957,4.491803278688525,1
62,1.5,58,115,66,302,32476,0.5739130434782609,4.575757575757576,2
62,1.5,58,115,66,302,32476,0.5739130434782609,4.575757575757576,3
63,2,75,146,33,132,18332,0.22602739726027396,4.0,0
63,2,75,146,33,132,18332,0.22602739726027396,4.0,1
63,2,75,146,65,293,25972,0.4452054794520548,4.507692307692308,2
63,2,75,146,65,293,25972,0.4452054794520548,4.507692307692308,3
64,2.5,69,157,99,468,50650,0.6305732484076433,4.7272727272727275,0
64,2.5,69,157,100,469,50654,0.6369426751592356,4.69,1
64,2.5,69,157,84,390,50081,0.535031847133758,4.642857142857143,2
64,2.5,69,157,85,391,50085,0.5414012738853503,4.6,3
65,3,88,177,97,461,45550,0.5480225988700564,4.752577319587629,0
65,3,88,177,98,462,45554,0.5536723163841808,4.714285714285714,1
65,3,88,177,90,423,46075,0.5084745762711864,4.7,2
65,3,88,177,91,424,46079,0.5141242937853108,4.65934065934066,3
66,3.5,110,234,140,666,73237,0.5982905982905983,4.757142857142857,0
66,3.5,110,234,141,667,73240,0.6025641025641025,4.7304964539007095,1
66,3.5,110,234,122,573,71462,0.5213675213675214,4.69672131147541,2
66,3.5,110,234,123,574,71465,0.5256410256410257,4.666666666666667,3
67,4,126,267,144,686,54552,0.5393258426966292,4.763888888888889,0
67,4,126,267,145,687,54555,0.5430711610486891,4.7379310344827585,1
67,4,126,267,138,652,52909,0.5168539325842697,4.72463768115942,2
67,4,126,267,139,653,52912,0.5205992509363296,4.697841726618705,3
68,4.5,145,284,168,807,89175,0.5915492957746479,4.803571428571429,0
68,4.5,145,284,170,809,89182,0.5985915492957746,4.758823529411765,1
68,4.5,145,284,167,799,97768,0.5880281690140845,4.7844311377245505,2
68,4.5,145,284,169,801,97775,0.5950704225352113,4.739644970414201,3
69,5,147,293,185,893,110255,0.6313993174061433,4.827027027027027,0
69,5,147,293,187,895,110263,0.6382252559726962,4.786096256684492,1
69,5,147,293,170,816,108524,0.5802047781569966,4.8,2
69,5,147,293,172,818,108532,0.5870307167235495,4.755813953488372,3
70,5.5,138,279,171,824,93862,0.6129032258064516,4.818713450292398,0
70,5.5,138,279,173,826,93869,0.6200716845878136,4.77456647398844,1
70,5.5,138,279,158,752,92219,0.5663082437275986,4.7594936708860756,2
70,5.5,138,279,160,754,92226,0.5734767025089605,4.7125,3
71,6,182,371,283,1378,128666,0.7628032345013477,4.869257950530035,0
71,6,182,371,283,1378,128666,0.7628032345013477,4.869257950530035,1
71,6,182,371,272,1325,132112,0.7331536388140162,4.8713235294117645,2
71,6,182,371,272,1325,132112,0.7331536388140162,4.8713235294117645,3
72,0.5,18,32,9,20,3611,0.28125,2.2222222222222223,0
72,0.5,18,32,9,20,3611,0.28125,2.2222222222222223,1
72,0.5,18,32,10,21,4188,0.3125,2.1,2
72,0.5,18,32,10,21,4188,0.3125,2.1,3
73,1,27,52,28,114,17009,0.5384615384615384,4.071428571428571,0
73,1,27,52,28,114,17009,0.5384615384615384,4.071428571428571,1
73,1,27,52,22,81,15177,0.4230769230769231,3.6818181818181817,2
73,1,27,52,22,81,15177,0.4230769230769231,3.6818181818181817,3
74,1.5,44,92,50,223,33971,0.5434782608695652,4.46,0
74,1.5,44,92,50,223,33971,0.5434782608695652,4.46,1
74,1.5,44,92,36,155,31818,0.391304347826087,4.305555555555555,2
74,1.5,44,92,36,155,31818,0.391304347826087,4.305555555555555,3
75,2,58,123,57,259,26410,0.4634146341463415,4.543859649122807,0
75,2,58,123,57,259,26410,0.4634146341463415,4.543859649122807,1
75,2,58,123,59,265,29121,0.4796747967479675,4.491525423728813,2
75,2,58,123,59,265,29121,0.4796747967479675,4.491525423728813,3
76,2.5,90,172,98,468,67830,0.5697674418604651,4.775510204081633,0
76,2.5,90,172,99,469,67833,0.5755813953488372,4.737373737373737,1
76,2.5,90,172,67,304,64284,0.38953488372093026,4.537313432835821,2
76,2.5,90,172,68,305,64287,0.3953488372093023,4.485294117647059,3
77,3,94,201,106,502,67991,0.527363184079602,4.735849056603773,0
77,3,94,201,107,503,67995,0.5323383084577115,4.700934579439252,1
77,3,94,201,88,407,68316,0.43781094527363185,4.625,2
77,3,94,201,89,408,68320,0.4427860696517413,4.584269662921348,3
78,3.5,96,210,128,613,83104,0.6095238095238096,4.7890625,0
78,3.5,96,210,130,615,83111,0.6190476190476191,4.730769230769231,1
78,3.5,96,210,95,437,80549,0.4523809523809524,4.6,2
78,3.5,96,210,97,439,80556,0.46190476190476193,4.525773195876289,3
79,4,132,266,181,875,99246,0.6804511278195489,4.834254143646409,0
79,4,132,266,183,877,99254,0.6879699248120301,4.7923497267759565,1
79,4,132,266,154,737,97024,0.5789473684210527,4.785714285714286,2
79,4,132,266,156,739,97032,0.5864661654135338,4.737179487179487,3
80,4.5,135,293,181,877,98465,0.6177474402730375,4.845303867403315,0
80,4.5,135,293,183,879,98472,0.6245733788395904,4.80327868852459,1
80,4.5,135,293,135,637,92178,0.46075085324232085,4.718518518518518,2
80,4.5,135,293,137,639,92185,0.46757679180887374,4.664233576642336,3
81,5,136,295,167,804,81234,0.5661016949152542,4.81437125748503,0
81,5,136,295,168,805,81238,0.5694915254237288,4.791666666666667,1
81,5,136,295,158,753,78762,0.535593220338983,4.765822784810126,2
81,5,136,295,159,754,78766,0.5389830508474577,4.7421383647798745,3
82,5.5,172,347,218,1052,98332,0.6282420749279539,4.825688073394495,0
82,5.5,172,347,220,1054,98339,0.6340057636887608,4.790909090909091,1
82,5.5,172,347,201,972,99389,0.579250720461095,4.835820895522388,2
82,5.5,172,347,203,974,99396,0.5850144092219021,4.798029556650246,3
83,6,181,351,142,667,89807,0.4045584045584046,4.697183098591549,0
83,6,181,351,144,669,89814,0.41025641025641024,4.645833333333333,1
83,6,181,351,152,722,95153,0.43304843304843305,4.75,2
83,6,181,351,154,724,95160,0.43874643874643876,4.701298701298701,3
84,0.5,9,17,12,37,2313,0.7058823529411765,3.0833333333333335,0
84,0.5,9,17,12,37,2313,0.7058823529411765,3.0833333333333335,1
84,0.5,9,17,12,33,1460,0.7058823529411765,2.75,2
84,0.5,9,17,12,33,1460,0.7058823529411765,2.75,3
85,1,26,54,16,53,6162,0.2962962962962963,3.3125,0
85,1,26,54,16,53,6162,0.2962962962962963,3.3125,1
85,1,26,54,16,52,6302,0.2962962962962963,3.25,2
85,1,26,54,16,52,6302,0.2962962962962963,3.25,3
86,1.5,41,91,35,149,16540,0.38461538461538464,4.257142857142857,0
86,1.5,41,91,35,149,16540,0.38461538461538464,4.257142857142857,1
86,1.5,41,91,36,152,16935,0.3956043956043956,4.222222222222222,2
86,1.5,41,91,36,152,16935,0.3956043956043956,4.222222222222222,3
87,2,64,132,74,344,39996,0.5606060606060606,4.648648648648648,0
87,2,64,132,74,344,39996,0.5606060606060606,4.648648648648648,1
87,2,64,132,57,251,37089,0.4318181818181818,4.4035087719298245,2
87,2,64,132,57,251,37089,0.4318181818181818,4.4035087719298245,3
88,2.5,77,160,90,420,36114,0.5625,4.666666666666667,0
88,2.5,77,160,90,420,36114,0.5625,4.666666666666667,1
88,2.5,77,160,90,418,37564,0.5625,4.644444444444445,2
88,2.5,77,160,90,418,37564,0.5625,4.644444444444445,3
89,3,95,199,107,504,73280,0.5376884422110553,4.710280373831775,0
89,3,95,199,108,505,73283,0.542713567839196,4.675925925925926,1
89,3,95,199,113,537,75929,0.5678391959798995,4.752212389380531,2
89,3,95,199,114,538,75932,0.5728643216080402,4.719298245614035,3
90,3.5,107,243,140,669,74997,0.5761316872427984,4.7785714285714285,0
90,3.5,107,243,141,670,75000,0.5802469135802469,4.75177304964539,1
90,3.5,107,243,128,604,72866,0.5267489711934157,4.71875,2
90,3.5,107,243,129,605,72869,0.5308641975308642,4.689922480620155,3
91,4,117,231,123,584,74111,0.5324675324675324,4.747967479674797,0
91,4,117,231,125,586,74119,0.5411255411255411,4.688,1
91,4,117,231,122,574,76435,0.5281385281385281,4.704918032786885,2
91,4,117,231,124,576,76443,0.5367965367965368,4.645161290322581,3
92,4.5,133,280,156,759,92395,0.5571428571428572,4.865384615384615,0
92,4.5,133,280,158,761,92402,0.5642857142857143,4.8164556962025316,1
92,4.5,133,280,153,737,92031,0.5464285714285714,4.816993464052287,2
92,4.5,133,280,155,739,92038,0.5535714285714286,4.767741935483871,3
93,5,147,304,182,881,95322,0.5986842105263158,4.84065934065934,0
93,5,147,304,184,883,95329,0.6052631578947368,4.798913043478261,1
93,5,147,304,179,861,96317,0.5888157894736842,4.810055865921788,2
93,5,147,304,181,863,96324,0.5953947368421053,4.767955801104972,3
94,5.5,157,318,187,898,90907,0.5880503144654088,4.802139037433155,0
94,5.5,157,318,189,900,90914,0.5943396226415094,4.761904761904762,1
94,5.5,157,318,174,830,92588,0.5471698113207547,4.7701149425287355,2
94,5.5,157,318,176,832,92595,0.5534591194968553,4.7272727272727275,3
95,6,194,390,271,1314,111868,0.6948717948717948,4.8487084870848705,0
95,6,194,390,271,1314,111868,0.6948717948717948,4.8487084870848705,1
95,6,194,390,261,1263,120866,0.6692307692307692,4.839080459770115,2
95,6,194,390,261,1263,120866,0.6692307692307692,4.839080459770115,3
96,0.5,15,32,11,39,1850,0.34375,3.5454545454545454,0
96,0.5,15,32,11,39,1850,0.34375,3.5454545454545454,1
96,0.5,15,32,11,39,1850,0.34375,3.5454545454545454,2
96,0.5,15,32,11,39,1850,0.34375,3.5454545454545454,3
97,1,30,70,40,175,22683,0.5714285714285714,4.375,0
97,1,30,70,40,175,22683,0.5714285714285714,4.375,1
97,1,30,70,24,92,18327,0.34285714285714286,3.8333333333333335,2
97,1,30,70,24,92,18327,0.34285714285714286,3.8333333333333335,3
98,1.5,42,79,39,169,21002,0.4936708860759494,4.333333333333333,0
98,1.5,42,79,39,169,21002,0.4936708860759494,4.333333333333333,1
98,1.5,42,79,36,155,19899,0.45569620253164556,4.305555555555555,2
98,1.5,42,79,36,155,19899,0.45569620253164556,4.305555555555555,3
99,2,51,105,42,183,31265,0.4,4.357142857142857,0
99,2,51,105,43,184,31269,0.4095238095238095,4.27906976744186,1
99,2,51,105,35,146,31909,0.3333333333333333,4.171428571428572,2
99,2,51,105,36,147,31913,0.34285714285714286,4.083333333333333,3
100,2.5,73,162,95,442,45060,0.5864197530864198,4.652631578947369,0
100,2.5,73,162,96,443,45065,0.5925925925925926,4.614583333333333,1
100,2.5,73,162,94,439,51320,0.5802469135802469,4.670212765957447,2
