rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
6.0,188,395,291,1139,0.7367088607594937,3.9140893470790377,3
0.5,16,30,14,41,0.4666666666666667,2.9285714285714284,0
1.0,36,80,31,104,0.3875,3.3548387096774195,2
1.5,46,97,31,103,0.31958762886597936,3.3225806451612905,2
2.0,49,98,65,239,0.6632653061224489,3.6769230769230767,2
2.5,77,150,101,382,0.6733333333333333,3.7821782178217815,3
3.0,82,157,109,413,0.6942675159235668,3.7889908256880735,3
3.5,123,244,182,708,0.7459016393442623,3.89010989010989,2
4.0,114,239,158,608,0.6610878661087866,3.848101265822785,1
4.5,143,288,151,581,0.5243055555555556,3.8476821192052983,3
5.0,171,338,205,793,0.606508875739645,3.8682926829268287,3
5.5,152,281,164,635,0.5836298932384342,3.8719512195121952,3
6.0,183,362,232,902,0.6408839779005525,3.8879310344827593,3
0.5,18,28,15,39,0.5357142857142857,2.6,2
1.0,29,54,26,83,0.4814814814814815,3.1923076923076925,2
1.5,41,82,23,74,0.2804878048780488,3.217391304347826,2
2.0,63,119,66,249,0.5546218487394958,3.772727272727273,1
2.5,87,172,84,314,0.4883720930232558,3.738095238095238,3
3.0,94,197,95,357,0.4822335025380711,3.7578947368421054,3
3.5,110,223,124,472,0.5560538116591929,3.806451612903226,1
4.0,122,256,185,719,0.72265625,3.8864864864864863,2
4.5,156,325,208,807,0.64,3.879807692307693,3
5.0,157,302,193,745,0.6390728476821192,3.8601036269430047,3
5.5,145,276,169,649,0.6123188405797102,3.840236686390533,3
6.0,182,366,212,823,0.5792349726775956,3.8820754716981134,3
0.5,19,37,20,59,0.5405405405405406,2.95,2
1.0,36,82,55,202,0.6707317073170732,3.6727272727272733,0
1.5,45,97,72,270,0.7422680412371134,3.75,2
2.0,69,147,81,305,0.5510204081632653,3.7654320987654315,2
2.5,77,161,92,347,0.5714285714285714,3.771739130434783,3
3.0,99,199,113,429,0.5678391959798995,3.7964601769911503,3
3.5,106,219,135,518,0.6164383561643836,3.837037037037037,3
4.0,118,240,137,522,0.5708333333333333,3.81021897810219,3
4.5,119,245,146,563,0.5959183673469388,3.8561643835616435,3
5.0,139,302,190,731,0.6291390728476821,3.847368421052632,3
5.5,156,331,216,836,0.6525679758308157,3.87037037037037,3
6.0,154,305,154,590,0.5049180327868853,3.831168831168831,3
0.5,15,27,7,15,0.25925925925925924,2.142857142857143,2
1.0,24,46,18,51,0.39130434782608703,2.833333333333333,2
1.5,51,97,49,175,0.5051546391752577,3.571428571428572,2
2.0,73,122,58,211,0.4754098360655738,3.6379310344827593,2
2.5,80,164,81,303,0.4939024390243902,3.7407407407407414,3
3.0,96,195,132,509,0.676923076923077,3.8560606060606064,2
3.5,94,212,128,488,0.6037735849056604,3.8125,3
4.0,123,238,166,645,0.6974789915966386,3.8855421686746983,2
4.5,135,288,190,734,0.6597222222222222,3.863157894736842,3
5.0,153,302,144,552,0.4768211920529801,3.8333333333333335,3
5.5,150,292,178,687,0.6095890410958904,3.859550561797753,3
6.0,196,427,260,1016,0.6088992974238876,3.907692307692308,3
0.5,12,25,14,36,0.56,2.571428571428572,2
1.0,25,49,18,51,0.3673469387755102,2.833333333333333,2
1.5,54,106,52,187,0.490566037735849,3.5961538461538463,2
2.0,62,133,87,330,0.6541353383458647,3.7931034482758617,2
2.5,74,153,98,371,0.6405228758169934,3.7857142857142856,1
3.0,114,228,138,529,0.6052631578947368,3.8333333333333335,3
3.5,117,238,151,583,0.6344537815126049,3.8609271523178808,3
4.0,115,244,131,503,0.5368852459016393,3.8396946564885495,3
4.5,117,240,152,588,0.6333333333333333,3.8684210526315783,3
5.0,155,316,248,974,0.7848101265822784,3.9274193548387095,2
5.5,172,317,208,810,0.6561514195583596,3.8942307692307687,3
6.0,177,381,287,1128,0.7532808398950132,3.9303135888501743,2
0.5,20,46,9,21,0.1956521739130435,2.333333333333333,2
1.0,28,64,28,92,0.4375,3.2857142857142856,2
1.5,46,102,65,241,0.6372549019607843,3.707692307692308,2
2.0,67,130,56,200,0.4307692307692308,3.571428571428572,3
2.5,81,170,108,410,0.6352941176470588,3.796296296296296,3
3.0,85,199,123,471,0.6180904522613065,3.829268292682927,2
3.5,122,241,168,654,0.6970954356846473,3.8928571428571432,2
4.0,126,271,148,573,0.5461254612546126,3.8716216216216215,2
4.5,128,271,163,625,0.6014760147601476,3.834355828220859,3
5.0,145,290,195,753,0.6724137931034483,3.8615384615384616,3
5.5,167,354,267,1041,0.7542372881355932,3.8988764044943816,3
6.0,157,309,202,787,0.6537216828478964,3.896039603960397,2
0.5,19,45,23,71,0.5111111111111111,3.0869565217391304,2
1.0,34,61,19,63,0.3114754098360656,3.3157894736842106,2
1.5,47,101,69,255,0.6831683168316832,3.695652173913044,2
2.0,68,123,66,246,0.5365853658536586,3.727272727272727,2
2.5,95,186,111,424,0.5967741935483871,3.81981981981982,3
3.0,102,199,120,461,0.6030150753768844,3.841666666666667,1
3.5,125,242,153,591,0.6322314049586777,3.862745098039216,3
4.0,135,275,193,752,0.7018181818181818,3.8963730569948183,2
4.5,126,280,165,637,0.5892857142857143,3.8606060606060613,3
5.0,157,306,183,705,0.5980392156862745,3.8524590163934422,3
5.5,162,310,174,672,0.5612903225806452,3.8620689655172415,3
6.0,170,347,227,884,0.6541786743515849,3.8942731277533036,1
0.5,16,30,13,37,0.43333333333333335,2.8461538461538463,2
1.0,30,65,29,99,0.4461538461538462,3.4137931034482767,2
1.5,46,103,53,197,0.5145631067961165,3.716981132075472,2
2.0,72,136,93,352,0.6838235294117647,3.78494623655914,2
2.5,80,162,109,418,0.6728395061728395,3.834862385321101,2
3.0,91,197,158,614,0.8020304568527918,3.886075949367088,0
3.5,102,203,130,503,0.6403940886699507,3.869230769230769,2
4.0,141,272,205,796,0.7536764705882353,3.8829268292682926,1
4.5,115,234,120,459,0.5128205128205128,3.825,3
5.0,135,265,178,685,0.6716981132075471,3.848314606741573,3
5.5,155,321,152,583,0.4735202492211838,3.8355263157894735,3
6.0,180,364,217,838,0.5961538461538461,3.8617511520737327,3
0.5,16,44,25,82,0.5681818181818182,3.28,2
1.0,25,53,26,86,0.490566037735849,3.3076923076923075,2
1.5,51,101,81,305,0.801980198019802,3.7654320987654315,2
2.0,55,117,60,219,0.5128205128205128,3.65,2
2.5,70,143,81,305,0.5664335664335665,3.7654320987654315,1
3.0,84,171,114,433,0.6666666666666666,3.798245614035088,3
3.5,130,246,125,475,0.5081300813008129,3.8,3
4.0,110,209,141,539,0.6746411483253588,3.8226950354609928,3
4.5,140,299,160,620,0.5351170568561873,3.875,3
5.0,153,282,184,709,0.6524822695035462,3.853260869565217,3
5.5,163,332,194,749,0.5843373493975904,3.860824742268041,3
6.0,197,422,240,938,0.5687203791469194,3.908333333333333,1
0.5,23,56,33,112,0.5892857142857143,3.3939393939393936,2
1.0,33,69,32,112,0.463768115942029,3.5,2
1.5,46,82,39,137,0.475609756097561,3.5128205128205128,2
2.0,67,145,80,299,0.5517241379310345,3.7375,3
2.5,77,169,95,362,0.5621301775147929,3.8105263157894735,3
3.0,97,190,139,533,0.7315789473684211,3.83453237410072,3
3.5,124,252,126,480,0.5,3.809523809523809,3
4.0,120,246,154,595,0.6260162601626016,3.863636363636364,3
4.5,123,243,141,540,0.5802469135802469,3.8297872340425534,3
5.0,151,286,171,661,0.5979020979020979,3.865497076023392,3
5.5,154,296,202,782,0.6824324324324325,3.871287128712871,3
6.0,163,330,224,869,0.6787878787878788,3.8794642857142856,3
0.5,11,25,10,22,0.4,2.2,2
1.0,41,89,41,143,0.4606741573033708,3.4878048780487805,2
1.5,45,79,48,173,0.6075949367088608,3.6041666666666665,2
2.0,58,117,66,245,0.5641025641025641,3.712121212121212,2
2.5,83,174,109,414,0.6264367816091954,3.798165137614679,3
3.0,88,171,85,321,0.4970760233918128,3.776470588235294,3
3.5,106,196,108,412,0.5510204081632653,3.814814814814815,3
4.0,104,205,127,488,0.6195121951219512,3.84251968503937,3
4.5,140,271,163,625,0.6014760147601476,3.834355828220859,3
5.0,178,330,195,752,0.5909090909090909,3.856410256410257,3
5.5,158,300,178,690,0.5933333333333334,3.8764044943820224,3
6.0,178,368,236,918,0.6413043478260869,3.8898305084745757,3
0.5,20,45,12,31,0.26666666666666666,2.583333333333333,0
1.0,24,51,15,43,0.29411764705882354,2.8666666666666667,2
1.5,57,115,47,170,0.40869565217391307,3.6170212765957452,0
2.0,53,107,53,194,0.4953271028037383,3.6603773584905666,0
2.5,86,158,102,388,0.6455696202531646,3.8039215686274512,2
3.0,101,203,137,524,0.6748768472906403,3.824817518248176,3
3.5,109,225,136,521,0.6044444444444445,3.8308823529411766,3
4.0,120,241,175,679,0.7261410788381742,3.88,1
4.5,121,240,136,523,0.5666666666666667,3.8455882352941178,3
5.0,146,288,179,691,0.6215277777777778,3.8603351955307263,3
5.5,169,347,222,866,0.6397694524495677,3.9009009009009015,3
6.0,190,398,235,912,0.5904522613065326,3.8808510638297875,3
0.5,20,42,21,63,0.5,3.0,2
1.0,31,62,11,30,0.1774193548387097,2.727272727272727,0
1.5,57,129,81,305,0.627906976744186,3.7654320987654315,2
2.0,65,129,76,284,0.5891472868217055,3.736842105263158,2
2.5,83,158,88,328,0.5569620253164557,3.727272727272727,3
3.0,95,182,105,396,0.5769230769230769,3.7714285714285714,3
3.5,111,224,145,562,0.6473214285714286,3.875862068965517,3
4.0,122,241,141,542,0.5850622406639004,3.8439716312056738,3
4.5,129,262,196,758,0.7480916030534351,3.8673469387755097,3
5.0,145,267,167,647,0.6254681647940075,3.8742514970059885,3
5.5,147,292,216,838,0.7397260273972602,3.8796296296296298,3
6.0,171,340,222,861,0.6529411764705882,3.8783783783783785,3
0.5,22,38,8,14,0.21052631578947367,1.75,2
1.0,39,63,32,107,0.5079365079365079,3.34375,2
1.5,55,109,65,236,0.5963302752293578,3.630769230769231,3
2.0,57,127,62,232,0.4881889763779528,3.741935483870968,0
2.5,79,169,95,359,0.5621301775147929,3.7789473684210533,3
3.0,111,213,122,468,0.5727699530516432,3.836065573770492,1
3.5,86,172,95,362,0.5523255813953488,3.8105263157894735,2
4.0,108,226,107,404,0.4734513274336283,3.7757009345794392,3
4.5,149,317,193,747,0.6088328075709779,3.8704663212435233,3
5.0,173,371,239,930,0.6442048517520216,3.8912133891213383,3
5.5,182,371,247,964,0.6657681940700808,3.902834008097166,3
6.0,177,355,247,961,0.6957746478873239,3.890688259109312,3
0.5,16,32,16,44,0.5,2.75,2
1.0,35,83,46,163,0.5542168674698795,3.5434782608695654,2
1.5,48,107,53,193,0.4953271028037383,3.6415094339622636,2
2.0,56,118,61,225,0.5169491525423728,3.6885245901639343,2
2.5,79,158,72,264,0.4556962025316456,3.6666666666666665,3
3.0,93,187,94,355,0.5026737967914439,3.776595744680851,3
3.5,107,213,128,489,0.6009389671361502,3.8203125,3
4.0,103,197,127,484,0.6446700507614214,3.8110236220472435,3
4.5,132,282,162,627,0.5744680851063829,3.87037037037037,3
5.0,164,335,201,778,0.6,3.870646766169154,3
5.5,157,325,193,752,0.5938461538461538,3.8963730569948183,3
6.0,184,399,251,978,0.6290726817042607,3.896414342629482,3
0.5,17,43,25,81,0.5813953488372093,3.24,2
1.0,35,78,57,209,0.7307692307692307,3.6666666666666665,2
1.5,53,90,55,201,0.6111111111111112,3.654545454545455,2
2.0,63,131,72,268,0.5496183206106869,3.7222222222222223,2
2.5,83,182,118,448,0.6483516483516484,3.7966101694915255,3
3.0,97,203,123,469,0.6059113300492611,3.8130081300813012,3
3.5,98,189,115,444,0.6084656084656085,3.860869565217391,0
4.0,121,234,136,517,0.5811965811965812,3.8014705882352944,3
4.5,142,298,197,767,0.6610738255033557,3.8934010152284255,1
5.0,149,311,196,757,0.6302250803858521,3.862244897959184,3
5.5,163,335,207,803,0.6179104477611941,3.879227053140097,3
6.0,165,327,196,759,0.599388379204893,3.872448979591837,3
0.5,21,36,18,54,0.5,3.0,0
1.0,32,60,37,130,0.6166666666666667,3.5135135135135136,2
1.5,40,70,33,115,0.4714285714285714,3.484848484848485,2
2.0,64,133,96,363,0.7218045112781954,3.78125,2
2.5,80,173,104,395,0.6011560693641619,3.7980769230769234,3
3.0,94,187,108,410,0.5775401069518716,3.796296296296296,3
3.5,94,187,92,345,0.4919786096256685,3.75,3
4.0,128,267,144,552,0.5393258426966292,3.8333333333333335,3
4.5,150,312,191,738,0.6121794871794872,3.863874345549738,3
5.0,137,275,191,742,0.6945454545454546,3.8848167539267013,3
5.5,173,340,287,1130,0.8441176470588235,3.937282229965157,2
6.0,182,339,204,793,0.6017699115044248,3.887254901960784,3
0.5,12,22,9,16,0.4090909090909091,1.7777777777777777,2
1.0,24,47,31,105,0.6595744680851063,3.3870967741935485,2
1.5,54,109,77,289,0.7064220183486238,3.753246753246753,2
2.0,53,122,90,342,0.7377049180327869,3.8,2
2.5,92,195,128,488,0.6564102564102564,3.8125,3
3.0,72,157,100,379,0.6369426751592356,3.79,3
3.5,104,214,110,418,0.514018691588785,3.8,3
4.0,120,215,125,476,0.5813953488372093,3.8080000000000003,3
4.5,134,265,159,611,0.6,3.842767295597484,3
5.0,165,358,239,927,0.6675977653631285,3.8786610878661087,3
5.5,161,296,185,712,0.625,3.848648648648649,3
6.0,180,371,247,961,0.6657681940700808,3.890688259109312,3
0.5,15,26,11,25,0.4230769230769231,2.272727272727273,2
1.0,30,68,40,145,0.5882352941176471,3.625,2
1.5,46,95,47,168,0.4947368421052632,3.5744680851063837,2
2.0,67,136,74,275,0.5441176470588235,3.716216216216216,2
2.5,68,142,64,233,0.4507042253521127,3.640625,3
3.0,80,168,86,325,0.5119047619047619,3.779069767441861,3
3.5,117,231,146,564,0.6320346320346321,3.863013698630137,3
4.0,106,219,165,639,0.7534246575342466,3.872727272727273,3
4.5,141,279,164,632,0.5878136200716846,3.8536585365853657,3
5.0,162,345,296,1163,0.8579710144927536,3.9290540540540535,2
5.5,182,349,239,930,0.6848137535816619,3.8912133891213383,3
6.0,192,391,227,881,0.5805626598465473,3.8810572687224667,3
0.5,13,30,9,19,0.3,2.1111111111111107,0
1.0,28,64,45,159,0.703125,3.533333333333333,2
1.5,40,89,51,185,0.5730337078651685,3.627450980392157,2
2.0,57,121,70,261,0.5785123966942148,3.7285714285714286,3
2.5,64,142,73,271,0.5140845070422535,3.712328767123288,2
3.0,89,189,102,384,0.5396825396825397,3.7647058823529416,3
3.5,117,266,179,694,0.6729323308270677,3.8770949720670385,3
4.0,132,276,154,590,0.5579710144927537,3.831168831168831,3
4.5,113,226,151,577,0.668141592920354,3.8211920529801326,3
5.0,149,307,177,688,0.5765472312703583,3.8870056497175134,3
5.5,182,380,242,942,0.6368421052631579,3.8925619834710745,3
6.0,194,417,251,975,0.6019184652278178,3.8844621513944224,3
0.5,16,35,21,65,0.6,3.095238095238096,2
1.0,19,44,15,40,0.3409090909090909,2.6666666666666665,2
1.5,45,94,63,231,0.6702127659574468,3.6666666666666665,2
2.0,55,114,54,195,0.4736842105263158,3.611111111111111,2
2.5,90,195,125,477,0.6410256410256411,3.8160000000000003,3
3.0,96,192,119,454,0.6197916666666666,3.815126050420168,3
3.5,120,242,149,572,0.6157024793388429,3.8389261744966436,3
4.0,119,230,120,453,0.5217391304347826,3.775,3
4.5,129,270,174,670,0.6444444444444445,3.8505747126436782,3
5.0,150,289,180,697,0.6228373702422145,3.8722222222222222,3
5.5,145,276,131,502,0.4746376811594203,3.83206106870229,1
6.0,185,352,236,915,0.6704545454545454,3.8771186440677967,3
0.5,18,34,20,60,0.5882352941176471,3.0,2
1.0,43,82,43,152,0.5243902439024389,3.5348837209302326,3
1.5,43,79,46,167,0.5822784810126582,3.6304347826086962,2
2.0,56,116,68,253,0.5862068965517241,3.7205882352941178,2
2.5,93,181,100,381,0.5524861878453039,3.81,1
3.0,88,175,96,361,0.5485714285714286,3.7604166666666665,3
3.5,106,229,138,526,0.6026200873362445,3.811594202898551,3
4.0,109,206,88,326,0.4271844660194175,3.704545454545455,3
4.5,121,261,154,593,0.5900383141762452,3.850649350649351,3
5.0,160,313,206,798,0.6581469648562299,3.8737864077669903,3
5.5,157,319,176,677,0.5517241379310345,3.8465909090909087,3
6.0,182,387,228,882,0.5891472868217055,3.8684210526315783,3
0.5,22,33,7,10,0.21212121212121213,1.4285714285714286,2
1.0,35,68,40,138,0.5882352941176471,3.45,3
1.5,57,116,60,220,0.5172413793103449,3.6666666666666665,2
2.0,59,132,70,259,0.5303030303030303,3.7,3
2.5,83,179,131,503,0.7318435754189944,3.8396946564885495,1
3.0,92,176,131,506,0.7443181818181818,3.862595419847328,2
3.5,114,228,123,468,0.5394736842105263,3.804878048780488,3
4.0,116,257,133,509,0.5175097276264592,3.8270676691729317,3
4.5,124,253,158,607,0.6245059288537549,3.8417721518987342,3
5.0,152,301,180,696,0.5980066445182725,3.8666666666666663,3
5.5,174,361,264,1032,0.7313019390581718,3.9090909090909087,3
6.0,186,383,231,898,0.6031331592689295,3.887445887445888,3
0.5,15,23,16,45,0.6956521739130435,2.8125,2
1.0,28,54,26,88,0.4814814814814815,3.3846153846153846,2
1.5,48,99,63,233,0.6363636363636364,3.6984126984126986,2
2.0,60,128,95,359,0.7421875,3.7789473684210533,2
2.5,74,139,66,243,0.4748201438848921,3.6818181818181817,2
3.0,80,173,108,413,0.6242774566473989,3.8240740740740735,2
3.5,111,210,127,482,0.6047619047619047,3.7952755905511815,3
4.0,121,231,132,504,0.5714285714285714,3.8181818181818175,3
4.5,126,247,157,602,0.6356275303643725,3.834394904458599,3
5.0,164,336,185,716,0.5505952380952381,3.8702702702702703,3
5.5,168,329,186,714,0.5653495440729484,3.838709677419355,3
6.0,192,387,272,1063,0.7028423772609819,3.9080882352941178,3
0.5,16,26,7,10,0.2692307692307692,1.4285714285714286,2
1.0,30,56,32,107,0.5714285714285714,3.34375,2
1.5,52,110,49,176,0.44545454545454544,3.591836734693877,2
2.0,61,144,96,363,0.6666666666666666,3.78125,2
2.5,76,163,104,392,0.6380368098159509,3.7692307692307687,3
3.0,75,133,81,300,0.6090225563909775,3.703703703703704,3
3.5,90,179,100,377,0.5586592178770949,3.77,3
4.0,141,288,191,740,0.6631944444444444,3.87434554973822,3
4.5,155,283,164,631,0.5795053003533569,3.847560975609756,3
5.0,177,354,205,795,0.5790960451977402,3.8780487804878048,1
5.5,157,322,173,665,0.5372670807453416,3.8439306358381504,3
6.0,165,333,220,856,0.6606606606606606,3.890909090909091,3
0.5,22,31,16,49,0.5161290322580645,3.0625,2
1.0,34,64,38,133,0.59375,3.5,2
1.5,46,91,37,126,0.4065934065934066,3.4054054054054053,3
2.0,59,117,50,181,0.4273504273504273,3.62,2
2.5,67,147,82,307,0.5578231292517006,3.7439024390243913,2
3.0,95,208,121,462,0.5817307692307693,3.8181818181818175,3
3.5,118,233,188,731,0.8068669527896996,3.888297872340425,2
4.0,106,202,128,489,0.6336633663366337,3.8203125,3
4.5,144,295,177,681,0.6,3.8474576271186436,3
5.0,130,262,169,652,0.6450381679389313,3.8579881656804735,3
5.5,139,277,160,616,0.5776173285198556,3.85,3
6.0,195,397,265,1034,0.6675062972292192,3.90188679245283,3
0.5,18,39,14,35,0.35897435897435903,2.5,2
1.0,25,55,24,76,0.4363636363636363,3.1666666666666665,2
1.5,44,93,49,177,0.5268817204301075,3.612244897959184,2
2.0,57,117,71,260,0.6068376068376068,3.661971830985916,3
2.5,84,152,101,383,0.6644736842105263,3.792079207920792,1
3.0,100,206,116,442,0.5631067961165048,3.810344827586207,3
3.5,114,213,91,342,0.4272300469483568,3.758241758241758,3
4.0,109,243,152,584,0.6255144032921811,3.842105263157895,3
4.5,142,289,202,788,0.6989619377162629,3.9009900990099013,2
5.0,168,331,218,845,0.6586102719033232,3.876146788990826,3
5.5,175,349,210,810,0.6017191977077364,3.8571428571428568,3
6.0,193,393,235,916,0.5979643765903307,3.897872340425532,3
0.5,14,33,17,55,0.5151515151515151,3.2352941176470584,2
1.0,31,70,31,103,0.4428571428571429,3.3225806451612905,2
1.5,32,62,31,105,0.5,3.3870967741935485,2
2.0,60,131,100,382,0.7633587786259542,3.82,0
2.5,83,158,77,291,0.4873417721518987,3.779220779220779,1
3.0,93,195,107,406,0.5487179487179488,3.794392523364486,3
3.5,118,227,116,442,0.5110132158590308,3.810344827586207,3
4.0,115,216,104,392,0.4814814814814815,3.7692307692307687,3
4.5,134,238,122,462,0.5126050420168067,3.7868852459016393,3
5.0,132,276,181,703,0.6557971014492754,3.883977900552486,3
5.5,150,334,209,812,0.6257485029940121,3.885167464114832,3
6.0,159,314,208,808,0.6624203821656051,3.8846153846153846,1
0.5,12,23,14,37,0.6086956521739131,2.642857142857143,2
1.0,30,59,33,113,0.559322033898305,3.4242424242424243,2
1.5,49,109,48,174,0.44036697247706413,3.625,2
2.0,49,98,82,307,0.8367346938775511,3.7439024390243913,2
2.5,83,168,89,332,0.5297619047619048,3.730337078651685,3
3.0,91,188,93,351,0.4946808510638298,3.7741935483870965,1
3.5,117,230,162,630,0.7043478260869566,3.888888888888889,0
4.0,122,239,120,455,0.502092050209205,3.7916666666666665,3
4.5,152,322,215,838,0.6677018633540373,3.8976744186046512,3
5.0,143,293,154,594,0.5255972696245734,3.8571428571428568,3
5.5,163,354,223,868,0.6299435028248588,3.89237668161435,3
6.0,167,344,209,806,0.6075581395348837,3.8564593301435406,3
0.5,9,23,14,35,0.6086956521739131,2.5,2
1.0,38,76,33,112,0.4342105263157895,3.3939393939393936,2
1.5,40,85,48,168,0.5647058823529412,3.5,3
2.0,67,131,55,199,0.4198473282442748,3.618181818181818,3
2.5,74,137,63,230,0.4598540145985402,3.6507936507936503,3
3.0,104,222,133,515,0.5990990990990991,3.87218045112782,2
3.5,92,192,126,483,0.65625,3.8333333333333335,3
4.0,122,252,155,596,0.6150793650793651,3.8451612903225807,1
4.5,129,261,157,605,0.6015325670498084,3.853503184713376,3
5.0,150,304,191,737,0.6282894736842105,3.858638743455497,3
5.5,171,360,182,703,0.5055555555555555,3.8626373626373622,3
6.0,164,333,226,877,0.6786786786786787,3.880530973451328,3
0.5,21,48,22,69,0.4583333333333333,3.136363636363636,2
1.0,31,67,32,108,0.4776119402985074,3.375,2
1.5,40,91,50,182,0.5494505494505495,3.64,2
2.0,76,148,91,341,0.6148648648648649,3.7472527472527473,3
2.5,82,171,95,359,0.5555555555555556,3.7789473684210533,1
3.0,75,150,80,297,0.5333333333333333,3.7125,3
3.5,84,165,107,405,0.6484848484848484,3.7850467289719623,3
4.0,119,234,158,608,0.6752136752136753,3.848101265822785,3
4.5,127,268,144,556,0.5373134328358209,3.861111111111111,1
5.0,132,298,190,736,0.6375838926174496,3.8736842105263163,3
5.5,179,380,261,1019,0.6868421052631579,3.904214559386973,3
6.0,160,321,193,748,0.6012461059190031,3.8756476683937824,3
0.5,17,35,17,50,0.4857142857142857,2.9411764705882355,0
1.0,26,67,34,116,0.5074626865671642,3.4117647058823533,2
1.5,45,97,60,222,0.6185567010309279,3.7,2
2.0,52,108,71,263,0.6574074074074074,3.7042253521126765,2
2.5,88,154,77,284,0.5,3.6883116883116878,3
3.0,96,191,115,438,0.6020942408376964,3.808695652173913,3
3.5,88,181,106,400,0.5856353591160219,3.7735849056603774,3
4.0,127,252,141,540,0.5595238095238095,3.8297872340425534,3
4.5,149,290,158,605,0.5448275862068965,3.8291139240506333,3
5.0,160,331,261,1020,0.7885196374622356,3.9080459770114944,3
5.5,171,363,208,803,0.5730027548209367,3.8605769230769234,3
6.0,185,379,246,957,0.6490765171503958,3.890243902439024,3
0.5,18,38,21,66,0.5526315789473685,3.1428571428571432,2
1.0,30,64,19,55,0.296875,2.8947368421052637,2
1.5,60,123,62,230,0.5040650406504065,3.7096774193548394,2
2.0,58,115,70,259,0.6086956521739131,3.7,2
2.5,88,175,103,395,0.5885714285714285,3.83495145631068,2
3.0,81,185,113,431,0.6108108108108108,3.8141592920353977,3
3.5,111,227,126,484,0.5550660792951542,3.8412698412698414,3
4.0,144,278,183,708,0.6582733812949639,3.868852459016393,3
4.5,155,303,176,680,0.5808580858085809,3.863636363636364,1
5.0,128,233,150,573,0.6437768240343348,3.82,3
5.5,153,294,209,815,0.7108843537414966,3.8995215311004783,2
6.0,183,366,276,1085,0.7540983606557377,3.931159420289855,2
0.5,11,27,20,59,0.7407407407407407,2.95,2
1.0,31,67,44,156,0.6567164179104478,3.5454545454545454,2
1.5,53,97,54,193,0.5567010309278351,3.5740740740740735,3
2.0,54,113,70,259,0.6194690265486725,3.7,2
2.5,70,132,84,317,0.6363636363636364,3.773809523809524,2
3.0,102,214,134,512,0.6261682242990654,3.82089552238806,3
3.5,95,196,115,438,0.5867346938775511,3.808695652173913,3
4.0,125,259,138,525,0.5328185328185329,3.804347826086957,3
4.5,140,290,150,575,0.5172413793103449,3.8333333333333335,3
5.0,143,266,189,733,0.7105263157894737,3.878306878306878,3
5.5,164,305,186,718,0.6098360655737705,3.8602150537634414,3
6.0,167,336,203,787,0.6041666666666666,3.8768472906403937,3
0.5,9,16,8,16,0.5,2.0,2
1.0,29,56,32,110,0.5714285714285714,3.4375,0
1.5,49,101,56,205,0.5544554455445545,3.6607142857142856,2
2.0,45,88,34,118,0.3863636363636364,3.4705882352941178,2
2.5,85,170,105,400,0.6176470588235294,3.809523809523809,2
3.0,90,175,84,312,0.48,3.7142857142857135,3
3.5,103,197,88,331,0.4467005076142132,3.761363636363636,3
4.0,122,239,143,545,0.5983263598326359,3.8111888111888113,3
4.5,140,289,162,626,0.5605536332179931,3.864197530864197,1
5.0,170,334,216,837,0.6467065868263473,3.875,3
5.5,142,273,179,689,0.6556776556776557,3.849162011173184,3
6.0,209,449,264,1028,0.5879732739420935,3.8939393939393936,3
0.5,18,29,11,26,0.3793103448275862,2.363636363636364,2
1.0,26,53,21,63,0.3962264150943397,3.0,2
1.5,40,84,39,136,0.4642857142857143,3.4871794871794872,2
2.0,56,123,55,197,0.4471544715447153,3.581818181818182,3
2.5,71,151,100,376,0.6622516556291391,3.76,3
3.0,112,234,136,523,0.5811965811965812,3.8455882352941178,3
3.5,111,223,133,505,0.5964125560538116,3.796992481203008,3
4.0,113,243,167,644,0.6872427983539094,3.8562874251497012,3
4.5,152,334,236,917,0.7065868263473054,3.885593220338983,3
5.0,141,286,189,732,0.6608391608391608,3.873015873015873,3
5.5,161,334,205,790,0.6137724550898204,3.8536585365853657,3
6.0,170,337,199,770,0.5905044510385756,3.869346733668342,3
0.5,16,28,18,51,0.6428571428571429,2.833333333333333,2
1.0,34,62,23,74,0.3709677419354839,3.217391304347826,2
1.5,41,85,36,123,0.4235294117647059,3.4166666666666665,2
2.0,57,114,49,179,0.4298245614035088,3.653061224489796,0
2.5,71,142,89,337,0.6267605633802817,3.786516853932584,2
3.0,78,155,87,326,0.5612903225806452,3.747126436781609,3
3.5,102,189,109,415,0.5767195767195767,3.807339449541285,3
4.0,119,221,103,391,0.4660633484162896,3.7961165048543686,3
4.5,141,258,155,595,0.6007751937984496,3.838709677419355,3
5.0,137,296,181,699,0.6114864864864865,3.861878453038674,3
5.5,166,318,188,726,0.5911949685534591,3.861702127659575,3
6.0,200,392,254,989,0.6479591836734694,3.8937007874015754,3
0.5,13,29,16,46,0.5517241379310345,2.875,2
1.0,32,63,37,129,0.5873015873015873,3.4864864864864864,2
1.5,47,95,31,106,0.3263157894736842,3.419354838709677,2
2.0,60,125,69,252,0.552,3.652173913043478,3
2.5,80,172,103,390,0.5988372093023255,3.7864077669902914,3
3.0,91,188,111,423,0.5904255319148937,3.810810810810811,3
3.5,109,225,140,537,0.6222222222222222,3.835714285714286,3
4.0,113,209,113,425,0.5406698564593302,3.761061946902655,3
4.5,140,273,173,669,0.6336996336996337,3.8670520231213867,3
