context,rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
0,[0.59  0.413 0.413],1740,723,494,523,3,1,1,1,8,6,6,0.0034482758620689655,0.0034482758620689655,0
0,[0.59  0.413 0.413],1740,723,494,523,3,1,1,1,8,7,7,0.004022988505747126,0.004022988505747126,1
0,[0.59  0.413 0.413],1740,723,494,523,3,1,1,1,8,7,8,0.004022988505747126,0.004597701149425287,2
0,[0.59  0.413 0.413],1740,723,494,523,3,1,1,1,8,8,9,0.004597701149425287,0.005172413793103448,3
1,[0.59  0.413 1.568],3072,720,490,1862,5,1,2,2,13,9,10,0.0029296875,0.0032552083333333335,0
1,[0.59  0.413 1.568],3072,720,490,1862,5,1,2,2,13,11,12,0.0035807291666666665,0.00390625,1
1,[0.59  0.413 1.568],3072,720,490,1862,4,1,1,2,10,9,10,0.0029296875,0.0032552083333333335,2
1,[0.59  0.413 1.568],3072,720,490,1862,4,1,1,2,10,10,11,0.0032552083333333335,0.0035807291666666665,3
2,[0.59  0.413 3.2  ],5113,731,509,3873,7,1,2,4,17,13,17,0.0025425386270291413,0.0033248582045765696,0
2,[0.59  0.413 3.2  ],5113,731,509,3873,7,1,2,4,17,15,19,0.0029336984158028555,0.0037160179933502834,1
2,[0.59  0.413 3.2  ],5113,731,509,3873,6,1,1,4,14,13,14,0.0025425386270291413,0.0027381185214159984,2
2,[0.59  0.413 3.2  ],5113,731,509,3873,6,1,1,4,14,14,15,0.0027381185214159984,0.0029336984158028555,3
3,[0.59  0.413 4.753],6871,720,489,5662,10,1,3,6,24,18,27,0.0026197060107699026,0.0039295590161548535,0
3,[0.59  0.413 4.753],6871,720,489,5662,10,1,3,6,24,21,30,0.003056323679231553,0.004366176684616504,1
3,[0.59  0.413 4.753],6871,720,489,5662,8,1,1,6,18,17,18,0.0024741667879493523,0.0026197060107699026,2
3,[0.59  0.413 4.753],6871,720,489,5662,8,1,1,6,18,18,19,0.0026197060107699026,0.0027652452335904525,3
4,[0.59  0.413 4.977],7291,766,478,6047,7,1,1,5,16,13,23,0.0017830201618433685,0.0031545741324921135,0
4,[0.59  0.413 4.977],7291,766,478,6047,7,1,1,5,16,14,24,0.0019201755589082431,0.003291729529556988,1
4,[0.59  0.413 4.977],7291,766,478,6047,7,1,1,5,16,15,16,0.0020573309559731175,0.002194486353037992,2
4,[0.59  0.413 4.977],7291,766,478,6047,7,1,1,5,16,16,17,0.002194486353037992,0.0023316417501028667,3
