context,rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
6,0.5,12,33,20,70,0.6060606060606061,0.2857142857142857,26
6,0.5,12,33,20,70,0.6060606060606061,0.2857142857142857,27
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,0
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,1
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,2
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,3
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,4
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,5
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,6
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,7
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,8
7,1,24,62,34,80,0.5483870967741935,0.425,9
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,10
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,11
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,12
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,13
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,14
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,15
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,16
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,17
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,18
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,19
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,20
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,21
7,1,24,62,29,67,0.46774193548387094,0.43283582089552236,22
7,1,24,62,29,69,0.46774193548387094,0.42028985507246375,23
7,1,24,62,34,77,0.5483870967741935,0.44155844155844154,24
7,1,24,62,34,77,0.5483870967741935,0.44155844155844154,25
7,1,24,62,34,80,0.5483870967741935,0.425,26
7,1,24,62,34,80,0.5483870967741935,0.425,27
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,0
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,1
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,2
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,3
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,4
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,5
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,6
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,7
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,8
8,1.5,20,54,29,80,0.5370370370370371,0.3625,9
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,10
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,11
8,1.5,20,54,25,65,0.46296296296296297,0.38461538461538464,12
