context,rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
0,[0.59 0.59 0.59],2175,682,724,769,2.9020332717190387,0.9805914972273567,0.9417744916820703,0.9796672828096118,7.726432532347505,5.880776340110906,6.22365988909427,0.0027038052138440944,0.002861452822572078,0
0,[0.59 0.59 0.59],2175,682,724,769,2.9020332717190387,0.9805914972273567,0.9417744916820703,0.9796672828096118,7.726432532347505,6.804066543438077,7.079482439926063,0.003128306456753139,0.0032549344551384197,1
0,[0.59 0.59 0.59],2175,682,724,769,2.9020332717190387,0.9805914972273567,0.9417744916820703,0.9796672828096118,7.726432532347505,6.803142329020333,7.744916820702403,0.003127881530584061,0.0035608812968746678,2
0,[0.59 0.59 0.59],2175,682,724,769,2.9020332717190387,0.9805914972273567,0.9417744916820703,0.9796672828096118,7.726432532347505,7.726432532347505,8.668207024029575,0.0035523827734931057,0.0039853825397837125,3
1,[0.59 0.59 1.5 ],3317,708,778,1831,3.8214616096207217,0.9777983348751156,1.0046253469010176,1.8390379278445883,9.625346901017576,7.297872340425532,11.264569842738206,0.0022001423998871065,0.0033960114087242103,0
1,[0.59 0.59 1.5 ],3317,708,778,1831,3.824236817761332,0.9777983348751156,1.007400555041628,1.8390379278445883,9.633672525439408,8.175763182238668,10.955596669750232,0.002464806506553714,0.003302863029770947,1
1,[0.59 0.59 1.5 ],3317,708,778,1831,3.7631822386679,0.9777983348751156,0.9380203515263644,1.84736355226642,9.44218316373728,8.524514338575393,9.462534690101757,0.0025699470420788044,0.00285273882728422,2
1,[0.59 0.59 1.5 ],3317,708,778,1831,3.7631822386679,0.9777983348751156,0.9380203515263644,1.84736355226642,9.44218316373728,9.44218316373728,10.380203515263645,0.0028466033053172386,0.0031293950905226546,3
2,[0.59 0.59 2.24],4062,697,722,2643,4.724838411819022,0.9732225300092336,1.1218836565096952,2.6297322253000925,11.544783010156971,8.964912280701755,15.015697137580794,0.0022070192714676896,0.003696626572521121,0
2,[0.59 0.59 2.24],4062,697,722,2643,4.703601108033241,0.9732225300092336,1.0997229916897506,2.6306555863342567,11.480147737765467,9.625115420129271,13.909510618651893,0.002369550817363188,0.0034243009893283835,1
2,[0.59 0.59 2.24],4062,697,722,2643,4.551246537396122,0.9732225300092336,0.9427516158818098,2.6352723915050786,11.018467220683288,10.100646352723915,11.043397968605724,0.0024866189937774287,0.0027187094949792526,2
2,[0.59 0.59 2.24],4062,697,722,2643,4.551246537396122,0.9732225300092336,0.9427516158818098,2.6352723915050786,11.018467220683288,11.018467220683288,11.961218836565097,0.002712571940099283,0.002944662441301107,3
3,[0.59 0.59 6.79],9551,685,700,8166,10.36657433056325,0.9796860572483841,1.2179132040627885,8.168975069252078,22.930747922437675,15.767313019390581,29.259464450600184,0.0016508546769333663,0.0030634974820019038,0
3,[0.59 0.59 6.79],9551,685,700,8166,10.148661126500462,0.9796860572483841,0.9990766389658357,8.169898430286242,22.276084949215143,16.092336103416436,26.803324099722992,0.0016848849443426275,0.002806336938511464,1
3,[0.59 0.59 6.79],9551,685,700,8166,10.105263157894736,0.9796860572483841,0.9538319482917821,8.171745152354571,22.14404432132964,21.208679593721143,22.162511542012926,0.002220571625350345,0.0023204388589690007,2
3,[0.59 0.59 6.79],9551,685,700,8166,10.105263157894736,0.9796860572483841,0.9538319482917821,8.171745152354571,22.14404432132964,22.14404432132964,23.097876269621423,0.0023185053210480204,0.002418372554666676,3
4,[0.59 0.59 7.11],9885,689,710,8486,10.434903047091412,0.987072945521699,0.9289012003693444,8.51892890120037,22.78578024007387,15.349953831948293,26.156048014773777,0.0015528531949366002,0.002646034194716619,0
4,[0.59 0.59 7.11],9885,689,710,8486,10.429362880886426,0.987072945521699,0.9233610341643582,8.51892890120037,22.76915974145891,16.250230840258542,27.05078485687904,0.001643928259004405,0.0027365487968516984,1
4,[0.59 0.59 7.11],9885,689,710,8486,10.434903047091412,0.987072945521699,0.9289012003693444,8.51892890120037,22.78578024007387,21.868882733148663,22.797783933518005,0.002212330069109627,0.002306300853163177,2
4,[0.59 0.59 7.11],9885,689,710,8486,10.434903047091412,0.987072945521699,0.9289012003693444,8.51892890120037,22.78578024007387,22.78578024007387,23.714681440443215,0.0023050865189756064,0.002399057303029157,3
