context,rate,n_requests,n_requests_CA,n_requests_ST,n_requests_VS,n_instances,n_instances_CA,n_instances_ST,n_instances_VS,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
84,[2.24 8.09 0.59],13215,2752,9750,713,4,1,2,1,11,11,20,0.000832387438516837,0.001513431706394249,3
85,[2.24 8.09 2.24],15142,2714,9787,2641,13,4,7,2,37,25,49,0.0016510368511425174,0.0032360322282393343,0
85,[2.24 8.09 2.24],15142,2714,9787,2641,6,1,3,2,16,14,24,0.0009245806366398098,0.0015849953770968167,1
85,[2.24 8.09 2.24],15142,2714,9787,2641,5,2,2,1,14,12,27,0.0007924976885484084,0.001783119799233919,2
85,[2.24 8.09 2.24],15142,2714,9787,2641,4,1,2,1,11,11,23,0.0007264562145027077,0.001518953903051116,3
86,[2.24 8.09 4.  ],17189,2672,9662,4855,9,1,5,3,24,14,31,0.0008144743731456163,0.0018034789691081506,0
86,[2.24 8.09 4.  ],17189,2672,9662,4855,6,1,2,3,15,13,23,0.0007562976322066438,0.0013380650415963698,1
86,[2.24 8.09 4.  ],17189,2672,9662,4855,7,2,2,3,18,16,29,0.0009308278550235616,0.0016871254872302054,2
86,[2.24 8.09 4.  ],17189,2672,9662,4855,6,1,2,3,15,15,26,0.000872651114084589,0.0015125952644132875,3
87,[2.24 8.09 6.79],20708,2662,9787,8259,15,2,8,5,40,26,64,0.0012555534093104115,0.0030905930075333203,0
87,[2.24 8.09 6.79],20708,2662,9787,8259,12,1,6,5,31,25,47,0.0012072628935677033,0.0022696542399072823,1
87,[2.24 8.09 6.79],20708,2662,9787,8259,7,2,1,4,17,16,26,0.0007726482518833301,0.0012555534093104115,2
87,[2.24 8.09 6.79],20708,2662,9787,8259,7,1,2,4,17,17,32,0.0008209387676260383,0.0015452965037666602,3
88,[2.24 8.09 7.11],20842,2680,9654,8508,18,3,10,5,49,29,68,0.0013914211687937818,0.0032626427406199023,0
