rate,n_services,n_vnf_req,n_vnf,n_vcpu,alpha,beta,bin_conf
5.0,106,278,126,479,0.4532374100719425,0.2630480167014614,2
5.5,112,290,129,387,0.44482758620689655,0.3333333333333333,2
6.0,124,329,148,553,0.44984802431610943,0.26763110307414106,2
3.5,66,164,77,220,0.4695121951219512,0.35,2
4.0,78,212,94,368,0.4433962264150944,0.2554347826086957,2
4.5,93,251,110,348,0.4382470119521912,0.3160919540229885,2
5.0,104,269,122,405,0.4535315985130112,0.3012345679012346,2
5.5,108,281,129,507,0.4590747330960854,0.25443786982248523,2
6.0,132,357,162,726,0.45378151260504207,0.2231404958677686,2
3.5,57,154,72,313,0.4675324675324675,0.23003194888178916,2
4.0,80,214,97,346,0.4532710280373832,0.2803468208092485,2
4.5,82,213,97,338,0.4553990610328639,0.2869822485207101,2
5.0,95,252,114,449,0.4523809523809524,0.25389755011135856,2
5.5,115,309,134,449,0.4336569579288026,0.2984409799554566,2
6.0,126,334,150,574,0.4491017964071856,0.2613240418118467,2
